Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Asset Writedown,"-27,415,000","-924,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"4,192,000","30,297,000","-2,466,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"58,815,000","63,660,000","36,011,000","72,205,000","1,292,000","796,639,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"13,571,000","9,841,000","41,230,000","-4,148,000","-5,306,000","167,337,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"45,244,000","53,819,000","-5,219,000","76,353,000","6,598,000","629,302,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,"-1,665,000","-28,142,000","-19,215,000","-9,583,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"45,244,000","52,154,000","-33,361,000","57,138,000","-2,985,000","629,302,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"45,244,000","52,154,000","-33,361,000","57,138,000","-2,985,000","629,302,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"45,244,000","52,154,000","-33,361,000","57,138,000","-2,985,000","629,302,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,174.522%,-,-,-,-,339.086%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"17,913,000","17,298,000","16,868,000","16,630,000","16,185,000","18,995,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"18,349,500","17,757,000","16,868,000","17,246,000","16,825,000","19,757,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),5.700%,5.270%,-2.192%,2.502%,-14.840%,-17.908%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),2.526,3.015,-1.978,3.436,-0.184,33.130,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),2.472,2.936,-1.978,3.316,-0.180,31.850,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,160.462%,-,-,-,-,434.396%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"75,115,000","46,056,000","119,927,000","70,037,000","50,128,000","-31,889,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,4.094,2.594,7.110,4.061,2.979,-1.614,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,78.766%,73.309%,54.695%,60.967%,56.639%,44.086%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,11.794%,7.479%,1.548%,27.428%,25.120%,-4.756%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,29.683%,39.717%,-17.000%,23.655%,-1.825%,523.189%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,49.281%,35.073%,61.111%,28.996%,30.648%,-26.512%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"52,626,000","45,464,000","54,407,000","117,197,000","69,052,000","38,010,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,34.526%,34.622%,27.724%,48.520%,42.218%,31.601%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"34,650,000","35,643,000","51,370,000","50,946,000","27,966,000","43,731,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"17,976,000","9,821,000","3,037,000","66,251,000","41,086,000","-5,721,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,11.793%,7.479%,1.548%,27.428%,25.119%,-4.756%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,23.074%,15.459%,114.493%,-,-,21.005%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"152,422,000","131,314,000","196,245,000","241,544,000","163,562,000","120,282,000",Upgrade,Financials in USD,Fiscal year is January - December
