Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-1,717,000","-2,352,000","-2,910,000","-2,966,000","-2,451,000","-2,055,000","-4,101,000","-2,249,000","-2,442,000","-2,785,000","-5,658,000","-2,381,000","-4,344,000","-2,181,000","-2,780,000","-2,078,000","-1,657,000","-1,882,000","-2,372,000","-1,603,000",Upgrade,Financials in USD,Fiscal year is April - March
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,"-12,000",-,-,"-37,000","-169,000",-,-,-,"-782,000",-,Upgrade,Financials in USD,Fiscal year is April - March
Gain (Loss) on Sale of Assets,-,-,"1,000",-,-,-,"-39,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Asset Writedown,-,"-26,000","24,000","-2,623,000",-,"-20,000","110,000",-,-,-,"-833,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,"430,000",-,"-245,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Pretax Income,"-1,717,000","-2,378,000","-2,885,000","-5,589,000","-2,451,000","-2,075,000","-4,030,000","-2,249,000","-2,442,000","-2,785,000","-6,503,000","-2,381,000","-4,344,000","-1,788,000","-2,949,000","-2,323,000","-1,657,000","-1,882,000","-3,154,000","-1,603,000",Upgrade,Financials in USD,Fiscal year is April - March
Earnings From Continuing Operations,"-1,717,000","-2,378,000","-2,885,000","-5,589,000","-2,451,000","-2,075,000","-4,030,000","-2,249,000","-2,442,000","-2,785,000","-6,503,000","-2,381,000","-4,344,000","-1,788,000","-2,949,000","-2,323,000","-1,657,000","-1,882,000","-3,154,000","-1,603,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income,"-1,717,000","-2,378,000","-2,885,000","-5,589,000","-2,451,000","-2,075,000","-4,030,000","-2,249,000","-2,442,000","-2,785,000","-6,503,000","-2,381,000","-4,344,000","-1,788,000","-2,949,000","-2,323,000","-1,657,000","-1,882,000","-3,154,000","-1,603,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Common,"-1,717,000","-2,378,000","-2,885,000","-5,589,000","-2,451,000","-2,075,000","-4,030,000","-2,249,000","-2,442,000","-2,785,000","-6,503,000","-2,381,000","-4,344,000","-1,788,000","-2,949,000","-2,323,000","-1,657,000","-1,882,000","-3,154,000","-1,603,000",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Basic),"76,007,129","72,813,538","64,242,367","63,725,084","54,301,087","53,077,436","53,066,542","53,063,473","52,194,098","51,616,598","51,034,698","51,053,191","49,948,930","47,910,866","45,107,940","41,304,365","41,244,109","40,189,222","39,329,616","39,571,000",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Diluted),"76,007,129","72,813,538","64,242,367","63,725,084","54,301,087","53,077,436","53,066,542","53,063,473","52,194,098","51,616,598","51,034,698","51,053,191","49,948,930","47,910,866","45,107,940","41,304,365","41,244,109","40,189,222","39,329,616","39,571,000",Upgrade,Financials in USD,Fiscal year is April - March
Shares Change (YoY),39.973%,37.184%,21.060%,20.092%,4.037%,2.830%,3.981%,3.938%,4.495%,7.735%,13.139%,23.602%,21.106%,19.213%,14.692%,4.380%,4.281%,1.724%,-0.355%,0.545%,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Basic),-0.023,-0.033,-0.045,-0.088,-0.045,-0.039,-0.076,-0.042,-0.047,-0.054,-0.127,-0.047,-0.087,-0.037,-0.065,-0.056,-0.040,-0.047,-0.080,-0.041,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Diluted),-0.023,-0.033,-0.045,-0.088,-0.045,-0.039,-0.076,-0.042,-0.047,-0.054,-0.127,-0.047,-0.087,-0.037,-0.065,-0.056,-0.040,-0.047,-0.080,-0.041,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow,"-1,025,000","-1,790,000","-541,000","-1,655,000","-1,653,000","-1,488,000","-1,522,000","-1,953,000","-1,559,000","-2,323,000","-971,000","-2,449,000","-2,334,000","-1,944,000","-2,594,000","-1,997,000","-2,747,000","-4,932,000","-2,707,000","-3,866,000",Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Per Share,-0.013,-0.025,-0.008,-0.026,-0.030,-0.028,-0.029,-0.037,-0.030,-0.045,-0.019,-0.048,-0.047,-0.041,-0.058,-0.048,-0.067,-0.123,-0.069,-0.098,Upgrade,Financials in USD,Fiscal year is April - March
Gross Margin,48.058%,59.926%,57.966%,65.196%,59.794%,45.946%,37.952%,30.723%,66.832%,66.981%,55.738%,43.662%,67.857%,33.766%,33.333%,12.963%,20.800%,7.877%,55.172%,5.236%,Upgrade,Financials in USD,Fiscal year is April - March
Operating Margin,-427.184%,-871.324%,-988.475%,-1469.608%,-856.014%,-381.802%,-2499.398%,-686.145%,-1231.683%,-1321.698%,-4645.902%,-1679.577%,-7764.286%,-2849.351%,-3445.679%,-1926.852%,-1340.800%,-330.651%,-8424.138%,-292.845%,Upgrade,Financials in USD,Fiscal year is April - March
Profit Margin,-416.748%,-874.265%,-977.966%,-2739.706%,-842.268%,-373.874%,-2427.711%,-677.410%,-1208.911%,-1313.679%,-5330.328%,-1676.761%,-7757.143%,-2322.078%,-3640.741%,-2150.926%,-1325.600%,-322.260%,-10875.862%,-279.756%,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Margin,-248.786%,-658.088%,-183.390%,-811.275%,-568.041%,-268.108%,-916.867%,-588.253%,-771.782%,-1095.755%,-795.902%,-1724.648%,-4167.857%,-2524.675%,-3202.469%,-1849.074%,-2197.600%,-844.521%,-9334.483%,-674.695%,Upgrade,Financials in USD,Fiscal year is April - March
EBITDA,"-1,615,000","-2,208,000","-2,752,000","-2,838,000","-2,333,000","-1,964,000","-3,996,000","-2,106,000","-2,318,000","-2,640,000","-5,503,000","-2,219,000","-4,185,000","-2,037,000","-2,625,000","-1,954,000","-1,568,000","-1,854,000","-2,368,000","-1,654,000",Upgrade,Financials in USD,Fiscal year is April - March
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-288.656%,Upgrade,Financials in USD,Fiscal year is April - March
D&A For EBITDA,"145,000","162,000","164,000","160,000","158,000","155,000","153,000","172,000","170,000","162,000","165,000","166,000","163,000","157,000","166,000","127,000","108,000","77,000","75,000","24,000",Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"-1,760,000","-2,370,000","-2,916,000","-2,998,000","-2,491,000","-2,119,000","-4,149,000","-2,278,000","-2,488,000","-2,802,000","-5,668,000","-2,385,000","-4,348,000","-2,194,000","-2,791,000","-2,081,000","-1,676,000","-1,931,000","-2,443,000","-1,678,000",Upgrade,Financials in USD,Fiscal year is April - March
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-292.845%,Upgrade,Financials in USD,Fiscal year is April - March
