Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-29,791,789","-23,721,820","-21,612,455","-18,848,472","-18,404,540","-14,587,687","-11,938,417","-11,853,346","-10,893,721","-9,960,526","-7,934,447","-6,753,500","-6,027,246","-14,032,852","-2,791,668","-2,550,893","-2,474,298","-2,201,989","-2,246,995","-1,809,025",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"42,793,047","38,444,163","33,612,054","28,900,075","22,117,626","21,957,140","21,680,877","16,872,018","14,938,224","14,930,538","14,917,187","14,910,963","14,877,619","12,610,917","11,072,097","10,279,535","10,273,567","10,260,234","10,253,988","10,251,555",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"42,793,047","38,444,163","33,612,054","28,900,075","22,117,626","21,957,140","21,680,877","16,872,018","14,938,224","14,930,538","14,917,187","14,910,963","14,877,619","12,610,917","11,072,097","10,279,535","10,273,567","10,260,234","10,253,988","10,251,555",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),93.479%,75.087%,55.031%,71.290%,48.061%,47.062%,45.342%,13.152%,0.407%,18.394%,34.728%,45.055%,44.815%,22.911%,7.978%,0.273%,0.328%,0.458%,0.544%,0.874%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.696,-0.617,-0.643,-0.652,-0.832,-0.664,-0.551,-0.703,-0.729,-0.667,-0.532,-0.453,-0.405,-1.113,-0.252,-0.248,-0.241,-0.215,-0.219,-0.176,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.696,-0.617,-0.643,-0.652,-0.832,-0.664,-0.551,-0.703,-0.729,-0.667,-0.532,-0.453,-0.405,-1.113,-0.252,-0.248,-0.241,-0.215,-0.219,-0.176,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-20,612,478","-18,131,174","-17,157,837","-18,568,620","-12,799,546","-9,666,906","-12,874,825","-9,591,304","-9,318,882","-11,312,086","-5,944,667","-6,133,941","-4,062,747","-7,644,720","-2,552,430","-2,121,128","-1,657,697","-1,577,030","-1,879,205","-1,731,469",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.482,-0.472,-0.510,-0.643,-0.579,-0.440,-0.594,-0.568,-0.624,-0.758,-0.399,-0.411,-0.273,-0.606,-0.231,-0.206,-0.161,-0.154,-0.183,-0.169,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-30,025,878","-24,251,971","-22,464,278","-19,701,324","-18,864,482","-15,018,154","-12,503,599","-11,590,267","-10,590,010","-9,548,280","-7,451,616","-6,257,863","-5,536,177","-13,565,093","-2,693,548","-2,453,446","-2,383,508","-2,117,599","-2,216,021","-1,804,457",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"34,021","31,115","29,557","27,948","33,555","37,331","43,938","48,937","53,545","52,447","55,989","63,029","63,609","78,375","98,222","97,890","96,567","96,342","94,792","93,307",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-30,059,899","-24,283,086","-22,493,835","-19,729,272","-18,898,037","-15,055,485","-12,547,537","-11,639,204","-10,643,555","-9,600,727","-7,507,605","-6,320,892","-5,599,786","-13,643,468","-2,791,770","-2,551,336","-2,480,075","-2,213,941","-2,310,813","-1,897,764",Upgrade,Financials in USD,Fiscal year is January - December
