Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"1,189,000","1,191,000","843,000","743,000","593,000","417,000","364,000","328,000","72,000","31,000","7,000","5,000","7,000","8,000","15,000","40,000","338,000","271,000","652,000","380,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-15,011,000","25,151,000","-17,139,000","-3,969,000","-990,000","-6,414,000","2,668,000","5,803,000","3,031,000","4,080,000","-1,259,000","17,000","3,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-30,269,000","7,406,000","-31,578,000","-16,544,000","-11,836,000","-17,719,000","-9,107,000","-6,033,000","-6,434,000","-5,557,000","-15,876,000","-14,217,000","-15,545,000","-15,207,000","-16,002,000","-15,828,000","-7,237,000","-13,010,000","-15,243,000","-16,431,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,"-32,466,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"-47,000",-,-,-,"-138,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,"1,065,000",-,"-950,000",-,"1,460,000","-6,168,000",-,-,-,-,-,-,-,"-32,916,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,"8,501,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-30,269,000","7,406,000","-31,578,000","-16,591,000","-11,836,000","-16,654,000","-9,107,000","-7,121,000","-6,434,000","-4,097,000","-22,044,000","-46,683,000","-7,044,000","-15,207,000","-16,002,000","-15,828,000","-7,237,000","-13,010,000","-48,159,000","-16,431,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-30,269,000","7,406,000","-31,578,000","-16,591,000","-11,836,000","-16,654,000","-9,107,000","-7,121,000","-6,434,000","-4,097,000","-22,044,000","-46,683,000","-7,044,000","-15,207,000","-16,002,000","-15,828,000","-7,237,000","-13,010,000","-48,159,000","-16,431,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,"3,782,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-30,269,000","7,406,000","-31,578,000","-16,591,000","-11,836,000","-16,654,000","-9,107,000","-7,121,000","-6,434,000","-7,879,000","-22,044,000","-46,683,000","-7,044,000","-15,207,000","-16,002,000","-15,828,000","-7,237,000","-13,010,000","-48,159,000","-16,431,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"48,081,758","40,010,481","27,315,537","25,694,065","24,797,564","18,017,874","16,904,024","13,416,354","6,421,245","5,806,473","5,795,107","4,188,000","3,924,024","3,864,791","3,769,386","3,714,791","3,708,599","3,708,168","3,694,500","2,190,671",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"48,081,758","51,226,715","27,315,537","25,694,065","24,797,564","18,017,874","16,904,024","13,416,354","6,421,245","5,806,473","5,795,107","4,188,000","3,924,024","3,864,791","3,769,386","3,714,791","3,708,599","3,708,168","3,694,500","2,190,671",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),93.897%,184.311%,61.592%,91.513%,286.180%,210.307%,191.695%,220.352%,63.639%,50.240%,53.741%,12.739%,5.809%,4.224%,2.027%,69.573%,86.468%,89.339%,92.629%,14.225%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.630,0.185,-1.156,-0.646,-0.477,-0.924,-0.539,-0.531,-1.002,-1.357,-3.804,-11.147,-1.795,-3.935,-4.245,-4.261,-1.951,-3.508,-13.035,-7.500,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.630,-0.263,-1.156,-0.646,-0.477,-0.924,-0.539,-0.531,-1.002,-1.357,-3.804,-11.147,-1.795,-3.935,-4.245,-4.261,-1.951,-3.508,-13.035,-7.500,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-12,638,000","-13,395,000","-15,263,000","-9,272,000","-5,790,000","-10,316,000","-11,962,000","-14,017,000","-6,793,000","-9,013,000","-13,790,000","-33,505,000","-10,736,000","-11,546,000","-14,029,000","-1,643,000","-10,973,000","-10,028,000","-13,711,000","-14,368,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.263,-0.261,-0.559,-0.361,-0.233,-0.573,-0.708,-1.045,-1.058,-1.552,-2.380,-8.000,-2.736,-2.987,-3.722,-0.442,-2.959,-2.704,-3.711,-6.559,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,48.771%,-,-,-,-,-,-,-,-,-,-208.100%,-13.843%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-331.971%,-,-17626.471%,-,-946.800%,-4168.497%,-472.867%,-,-,-,-482.667%,-89.257%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-475.829%,-,-10472.059%,-,-787.900%,-6371.098%,-1556.100%,-,-,-,-527.600%,-103.386%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-294.743%,-,-20613.235%,-,-901.300%,-3985.549%,-1116.833%,-,-,-,-54.767%,-156.757%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-14,858,000","-17,377,000","-13,839,000","-12,718,000","-10,813,000","-11,004,000","-11,377,000","-11,257,000","-8,600,000","-8,695,000","-13,612,000","-13,379,000","-14,070,000","-12,891,000","-13,780,000","-13,640,000","-5,401,000","-11,647,000","-13,230,000","-14,339,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-77.157%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"487,000","487,000","491,000","491,000","521,000","615,000","661,000","729,000","780,000","773,000","811,000","807,000","802,000","824,000","817,000","840,000","847,000","834,000","2,065,000","2,072,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-15,345,000","-17,864,000","-14,330,000","-13,209,000","-11,334,000","-11,619,000","-12,038,000","-11,986,000","-9,380,000","-9,468,000","-14,423,000","-14,186,000","-14,872,000","-13,715,000","-14,597,000","-14,480,000","-6,248,000","-12,481,000","-15,295,000","-16,411,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-89.257%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,000,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
