Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-2,308,192","-2,192,677","-2,392,822","-2,736,452","-2,981,961","-4,098,980","-4,224,825","-2,929,259","-5,726,709","-5,232,751","-9,791,628","-9,763,316","-10,022,747","-10,906,782","-8,779,450","-8,507,227","-7,371,500","-6,341,699","-6,485,644","-5,079,162",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,"-114,094",-,-,"-118,880",-,"-2,406,576",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,308,192","-2,192,677","-2,392,822","-2,736,452","-2,981,961","-4,098,980","-4,224,825","-3,043,353","-5,726,709","-5,232,751","-9,910,508","-9,763,316","-12,429,323","-10,906,782","-8,779,450","-8,507,227","-7,371,500","-6,341,699","-6,485,644","-5,079,162",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"3,675",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-2,308,192","-2,192,677","-2,392,822","-2,740,127","-2,981,961","-4,098,980","-4,224,825","-3,043,353","-5,726,709","-5,232,751","-9,910,508","-9,763,316","-12,429,323","-10,906,782","-8,779,450","-8,507,227","-7,371,500","-6,341,699","-6,485,644","-5,079,162",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,"-62,939",-,"6,614,769","-742,751","-813,062","-1,192,874","-4,011,437",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-2,308,192","-2,192,677","-2,392,822","-2,803,066","-2,981,961","2,515,789","-4,967,576","-3,856,415","-6,919,583","-9,244,188","-9,910,508","-9,763,316","-12,429,323","-10,906,782","-8,779,450","-8,507,227","-7,371,500","-6,341,699","-6,485,644","-5,079,162",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-2,308,192","-2,192,677","-2,392,822","-2,803,066","-2,981,961","2,515,789","-4,967,576","-3,856,415","-6,919,583","-9,244,188","-9,910,508","-9,763,316","-12,429,323","-10,906,782","-8,779,450","-8,507,227","-7,371,500","-6,341,699","-6,485,644","-5,079,162",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"8,923,170","8,918,233","8,901,962","8,890,508","8,825,881","8,798,956","8,721,031","8,373,581","8,359,920","8,359,205","8,310,765","8,315,088","8,307,868","8,303,047","5,647,025","4,863,127","4,686,712","4,657,274","4,608,438","4,572,663",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"8,923,170","8,918,233","8,901,962","8,890,508","8,825,881","8,798,956","8,721,031","8,373,581","8,359,920","8,359,205","8,310,765","8,315,088","8,307,868","8,303,047","5,647,025","4,863,127","4,686,712","4,657,274","4,608,438","4,572,663",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.102%,1.356%,2.075%,6.173%,5.574%,5.261%,4.937%,0.703%,0.627%,0.676%,47.171%,70.982%,77.264%,78.281%,22.537%,6.352%,2.654%,2.355%,1.361%,13.971%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.259,-0.246,-0.269,-0.315,-0.338,0.286,-0.570,-0.461,-0.828,-1.106,-1.192,-1.174,-1.496,-1.314,-1.555,-1.749,-1.573,-1.362,-1.407,-1.111,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.260,-0.250,-0.270,-0.315,-0.340,0.282,-0.570,-0.461,-0.833,-1.110,-1.192,-1.195,-1.500,-1.314,-1.555,-1.749,-1.573,-1.362,-1.407,-1.111,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"1,197,499","-3,567,570","-3,837,118","-2,367,584","-1,127,459","-7,056,623","-5,888,295","-6,305,422","-7,645,963",-,"-14,678,250","-5,207,966","-8,516,137","-7,185,398","-9,501,395","-9,604,357","-7,353,459","-8,130,875","-4,198,887","-4,573,721",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.134,-0.400,-0.431,-0.266,-0.128,-0.802,-0.675,-0.753,-0.915,-,-1.766,-0.626,-1.025,-0.865,-1.683,-1.975,-1.569,-1.746,-0.911,-1.000,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-80.227%,-99.740%,-106.985%,-147.727%,-,-211.803%,-173.548%,-187.468%,-259.344%,-269.873%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-124.603%,-197.399%,-204.895%,-278.060%,-1242.225%,-542.059%,-349.133%,-400.276%,-582.896%,-666.475%,-1015.713%,-786.358%,-,-,-,-,-,-1361.988%,-,-2515.098%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-119.843%,-187.531%,-192.340%,-265.308%,-1157.567%,329.871%,-402.449%,-507.996%,-692.255%,-1169.398%,-1027.718%,-786.280%,-,-,-,-,-,-1358.591%,-,-2382.413%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,62.175%,-305.120%,-308.435%,-224.090%,-437.668%,-925.267%,-477.042%,-830.597%,-764.924%,-,-1522.132%,-419.419%,-,-,-,-,-,-1741.889%,-,-2145.333%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,-,-,"-2,240,514","-2,502,769","-3,315,844","-3,491,263","-2,225,559","-5,006,576","-4,688,755","-9,218,414","-9,199,797","-9,472,014","-10,378,957","-8,278,244","-8,295,560","-7,228,069","-6,268,194","-6,608,348","-5,327,822",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-212.063%,-,-,-282.845%,-293.167%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,-,"697,277","697,277","818,216","818,216","813,110","819,883","579,782","576,331","564,488","551,524","530,228","502,743","212,916","148,098","89,362","35,265","34,215",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,399,873","-2,308,065","-2,549,017","-2,937,791","-3,200,046","-4,134,060","-4,309,479","-3,038,669","-5,826,459","-5,268,537","-9,794,745","-9,764,285","-10,023,538","-10,909,185","-8,780,987","-8,508,476","-7,376,167","-6,357,556","-6,643,613","-5,362,037",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-124.603%,-197.399%,-204.895%,-278.060%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"1,926,020","1,169,236","1,244,061","1,056,532","257,606","762,658","1,234,336","759,143","999,571","790,508","964,322","1,241,710",-,-,-,-,-,"466,785",-,"213,194",Upgrade,Financials in USD,Fiscal year is January - December
