Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Pretax Income,"-5,867,000","-1,896,000","-1,813,000","-5,635,000","-4,145,000","-1,095,000","-363,000","-12,451,000","-3,420,000","-4,216,000","-2,640,000","-2,874,000","-1,932,000","-2,084,000","-1,587,000","-916,000","-1,136,000","-3,450,000","779,000","-1,194,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-112,000","-474,000","-412,000",-,-,"-235,000","-78,000",-,-,-,-,"20,000",-,-,"-129,000","395,000",-,-,-,"-188,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-5,755,000","-1,422,000","-1,401,000","-5,635,000","-4,145,000","-860,000","-285,000","-12,451,000","-3,420,000","-4,216,000","-2,640,000","-2,894,000","-1,932,000","-2,084,000","-1,458,000","-1,311,000","-1,136,000","-3,450,000","779,000","-1,006,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-5,755,000","-1,422,000","-1,401,000","-5,635,000","-4,145,000","-860,000","-285,000","-12,451,000","-3,420,000","-4,216,000","-2,640,000","-2,894,000","-1,932,000","-2,084,000","-1,458,000","-1,311,000","-1,136,000","-3,450,000","779,000","-1,006,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-5,755,000","-1,422,000","-1,401,000","-5,635,000","-4,145,000","-860,000","-285,000","-12,451,000","-3,420,000","-4,216,000","-2,640,000","-2,894,000","-1,932,000","-2,084,000","-1,458,000","-1,311,000","-1,136,000","-3,450,000","779,000","-1,006,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"3,106,503","2,220,303","1,846,775","1,213,969","1,213,969","1,846,775","1,846,743","1,213,969","1,213,969","1,213,969","1,213,969","1,214,681","1,212,970","1,212,032","954,450","628,365","562,115","235,156","215,234","201,200",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"3,106,503","2,220,303","1,846,775","1,213,969","1,213,969","1,846,775","1,846,743","1,213,969","1,213,969","1,213,969","1,213,969","1,214,681","1,212,970","1,212,032","954,450","628,365","562,115","235,156","218,604","201,200",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),155.896%,20.226%,0.002%,-,-,52.127%,52.124%,-0.059%,0.082%,0.160%,27.190%,93.308%,115.787%,415.416%,336.611%,212.309%,232.853%,36.243%,32.964%,22.378%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.853,-0.640,-0.759,-4.642,-3.414,-0.466,-0.154,-10.256,-2.817,-3.473,-2.175,-2.383,-1.593,-1.719,-1.528,-2.086,-2.021,-14.671,3.619,-5.000,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.853,-0.640,-0.759,-4.642,-3.414,-0.466,-0.154,-10.256,-2.817,-3.473,-2.175,-2.397,-1.600,-1.720,-2.000,-2.086,-2.021,-15.000,3.619,-5.000,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-7,910,000","-1,546,000","-2,965,000","-5,385,000","-3,393,000","-867,000","-860,000","-3,378,000","-3,954,000","-4,892,000","-1,467,000","-2,418,000","-1,493,000","-3,638,000","-1,062,000","2,518,000","-1,793,000","-2,410,000","-2,444,000","-2,954,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.546,-0.696,-1.606,-4.436,-2.795,-0.469,-0.466,-2.783,-3.257,-4.030,-1.208,-1.991,-1.231,-3.002,-1.113,4.007,-3.190,-10.249,-11.180,-14.682,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,51.149%,35.045%,43.947%,54.545%,-266.667%,57.256%,45.957%,97.948%,99.247%,-,94.792%,98.117%,97.053%,99.242%,98.261%,40.406%,74.219%,82.353%,20.917%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-258.365%,-160.676%,109.723%,-5285.950%,-151666.667%,-80.029%,-14.236%,-166.076%,-200.054%,-,-185.432%,-327.510%,-195.057%,-136.301%,-79.676%,-52.790%,-1359.375%,-2166.176%,-134.220%,-12683.333%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-307.590%,-60.847%,-68.109%,-4657.025%,-138166.667%,-61.782%,-11.025%,-501.046%,-183.871%,-,-174.028%,-302.720%,-183.650%,-131.566%,-87.410%,-55.410%,-887.500%,-5073.529%,71.468%,-5588.889%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-422.769%,-66.153%,-144.142%,-4450.413%,-113100.000%,-62.284%,-33.269%,-135.936%,-212.581%,-,-96.704%,-252.929%,-141.920%,-229.672%,-63.669%,106.424%,-1400.781%,-3544.118%,-224.220%,-16411.111%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-4,355,000","-3,378,000","2,616,000","-6,392,000","-4,508,000","-752,000","-9,000","-4,123,000","-3,688,000","-4,681,000","-2,777,000","-3,124,750","-2,019,000","-2,123,000","-1,293,000","-1,243,000","-1,698,000","-1,434,000","-1,356,000","-2,273,750",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-232.763%,-144.544%,127.175%,-,-,-54.023%,-0.348%,-165.915%,-198.280%,-,-183.059%,-,-191.920%,-134.028%,-77.518%,-52.536%,-,-,-124.404%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"479,000","377,000","359,000","4,000","42,000","362,000","359,000","4,000","33,000","35,000","36,000","6,250","33,000","36,000","36,000","6,000","42,000","39,000","107,000","9,250",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-4,834,000","-3,755,000","2,257,000","-6,396,000","-4,550,000","-1,114,000","-368,000","-4,127,000","-3,721,000","-4,716,000","-2,813,000","-3,131,000","-2,052,000","-2,159,000","-1,329,000","-1,249,000","-1,740,000","-1,473,000","-1,463,000","-2,283,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-258.365%,-160.676%,109.723%,-,-,-80.029%,-14.236%,-166.076%,-200.054%,-,-185.432%,-,-195.057%,-136.300%,-79.676%,-52.790%,-,-,-134.220%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,-,"1,052,000","1,584,000","1,668,000","2,366,000","128,000","68,000","1,090,000","18,000",Upgrade,Financials in USD,Fiscal year is January - December
