Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Legal Settlements,-,-,-,-,-,"1,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,"1,256,211",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-7,967,000","-31,530,000","-41,630,000","-84,545,000","-67,177,000","-15,990,437",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-9,000","14,000","28,000","-196,000","-2,793,000","280,316",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-7,958,000","-31,544,000","-41,658,000","-84,349,000","-64,384,000","-16,270,753",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,"-27,000","884,000","198,206",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-7,958,000","-31,544,000","-41,658,000","-84,376,000","-63,500,000","-16,072,547",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"177,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-8,135,000","-31,544,000","-41,658,000","-84,376,000","-63,500,000","-16,072,547",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"2,070,183","277,727","39,202","36,191","25,511","19,849",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,070,183","277,727","39,202","36,191","25,511","19,849",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2315.842%,608.451%,8.320%,41.864%,28.525%,64.395%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-3.930,-113.579,-1062.650,-2331.408,-2489.122,-809.741,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-75.455,-113.579,-1062.650,-2331.408,-2489.122,-809.741,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-36,778,000","-30,838,000","-26,846,000","-71,005,000","-40,602,000","-19,396,345",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-17.766,-111.037,-684.812,-1961.952,-1591.549,-977.195,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-43.981%,-,-276.698%,-72.279%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-3818.415%,-1218.503%,-165.863%,-1521.564%,-705.986%,-281.372%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-992.073%,-1639.501%,-230.779%,-1563.097%,-947.903%,-238.099%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-4485.122%,-1602.807%,-148.723%,-1315.395%,-606.090%,-287.338%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-31,167,000","-23,286,000","-29,774,000","-80,477,000","-45,451,000","-17,535,135",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-164.944%,-,-,-259.766%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"144,000","158,000","166,000","1,657,000","1,843,000","1,458,484",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-31,311,000","-23,444,000","-29,940,000","-82,134,000","-47,294,000","-18,993,619",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-165.863%,-,-,-281.372%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"820,000","1,924,000","18,051,000","5,398,000","6,699,000","6,750,351",Upgrade,Financials in USD,Fiscal year is January - December
