Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Basic),"2,827,492","1,877,069","1,675,540","1,501,783","1,441,043","1,358,968","1,345,145","1,220,828","1,189,667","1,176,793","1,137,738","1,137,847","1,137,738","1,136,495","1,104,618","886,427","841,219","514,039","455,465","455,012",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,827,492","1,877,069","1,675,540","1,501,783","1,441,043","1,358,968","1,345,145","1,220,828","1,189,667","1,176,793","1,137,738","1,137,847","1,137,738","1,136,495","1,104,618","886,427","841,219","514,039","455,465","455,012",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),96.211%,38.125%,24.562%,23.013%,21.130%,15.481%,18.230%,7.293%,4.564%,3.546%,2.998%,28.363%,35.249%,121.091%,142.525%,94.814%,109.236%,59.052%,60.811%,58.532%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.614,-0.877,-1.353,-1.380,-1.786,-2.520,-2.603,-2.480,-2.570,-2.122,-2.922,-3.042,-2.378,-3.068,-2.688,-3.372,-4.574,-6.951,-10.086,-7.694,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.614,-0.877,-1.353,-1.380,-1.786,-2.520,-2.603,-2.480,-2.570,-2.122,-2.922,-3.042,-2.378,-3.068,-2.688,-3.372,-4.574,-6.951,-10.086,-7.694,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-2,613,000","-1,315,000","-1,530,000","-1,851,000","-2,412,000","-3,153,000","-2,570,000","-2,999,000","-2,020,000","-2,670,000","-2,942,000","-3,016,000","-2,663,000","-2,893,000","-1,910,000","-3,417,000","-3,627,000","-2,347,000","-2,998,000","-3,258,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.924,-0.701,-0.913,-1.233,-1.674,-2.320,-1.911,-2.457,-1.698,-2.269,-2.586,-2.651,-2.341,-2.546,-1.729,-3.855,-4.312,-4.566,-6.582,-7.160,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-136.550%,-,-,-172.838%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-54966.667%,-4136.364%,-16030.769%,-727.731%,-8027.907%,-5484.375%,-2847.170%,-1443.396%,-256.263%,-5545.000%,-4381.013%,-329.842%,-5056.522%,-6460.870%,-7604.348%,-11317.647%,-13237.037%,-12128.947%,-1644.186%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-54866.667%,-4121.818%,-15938.462%,-721.008%,-7962.791%,-5470.313%,-2856.604%,-1441.981%,-256.366%,-5541.667%,-4381.013%,-329.598%,-5053.623%,-6454.348%,-6497.826%,-11317.647%,-13233.333%,-12089.474%,-1628.372%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-43833.333%,-2781.818%,-14238.462%,-675.630%,-7332.558%,-4015.625%,-2829.245%,-952.830%,-274.127%,-4903.333%,-3817.722%,-324.361%,-4192.754%,-4152.174%,-7428.261%,-10667.647%,-8692.593%,-7889.474%,-1515.349%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,740,000","-1,632,000","-2,256,000","-2,064,000","-2,577,000","-3,431,000","-3,488,000","-2,997,000","-3,031,000","-2,480,000","-3,311,000","-3,446,000","-2,693,000","-3,473,000","-2,958,000","-3,482,000","-3,832,000","-3,560,000","-4,587,000","-3,502,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-254.620%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"16,000","17,000","19,000","20,000","21,000","21,000","22,000","21,000","29,000","16,000","16,000","15,000","15,000","16,000","14,000","16,000","16,000","14,000","22,000","33,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,756,000","-1,649,000","-2,275,000","-2,084,000","-2,598,000","-3,452,000","-3,510,000","-3,018,000","-3,060,000","-2,496,000","-3,327,000","-3,461,000","-2,708,000","-3,489,000","-2,972,000","-3,498,000","-3,848,000","-3,574,000","-4,609,000","-3,535,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-256.263%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,"13,000",-,-,-,"106,000","212,000","974,000","60,000","79,000","821,000","69,000","46,000","46,000","34,000","27,000","38,000","215,000",Upgrade,Financials in USD,Fiscal year is January - December
