Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"-20,307,000","-33,523,000","-2,192,000","3,792,000","-4,300,000","-873,000","603,000","-793,000","677,000","2,048,000","723,000",-,"1,886,000","-924,000","-1,637,000","1,577,000","-219,000","1,803,000","-303,000","525,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-8,746,000","-24,643,000","2,675,000","1,996,000","-1,081,000","-820,000","16,003,000","-20,109,000","13,277,000","10,570,000","2,201,000",-,"9,522,000","6,065,000","-2,457,000","10,371,000","-1,750,000","4,659,000","-333,000","-12,648,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-20,700,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"2,407,000","-14,256,000","110,772,000","16,025,000","-13,184,000","3,991,000","39,533,000","44,249,000","-923,000","-1,909,000","-12,877,000",-,"1,937,000","-6,864,000","13,061,000","210,000","-9,862,000","23,460,000","-30,741,000","9,573,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,"2,121,000",-,-,-,-,-,-,-,-,-,-,"17,114,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,"-26,491,000",-,"-924,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-5,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,"1,532,000",-,"3,800,000","34,100,000","-4,840,000","-3,625,000",-,-,"659,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-6,339,000","-65,390,000","113,447,000","17,097,000","-12,144,000","3,171,000","55,536,000","24,140,000","12,354,000","8,661,000","-9,144,000",-,"15,259,000","33,301,000","5,764,000","3,370,000","-11,612,000","28,119,000","-30,415,000","-8,175,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"833,000","-13,479,000","27,308,000","-1,091,000","-1,871,000","881,000","11,922,000","38,674,000","2,709,000","-3,938,000","3,785,000",-,"1,536,000","2,576,000","-12,342,000","-2,391,000","-4,911,000","6,033,000","-6,284,000","-810,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-7,172,000","-51,911,000","86,139,000","18,188,000","-10,273,000","2,290,000","43,614,000","-14,534,000","9,645,000","12,599,000","-12,929,000",-,"13,723,000","30,725,000","18,106,000","5,761,000","-6,701,000","22,086,000","-24,131,000","-7,365,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,-,"-1,665,000","-2,951,000","-9,241,000","-13,494,000","-2,456,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-7,172,000","-51,911,000","86,139,000","18,188,000","-10,273,000","2,290,000","41,949,000","-17,485,000","404,000","-895,000","-15,385,000",-,"13,723,000","30,725,000","18,106,000","5,761,000","-6,701,000","22,086,000","-24,131,000","-7,365,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-7,172,000","-51,911,000","86,139,000","18,188,000","-10,273,000","2,290,000","41,949,000","-17,485,000","404,000","-895,000","-15,385,000",-,"13,723,000","30,725,000","18,106,000","5,761,000","-6,701,000","22,086,000","-24,131,000","-7,365,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-7,172,000","-51,911,000","86,139,000","18,188,000","-10,273,000","2,290,000","41,949,000","-17,485,000","404,000","-895,000","-15,385,000",-,"13,723,000","30,725,000","18,106,000","5,761,000","-6,701,000","22,086,000","-24,131,000","-7,365,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,105.342%,-,-,-,-,-,-97.056%,-,-,-,-,39.115%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"18,419,000","18,028,000","17,732,000","17,466,000","17,380,000","17,276,000","17,063,000","16,890,000","16,888,000","16,868,000","16,824,000",-,"16,688,000","16,659,000","16,435,000","16,077,000","16,082,000","16,055,000","16,529,000","17,243,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"18,419,000","18,028,000","18,122,000","17,676,000","17,380,000","17,730,000","17,974,000","16,890,000","17,132,000","17,058,000","16,824,000",-,"17,142,000","17,172,000","17,248,000","16,684,000","16,082,000","16,694,000","16,529,000","17,243,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),5.978%,1.681%,0.823%,4.654%,1.448%,3.940%,6.835%,-,-0.058%,-0.664%,-2.458%,-,6.591%,2.863%,4.350%,-3.242%,-14.321%,-14.644%,-22.315%,-18.167%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.389,-2.879,4.858,1.041,-0.591,0.133,2.458,-1.035,0.024,-0.053,-0.914,-,0.822,1.844,1.102,0.358,-0.417,1.376,-1.460,-0.427,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.390,-2.880,4.750,1.032,-0.591,0.130,2.337,-1.035,0.021,-0.051,-0.916,-,0.800,1.790,1.050,0.350,-0.420,1.320,-1.460,-0.433,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,103.220%,-,-,-,-,-,-97.425%,-,-,-,-,35.606%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"35,934,000","12,906,000","18,627,000","7,648,000","7,159,000","-285,000","31,534,000","51,341,000","16,160,000","5,290,000","47,136,000",-,"18,253,000","18,987,000","7,350,000","-1,093,000","10,708,000","23,591,000","16,922,000","-9,892,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,1.951,0.716,1.028,0.433,0.412,-0.016,1.754,3.040,0.943,0.310,2.802,-,1.065,1.106,0.426,-0.066,0.666,1.413,1.024,-0.574,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,84.320%,80.111%,71.422%,74.631%,72.566%,67.674%,76.398%,38.845%,60.500%,58.449%,61.995%,-,56.221%,45.030%,52.798%,51.914%,54.105%,50.806%,50.020%,23.708%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,21.144%,17.796%,9.646%,-11.950%,2.912%,-7.521%,32.300%,-39.893%,20.839%,17.280%,5.841%,-,18.364%,13.745%,8.549%,21.140%,8.954%,17.141%,11.423%,-37.696%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-13.842%,-124.993%,278.065%,64.724%,-31.255%,8.685%,95.384%,-34.705%,0.682%,-1.786%,-42.132%,-,21.166%,36.286%,32.830%,8.231%,-16.013%,53.322%,-72.769%,-27.275%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,69.355%,31.076%,60.130%,27.216%,21.781%,-1.081%,71.702%,101.903%,27.288%,10.553%,129.083%,-,28.153%,22.423%,13.327%,-1.562%,25.588%,56.956%,51.030%,-36.633%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"19,949,000","16,244,000","11,753,000","5,563,000","10,382,000","7,077,000","23,325,000","-8,965,000","25,846,000","21,749,000","15,777,000",-,"24,519,000","23,931,000","17,808,000","27,612,000","8,295,000","11,322,000","10,168,000","11,857,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,38.503%,39.113%,37.940%,19.796%,31.587%,26.841%,53.037%,-17.794%,43.643%,43.389%,43.206%,-,37.818%,28.262%,32.290%,39.451%,19.822%,27.335%,30.663%,43.910%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"8,994,000","8,853,000","8,765,000","8,921,000","9,425,000","9,060,000","9,120,000","11,134,000","13,505,000","13,087,000","13,644,000","12,948,000","12,613,000","12,292,000","13,093,000","12,816,000","4,548,000","4,222,000","6,380,000","22,036,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"10,955,000","7,391,000","2,988,000","-3,358,000","957,000","-1,983,000","14,205,000","-20,099,000","12,341,000","8,662,000","2,133,000",-,"11,906,000","11,639,000","4,715,000","14,796,000","3,747,000","7,100,000","3,788,000","-10,179,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,21.144%,17.796%,9.646%,-11.950%,2.912%,-7.521%,32.300%,-39.893%,20.839%,17.280%,5.841%,-,18.363%,13.745%,8.549%,21.140%,8.954%,17.141%,11.423%,-37.696%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,24.071%,-,-,27.783%,21.467%,160.207%,21.928%,-,-,-,10.066%,7.736%,-,-,-,21.455%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"51,812,000",-,"30,978,000","28,101,000","32,868,000",-,"43,979,000","50,382,000","59,221,000","50,126,000","36,516,000",-,"64,835,000","84,675,000","55,150,000","69,990,000","41,848,000","41,420,000","33,161,000","27,003,000",Upgrade,Financials in USD,Fiscal year is January - December
