Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-20,640,000","-22,755,000","-11,505,000","-7,192,000","-34,908,000","-11,523,000","-22,617,000","-12,604,000","-9,992,000","-2,640,000","-8,356,000","-10,190,000","2,244,000","-4,265,000","-9,068,000","-3,920,000","-6,094,000","-6,344,000","-7,652,000","-635,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"72,032,000","70,376,000","69,854,000","69,500,000","69,466,000","67,573,000","65,931,000","65,558,000","65,426,000","65,288,000","65,096,000","64,914,000","64,628,000","64,434,000","64,290,000","60,483,000","59,061,000","59,000,000","58,888,000","58,620,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"72,032,000","70,376,000","69,854,000","69,500,000","69,466,000","67,573,000","65,931,000","65,558,000","65,426,000","65,288,000","65,096,000","64,914,000","67,741,000","64,434,000","64,290,000","60,483,000","59,061,000","59,000,000","58,888,000","58,620,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),3.694%,4.148%,5.950%,6.013%,6.175%,3.500%,1.283%,0.992%,-3.417%,1.325%,1.254%,7.326%,14.697%,9.210%,9.173%,3.178%,-3.828%,7.363%,8.710%,8.610%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.287,-0.323,-0.165,-0.103,-0.503,-0.171,-0.343,-0.192,-0.153,-0.040,-0.128,-0.157,0.035,-0.066,-0.141,-0.065,-0.103,-0.108,-0.130,-0.011,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.287,-0.323,-0.165,-0.103,-0.503,-0.171,-0.343,-0.192,-0.153,-0.040,-0.130,-0.159,0.030,-0.070,-0.141,-0.065,-0.103,-0.108,-0.130,-0.013,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-13,991,000","-12,563,000","-8,919,000","-10,657,000","-16,980,000","-17,668,000","-11,751,000","4,950,000","18,424,000","-4,122,000","-16,275,000","-4,820,000","-4,196,000","-10,089,000","-8,990,000","-2,980,000","-4,244,000","-10,802,000","-2,186,000","-4,076,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.194,-0.179,-0.128,-0.153,-0.244,-0.261,-0.178,0.076,0.282,-0.063,-0.250,-0.074,-0.062,-0.157,-0.140,-0.049,-0.072,-0.183,-0.037,-0.070,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-23.291%,-86.427%,5.693%,46.930%,-71.510%,3.803%,-63.118%,7.341%,8.306%,20.952%,20.710%,5.461%,40.080%,32.644%,12.439%,22.907%,14.865%,16.135%,7.921%,34.182%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-129.019%,-282.830%,-69.630%,1.058%,-204.118%,-58.875%,-181.736%,-33.195%,-30.856%,-6.793%,-23.729%,-42.386%,3.617%,-17.625%,-50.771%,-18.656%,-32.983%,-40.803%,-53.354%,-5.078%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-160.835%,-285.186%,-67.387%,-27.077%,-376.285%,-54.040%,-174.218%,-41.495%,-28.988%,-6.874%,-23.645%,-41.590%,6.103%,-16.756%,-50.288%,-18.637%,-33.147%,-42.387%,-52.161%,-3.405%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-109.024%,-157.451%,-52.240%,-40.123%,-183.033%,-82.859%,-90.518%,16.296%,53.449%,-10.733%,-46.053%,-19.673%,-11.412%,-39.638%,-49.856%,-14.168%,-23.084%,-72.172%,-14.901%,-21.855%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-15,336,000","-21,303,000","-10,636,000","1,497,000","-17,580,000","-11,074,000","-22,127,000","-8,624,000","-9,231,000","-1,268,000","-7,171,000","-9,309,000","2,098,000","-3,770,000","-8,496,000","-3,351,000","-5,534,000","-5,546,000","-7,389,000","2,329,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-119.504%,-266.988%,-62.297%,5.636%,-189.501%,-51.934%,-170.444%,-28.392%,-26.780%,-3.301%,-20.291%,-37.994%,5.706%,-14.812%,-47.116%,-15.932%,-30.101%,-37.055%,-50.368%,12.488%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,221,000","1,264,000","1,252,000","1,216,000","1,356,000","1,480,000","1,466,000","1,459,000","1,405,000","1,341,000","1,215,000","1,076,000","768,000","716,000","659,000","573,000","530,000","561,000","438,000","3,276,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-16,557,000","-22,567,000","-11,888,000","281,000","-18,936,000","-12,554,000","-23,593,000","-10,083,000","-10,636,000","-2,609,000","-8,386,000","-10,385,000","1,330,000","-4,486,000","-9,155,000","-3,924,000","-6,064,000","-6,107,000","-7,827,000","-947,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-129.019%,-282.830%,-69.630%,1.058%,-204.118%,-58.875%,-181.736%,-33.195%,-30.856%,-6.793%,-23.729%,-42.386%,3.617%,-17.625%,-50.771%,-18.656%,-32.983%,-40.803%,-53.354%,-5.078%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,4.673%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"12,833,000","7,979,000","17,073,000","26,561,000","9,277,000","21,323,000","12,982,000","30,375,000","34,470,000","38,406,000","35,340,000","24,501,000","36,769,000","25,453,000","18,032,000","21,033,000","18,385,000","14,967,000","14,670,000","18,650,000",Upgrade,Financials in USD,Fiscal year is January - December
