Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+20 Quarters,Currency,Fiscal_Year_period
Currency Exchange Gain (Loss),-,"126,000",-,-,-,"-1,709,000",-,-,-,"550,000",-,-,-,"367,000",-,-,-,"-28,000",-,"-26,000",Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),"-621,000","-1,050,000","362,000","435,000","493,000","783,000","-441,000","-1,363,000","848,000","-1,122,000","780,000","80,000","237,000","-23,000",-,-,-,"-32,000",-,-,Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"-6,036,000","-5,862,000","-5,390,000","-4,994,000","-5,098,000","-6,606,000","-7,758,000","-8,254,000","-6,269,000","-9,084,000","-9,918,000","-10,940,000","-11,432,000","-14,568,000","-14,254,000","-12,554,000","-8,489,000","-8,136,000","-7,507,000","-6,370,000",Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-6,036,000","-5,862,000","-5,390,000","-4,994,000","-5,098,000","-6,606,000","-7,758,000","-8,254,000","-6,269,000","-9,084,000","-9,918,000","-10,940,000","-11,432,000","-14,568,000","-14,254,000","-12,554,000","-8,489,000","-8,136,000","-7,507,000","-6,370,000",Upgrade,Financials in USD,Fiscal year is July - June
Earnings From Continuing Operations,"-6,036,000","-5,862,000","-5,390,000","-4,994,000","-5,098,000","-6,606,000","-7,758,000","-8,254,000","-6,269,000","-9,084,000","-9,918,000","-10,940,000","-11,432,000","-14,568,000","-14,254,000","-12,554,000","-8,489,000","-8,136,000","-7,507,000","-6,370,000",Upgrade,Financials in USD,Fiscal year is July - June
Minority Interest in Earnings,"154,000","133,000","97,000","89,000","137,000","147,000","134,000","137,000","148,000","79,000","53,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-5,882,000","-5,729,000","-5,293,000","-4,905,000","-4,961,000","-6,459,000","-7,624,000","-8,117,000","-6,121,000","-9,005,000","-9,865,000","-10,940,000","-11,432,000","-14,568,000","-14,254,000","-12,554,000","-8,489,000","-8,136,000","-7,507,000","-6,370,000",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-5,882,000","-5,729,000","-5,293,000","-4,905,000","-4,961,000","-6,459,000","-7,624,000","-8,117,000","-6,121,000","-9,005,000","-9,865,000","-10,940,000","-11,432,000","-14,568,000","-14,254,000","-12,554,000","-8,489,000","-8,136,000","-7,507,000","-6,370,000",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"5,459,236","5,379,572","5,221,162","5,190,852","5,166,471","5,119,622","4,993,451","4,149,328","4,070,325","4,046,722","4,032,704","4,017,044","4,000,099","3,955,508","3,702,154","3,207,844","3,191,949","2,957,511","2,227,901","1,990,969",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"5,459,236","5,379,572","5,221,162","5,190,852","5,166,471","5,119,622","4,993,451","4,149,328","4,070,325","4,046,722","4,032,704","4,017,044","4,000,099","3,955,508","3,702,154","3,207,844","3,191,949","2,957,511","2,227,901","1,990,969",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),5.667%,5.078%,4.560%,25.101%,26.930%,26.513%,23.824%,3.293%,1.756%,2.306%,8.929%,25.226%,25.318%,33.744%,66.172%,61.120%,65.761%,61.295%,52.042%,37.556%,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-1.077,-1.065,-1.014,-0.945,-0.960,-1.262,-1.527,-1.956,-1.504,-2.225,-2.446,-2.723,-2.858,-3.683,-3.850,-3.914,-2.660,-2.751,-3.370,-3.199,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-1.077,-1.065,-1.014,-0.960,-0.960,-1.262,-1.527,-1.956,-1.504,-2.225,-2.446,-2.723,-2.858,-3.683,-3.850,-3.914,-2.660,-2.751,-3.370,-3.199,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-4,272,000","-4,323,000","-4,291,000","-3,770,000","-5,960,000","-2,994,000","-6,095,000","-6,348,000","-7,682,000","-8,626,000","-9,459,000","-9,892,000","-8,804,000","-9,639,000","-7,453,000","-7,973,000","-6,218,000","-6,435,000","-6,534,000","-6,375,000",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-0.783,-0.804,-0.822,-0.726,-1.154,-0.585,-1.221,-1.530,-1.887,-2.132,-2.346,-2.463,-2.201,-2.437,-2.013,-2.485,-1.948,-2.176,-2.933,-3.202,Upgrade,Financials in USD,Fiscal year is July - June
Gross Margin,61.350%,95.833%,100.000%,100.000%,100.000%,91.892%,100.000%,100.000%,100.000%,-,100.000%,-,-,-,-,-,-,-,-,95.652%,Upgrade,Financials in USD,Fiscal year is July - June
Operating Margin,-1594.479%,-6285.417%,-7794.366%,-4964.762%,-9957.407%,-5895.495%,-8160.920%,-333950.000%,-7957.471%,-,-4476.496%,-,-,-,-,-,-,-,-,-27686.957%,Upgrade,Financials in USD,Fiscal year is July - June
Profit Margin,-1804.294%,-5967.708%,-7454.930%,-4671.429%,-9187.037%,-5818.919%,-8763.218%,-405850.000%,-7035.632%,-,-4215.812%,-,-,-,-,-,-,-,-,-27695.652%,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Margin,-1310.429%,-4503.125%,-6043.662%,-3590.476%,-11037.037%,-2697.297%,-7005.747%,-317400.000%,-8829.885%,-,-4042.308%,-,-,-,-,-,-,-,-,-27717.391%,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-5,133,000","-5,973,000","-5,473,000","-5,149,000","-5,310,000","-6,467,000","-7,012,000","-6,582,000","-6,823,000","-8,744,000","-10,224,000","-10,468,000","-11,104,000","-14,251,000","-13,886,000","-12,726,000","-8,390,000","-8,160,000","-7,036,000","-5,983,000",Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"65,000","61,000","61,000","64,000","67,000","77,000","88,000","97,000","100,000","138,000","251,000","327,000","337,000","336,000","339,000","348,000","347,000","354,000","363,000","385,000",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-5,198,000","-6,034,000","-5,534,000","-5,213,000","-5,377,000","-6,544,000","-7,100,000","-6,679,000","-6,923,000","-8,882,000","-10,475,000","-10,795,000","-11,441,000","-14,587,000","-14,225,000","-13,074,000","-8,737,000","-8,514,000","-7,399,000","-6,368,000",Upgrade,Financials in USD,Fiscal year is July - June
