Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,-,-,-,-,-,-,-,-,-,-,-,"3,000",-,-,"2,000",-,"4,000","2,000",-,"33,000",Upgrade,Financials in USD,Fiscal year is April - March
Currency Exchange Gain (Loss),-,-,"-825,000",-,-,-,"-692,000",-,-,-,"-579,000",-,-,-,"-690,000",-,-,-,"306,000",-,Upgrade,Financials in USD,Fiscal year is April - March
Other Non Operating Income (Expenses),"387,000","176,000","875,000","-79,000","-90,000","-211,000","400,000","-71,000","-186,000","-67,000","366,000","11,000",-,"-193,000","783,000","-490,000","-77,000","-121,000","168,000","-134,000",Upgrade,Financials in USD,Fiscal year is April - March
EBT Excluding Unusual Items,"-463,000","-997,000","-1,359,000","-923,000","-1,298,000","-1,451,000","-1,439,000","-1,905,000","-917,000","-922,000","-3,282,000","-944,000","-968,000","-1,098,000","-2,719,000","-630,000","96,000","-786,000","-2,820,000","-1,210,000",Upgrade,Financials in USD,Fiscal year is April - March
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,"150,000",-,-,"4,000","55,000","77,000","1,100,000",-,Upgrade,Financials in USD,Fiscal year is April - March
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,"723,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Pretax Income,"-463,000","-997,000","-1,359,000","-923,000","-1,298,000","-1,451,000","-1,439,000","-1,905,000","-917,000","-922,000","-3,282,000","-944,000","-95,000","-1,098,000","-2,719,000","-626,000","151,000","-709,000","-1,720,000","-1,210,000",Upgrade,Financials in USD,Fiscal year is April - March
Income Tax Expense,"147,000","146,000","-292,000","-57,000","186,000","-33,000","-131,000","34,000","100,000","-35,000","-338,000",-,"5,000",-,"713,000",-,-,-,"29,000",-,Upgrade,Financials in USD,Fiscal year is April - March
Earnings From Continuing Operations,"-610,000","-1,143,000","-1,067,000","-866,000","-1,484,000","-1,418,000","-1,308,000","-1,939,000","-1,017,000","-887,000","-2,944,000","-944,000","-100,000","-1,098,000","-3,432,000","-626,000","151,000","-709,000","-1,749,000","-1,210,000",Upgrade,Financials in USD,Fiscal year is April - March
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-228,000","-24,000","-31,000","949,000","13,000","126,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income,"-610,000","-1,143,000","-1,067,000","-866,000","-1,484,000","-1,418,000","-1,308,000","-1,939,000","-1,017,000","-887,000","-2,944,000","-944,000","-100,000","-1,098,000","-3,660,000","-650,000","120,000","240,000","-1,736,000","-1,084,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Common,"-610,000","-1,143,000","-1,067,000","-866,000","-1,484,000","-1,418,000","-1,308,000","-1,939,000","-1,017,000","-887,000","-2,944,000","-944,000","-100,000","-1,098,000","-3,660,000","-650,000","120,000","240,000","-1,736,000","-1,084,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-66.434%,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Basic),"1,034,000","851,450","766,350","545,450","258,000","246,800","213,200","155,350","155,050","155,050","154,550","154,000","117,200","104,650","104,250","102,600","100,400","91,950","88,850","75,000",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Diluted),"1,034,000","851,450","766,350","545,450","258,000","246,800","213,200","155,350","155,050","155,050","154,550","154,000","117,200","104,650","104,250","102,600","107,950","91,950","88,850","75,000",Upgrade,Financials in USD,Fiscal year is April - March
Shares Change (YoY),300.775%,244.996%,259.451%,251.110%,66.398%,59.174%,37.949%,0.877%,32.295%,48.161%,48.249%,50.097%,8.569%,13.812%,17.333%,36.800%,63.933%,37.650%,35.545%,54.480%,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Basic),-0.590,-1.342,-1.392,-1.588,-5.752,-5.746,-6.135,-12.481,-6.559,-5.721,-19.049,-6.130,-0.853,-10.492,-35.108,-6.335,1.195,2.610,-19.539,-14.453,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Diluted),-0.590,-1.342,-1.392,-1.600,-5.752,-5.746,-6.135,-12.481,-6.559,-5.721,-19.120,-6.200,-0.853,-10.492,-35.135,-6.434,1.113,2.610,-19.539,-14.453,Upgrade,Financials in USD,Fiscal year is April - March
EPS Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-75.863%,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow,"328,000","-917,000","155,000","-1,105,000","-1,233,000","-232,000","-2,631,000","-379,000","-1,855,000","-1,556,000","-1,457,000","-327,000","-1,329,000","-1,272,000","-1,481,000","669,000","-402,000","-2,343,000","-3,711,000","-849,000",Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Per Share,0.317,-1.077,0.202,-2.026,-4.779,-0.940,-12.341,-2.440,-11.964,-10.035,-9.427,-2.123,-11.340,-12.155,-14.206,6.520,-3.724,-25.481,-41.767,-11.320,Upgrade,Financials in USD,Fiscal year is April - March
Gross Margin,38.027%,38.514%,31.724%,46.526%,36.250%,35.133%,28.666%,28.227%,46.112%,41.326%,4.178%,41.454%,33.146%,39.441%,-8.994%,40.417%,43.370%,39.102%,38.335%,45.529%,Upgrade,Financials in USD,Fiscal year is April - March
Operating Margin,-23.750%,-34.592%,-40.971%,-26.896%,-44.233%,-36.183%,-38.056%,-62.296%,-21.945%,-21.466%,-133.159%,-33.012%,-25.748%,-24.539%,-130.459%,-2.796%,2.929%,-11.531%,-74.768%,-25.210%,Upgrade,Financials in USD,Fiscal year is April - March
Profit Margin,-17.044%,-33.707%,-31.026%,-27.597%,-54.339%,-41.377%,-43.397%,-65.863%,-30.531%,-22.270%,-128.111%,-32.529%,-2.671%,-29.805%,-169.680%,-13.169%,2.080%,4.162%,-40.260%,-24.664%,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Margin,9.165%,-27.042%,4.507%,-35.214%,-45.148%,-6.770%,-87.293%,-12.874%,-55.689%,-39.066%,-63.403%,-11.268%,-35.497%,-34.528%,-68.660%,13.553%,-6.968%,-40.628%,-86.062%,-19.317%,Upgrade,Financials in USD,Fiscal year is April - March
EBITDA,"-815,000","-1,134,000","-1,368,000","-799,000","-1,163,000","-1,195,000","-1,113,000","-1,802,000","-703,000","-824,000","-3,011,000","-921,000","-912,000","-856,000","-2,774,000","-58,000","223,000","-612,000","-3,124,000","-1,040,000",Upgrade,Financials in USD,Fiscal year is April - March
EBITDA Margin,-22.772%,-33.441%,-39.779%,-25.462%,-42.585%,-34.870%,-36.928%,-61.209%,-21.105%,-20.688%,-131.027%,-31.737%,-24.359%,-23.236%,-128.605%,-1.175%,3.865%,-10.612%,-72.449%,-23.663%,Upgrade,Financials in USD,Fiscal year is April - March
D&A For EBITDA,"35,000","39,000","41,000","45,000","45,000","45,000","34,000","32,000","28,000","31,000","49,000","37,000","52,000","48,000","40,000","80,000","54,000","53,000","100,000","68,000",Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"-850,000","-1,173,000","-1,409,000","-844,000","-1,208,000","-1,240,000","-1,147,000","-1,834,000","-731,000","-855,000","-3,060,000","-958,000","-964,000","-904,000","-2,814,000","-138,000","169,000","-665,000","-3,224,000","-1,108,000",Upgrade,Financials in USD,Fiscal year is April - March
EBIT Margin,-23.750%,-34.592%,-40.971%,-26.896%,-44.233%,-36.183%,-38.056%,-62.296%,-21.945%,-21.466%,-133.159%,-33.012%,-25.748%,-24.538%,-130.459%,-2.796%,2.929%,-11.531%,-74.768%,-25.210%,Upgrade,Financials in USD,Fiscal year is April - March
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"17,928,000",-,Upgrade,Financials in USD,Fiscal year is April - March
