Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"5,442,000","6,284,000","7,256,000","5,550,000","5,345,000","5,191,000","5,076,000","2,988,000","1,781,000","878,000","224,000","98,000","83,000","108,000","120,000","106,000","177,000","225,000","333,000","222,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"32,000","-86,000","-87,000","-55,000","-66,000","-93,000","-147,000","-106,000","-295,000","-31,000","116,000","351,000","-41,000","-50,000","-57,000","-33,000","-126,000","-39,000","-20,000","-17,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-84,126,000","-68,063,000","-72,400,000","-72,473,000","-51,146,000","-44,615,000","-41,126,000","-39,194,000","-35,403,000","-37,572,000","-37,169,000","96,198,000","-20,639,000","-22,910,000","-27,723,000","-20,423,000","-20,437,000","-17,062,000","-15,236,000","-14,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-84,126,000","-68,063,000","-72,400,000","-72,473,000","-51,146,000","-44,615,000","-41,126,000","-39,194,000","-35,403,000","-37,572,000","-37,169,000","96,198,000","-20,639,000","-22,910,000","-27,723,000","-20,423,000","-20,437,000","-17,062,000","-15,236,000","-14,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-84,126,000","-68,063,000","-72,400,000","-72,473,000","-51,146,000","-44,615,000","-41,126,000","-39,194,000","-35,403,000","-37,572,000","-37,169,000","96,198,000","-20,639,000","-22,910,000","-27,723,000","-20,423,000","-20,437,000","-17,062,000","-15,236,000","-14,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,906,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-84,126,000","-68,063,000","-72,400,000","-72,473,000","-51,146,000","-44,615,000","-41,126,000","-39,194,000","-35,403,000","-37,572,000","-37,169,000","96,198,000","-20,639,000","-22,910,000","-27,723,000","-20,423,000","-20,437,000","-17,062,000","-19,142,000","-14,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"85,433,569","85,274,829","85,213,200","72,520,784","69,855,766","69,638,427","69,438,890","63,192,750","60,670,294","60,156,653","58,978,615","53,176,334","51,962,320","51,603,286","51,499,831","46,054,850","44,156,808","40,609,205","34,328,640","31,640,484",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"85,433,569","85,274,829","85,213,200","72,520,784","69,855,766","69,638,427","69,438,890","63,192,750","60,670,294","60,156,653","58,978,615","53,176,334","51,962,320","51,603,286","51,499,831","46,054,850","44,156,808","40,609,205","34,328,640","31,640,484",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),22.300%,22.454%,22.717%,14.761%,15.140%,15.762%,17.736%,18.836%,16.758%,16.575%,14.522%,15.463%,17.677%,27.073%,50.020%,45.557%,39.601%,28.489%,27.033%,18.043%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.985,-0.798,-0.850,-0.999,-0.732,-0.641,-0.592,-0.620,-0.584,-0.625,-0.630,1.809,-0.397,-0.444,-0.538,-0.443,-0.463,-0.420,-0.558,-0.442,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.985,-0.798,-0.850,-1.004,-0.732,-0.641,-0.592,-0.622,-0.584,-0.625,-0.630,1.805,-0.400,-0.444,-0.538,-0.447,-0.463,-0.420,-0.558,-0.442,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-62,322,000","-71,645,000","-83,548,000","-41,349,000","-44,653,000","-35,371,000","-39,228,000","-22,894,000","-28,544,000","-40,306,000","-41,931,000","100,580,000","-24,944,000","-24,045,000","-22,589,000","-15,631,000","-18,297,000","-21,407,000","-15,925,000","-12,727,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.729,-0.840,-0.980,-0.570,-0.639,-0.508,-0.565,-0.362,-0.470,-0.670,-0.711,1.891,-0.480,-0.466,-0.439,-0.339,-0.414,-0.527,-0.464,-0.402,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-,-,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-716.616%,-2120.457%,-,-,-,-,-,-,-,-,-,75.645%,-161.875%,-5892.876%,-7167.018%,-5240.369%,-5238.259%,-4382.586%,-3984.169%,-3748.021%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-673.008%,-1944.657%,-,-,-,-,-,-,-,-,-,76.000%,-166.780%,-6044.855%,-7314.776%,-5388.654%,-5392.348%,-4501.847%,-5050.660%,-3693.931%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-498.576%,-2047.000%,-,-,-,-,-,-,-,-,-,79.462%,-201.568%,-6344.327%,-5960.158%,-4124.274%,-4827.704%,-5648.285%,-4201.847%,-3358.047%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-89,575,000","-74,213,000","-79,511,000","-77,902,000","-56,352,000","-49,675,000","-46,012,000","-42,030,000","-35,133,000","-37,713,000","-36,847,000","95,759,000","-20,024,000","-22,325,000","-27,147,000","-19,840,000","-19,830,000","-16,588,000","-15,077,000","-13,533,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,75.653%,-161.810%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","8,000","11,000","11,000","10,000","8,000","9,000","16,000","21,000","23,000","22,000","23,000","672,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-89,577,000","-74,216,000","-79,514,000","-77,905,000","-56,355,000","-49,678,000","-46,015,000","-42,033,000","-35,141,000","-37,724,000","-36,858,000","95,749,000","-20,032,000","-22,334,000","-27,163,000","-19,861,000","-19,853,000","-16,610,000","-15,100,000","-14,205,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,75.645%,-161.875%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"12,500,000","3,500,000",-,-,-,-,-,-,-,-,-,"126,576,000","12,375,000","379,000","379,000","379,000","379,000","379,000","379,000","379,000",Upgrade,Financials in USD,Fiscal year is January - December
