Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Earnings From Continuing Operations,"1,714,048,000","1,700,088,000","230,064,000","1,241,201,000","1,701,954,000","2,461,419,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"-568,939,000","-565,254,000","-187,232,000","-621,473,000","-726,914,000","-112,884,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"1,145,109,000","1,134,834,000","42,832,000","619,728,000","975,040,000","2,348,535,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,"479,842,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"1,145,109,000","1,134,834,000","42,832,000","619,728,000","495,198,000","2,348,535,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,520.958%,2549.500%,-93.089%,-36.441%,-58.483%,70.464%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"448,293,250","447,601,000","437,963,000","414,794,000","375,444,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"596,124,500","602,900,000","437,972,000","414,802,000","375,455,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),33.457%,37.657%,5.586%,10.480%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),2.554,2.535,0.098,1.494,1.319,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),2.554,2.534,0.098,1.490,1.319,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,518.556%,2490.735%,-93.436%,12.967%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"2,799,089,000","2,987,802,000","2,143,980,000","2,017,536,000","2,034,629,000","1,667,239,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,4.695,4.956,4.895,4.864,5.419,-,Upgrade,Financials in USD,Fiscal year is January - December
Dividend Per Share,0.830,0.800,0.760,0.680,0.300,-,Upgrade,Financials in USD,Fiscal year is January - December
Dividend Growth,5.063%,5.263%,11.765%,126.667%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,78.292%,76.188%,59.582%,80.221%,89.123%,156.184%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,68.130%,63.373%,41.252%,62.491%,78.236%,144.587%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,50.534%,48.197%,1.915%,27.069%,23.332%,129.449%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,123.525%,126.895%,95.833%,88.123%,95.867%,91.897%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,"1,497,820,000","928,562,000","1,453,711,000","1,683,510,000","2,647,100,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,63.614%,41.505%,63.496%,79.323%,145.906%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,"5,670,000","5,670,000","22,996,000","23,058,000","23,924,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"1,543,826,000","1,492,150,000","922,892,000","1,430,715,000","1,660,452,000","2,623,176,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,68.130%,63.373%,41.252%,62.491%,78.236%,144.587%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"2,266,003,000","2,354,554,000","2,237,215,000","2,289,463,000","2,122,353,000","1,814,254,000",Upgrade,Financials in USD,Fiscal year is January - December
