Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Operating Income,"1,321,000","1,530,000","-6,928,000","-4,495,000","1,744,000","2,352,000","1,210,000","-1,778,000","-94,000","1,690,000","2,101,000","-6,000","-3,717,000","4,169,000","2,917,000","2,626,000","1,597,000","-2,847,000","-628,000","975,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-5,525,000","-5,471,000","-5,415,000","-5,124,000","-5,749,000","-5,704,000","-4,747,000","-1,858,000","-1,800,000","-1,794,000","-1,792,000","-1,924,000","-1,685,000","-1,314,000","-513,000","-673,000","-498,000","-505,000","-560,000","-561,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,-,-,-,-,"-2,097,000","-3,504,000","-2,646,000","-2,886,000","-2,367,000","-706,000","-942,000","-1,319,000","-1,516,000","-1,056,000","-1,289,000","-885,000","-845,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"4,000","46,000","26,000","-262,000","-195,000","-178,000","29,000","171,000",-,-,-,"289,000",-,"-51,000",-,"-5,000","5,000","19,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-4,200,000","-3,895,000","-12,317,000","-9,881,000","-4,200,000","-3,530,000","-3,508,000","-5,562,000","-5,398,000","-2,750,000","-2,577,000","-4,008,000","-6,108,000","1,862,000","1,085,000","432,000","48,000","-4,622,000","-2,073,000","-431,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-3,336,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,"-1,923,000","-1,248,000","416,000","1,348,000","-714,000","2,042,000","1,427,000","-1,031,000","-3,449,000","139,000","-1,487,000","-2,220,000","-3,584,000","-2,835,000","805,000","8,575,000","4,725,000","-10,850,000","3,080,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"162,000",-,-,-,"5,190,000",-,-,-,"-41,000",-,-,-,"-92,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-380,000",-,-,-,-,-,-,-,"-249,000",-,-,-,-,-,"-363,000",-,"3,336,000",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,"-1,500,000",-,-,-,-,-,-,-,"-49,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,"-5,465,000",-,-,-,-,-,-,"-756,000","1,967,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-4,200,000","-5,818,000","-13,565,000","-9,683,000","-2,852,000","-4,244,000","-6,931,000","1,055,000","-6,429,000","-6,199,000","-2,438,000","-7,285,000","-8,328,000","-2,478,000","217,000","1,145,000","8,623,000","-260,000","-12,923,000","2,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"20,000","655,000",-,"-535,000","1,539,000","-15,000","-288,000",-,"35,000","40,000",-,"133,000",-,-,-,"4,000",-,-,-,"8,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-4,220,000","-6,473,000","-13,565,000","-9,148,000","-4,391,000","-4,229,000","-6,643,000","1,055,000","-6,464,000","-6,239,000","-2,438,000","-7,418,000","-8,328,000","-2,478,000","217,000","1,141,000","8,623,000","-260,000","-12,923,000","2,592,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,000","15,000","23,000","16,000","65,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,220,000","-6,473,000","-13,565,000","-9,148,000","-4,391,000","-4,229,000","-6,643,000","1,055,000","-6,464,000","-6,239,000","-2,438,000","-7,418,000","-8,328,000","-2,478,000","217,000","1,149,000","8,638,000","-237,000","-12,907,000","2,657,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,"472,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,220,000","-6,473,000","-13,565,000","-9,148,000","-4,391,000","-4,229,000","-6,643,000","1,055,000","-6,464,000","-6,239,000","-2,438,000","-7,418,000","-8,328,000","-2,950,000","217,000","1,149,000","8,638,000","-237,000","-12,907,000","2,657,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-56.756%,-,-,-,-85.345%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"35,702,200","35,618,977","35,469,638","35,353,848","34,255,197","30,458,677","30,289,730","26,375,000","27,349,642","27,303,458","27,226,819","27,474,074","27,112,531","26,736,970","26,019,255","28,725,000","25,921,573","25,893,629","25,867,568","26,570,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"35,702,200","35,618,977","35,469,638","35,353,848","34,255,197","30,458,677","30,289,730","26,375,000","27,349,642","27,303,458","27,226,819","27,474,074","27,112,531","26,736,970","27,480,622","28,725,000","27,090,060","25,893,629","25,867,568","26,570,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),4.224%,16.942%,17.101%,34.043%,25.249%,11.556%,11.250%,-4.000%,0.875%,2.119%,-0.924%,-4.355%,0.083%,3.257%,6.236%,8.111%,5.887%,2.685%,-2.716%,-15.379%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.118,-0.182,-0.382,-0.259,-0.128,-0.139,-0.219,0.040,-0.236,-0.229,-0.090,-0.270,-0.307,-0.110,0.008,0.040,0.333,-0.009,-0.499,0.100,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.118,-0.182,-0.382,-0.259,-0.128,-0.139,-0.219,0.040,-0.236,-0.229,-0.090,-0.270,-0.307,-0.110,0.008,0.036,0.320,-0.009,-0.500,0.100,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-63.701%,-,-,-,-82.585%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"2,347,000","-3,090,000","-4,720,000","8,502,000","-1,728,000","4,316,000","-8,710,000","-4,590,000","-1,465,000","4,600,000","563,000","-1,627,000","-2,365,000","4,291,000","2,997,000","-648,000","2,423,000","-2,967,000","-770,000","773,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.066,-0.087,-0.133,0.240,-0.050,0.142,-0.288,-0.174,-0.054,0.168,0.021,-0.059,-0.087,0.160,0.109,-0.023,0.089,-0.115,-0.030,0.029,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,75.601%,74.378%,69.489%,68.912%,70.620%,70.122%,68.314%,69.674%,70.552%,71.985%,73.042%,74.837%,73.561%,75.642%,75.588%,73.025%,74.332%,60.248%,69.315%,71.715%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,2.682%,3.126%,-20.031%,-12.364%,5.090%,7.027%,4.635%,-8.746%,-0.412%,7.246%,9.498%,-0.030%,-19.865%,22.990%,18.889%,17.992%,11.091%,-35.323%,-5.314%,7.736%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-8.567%,-13.227%,-39.220%,-25.163%,-12.815%,-12.635%,-25.449%,5.190%,-28.322%,-26.750%,-11.022%,-36.745%,-44.509%,-16.268%,1.405%,7.873%,59.990%,-2.940%,-109.224%,21.081%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,4.765%,-6.314%,-13.647%,23.386%,-5.043%,12.895%,-33.368%,-22.579%,-6.419%,19.723%,2.545%,-8.059%,-12.640%,23.663%,19.407%,-4.440%,16.828%,-36.811%,-6.516%,6.133%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"4,277,000","4,380,000","-4,078,000","-1,735,000","4,618,000","5,423,000","3,642,000","-1,075,000","475,000","2,469,000","2,881,000","411,000","-3,269,000","4,569,000","3,393,000","2,991,000","2,100,000","-2,339,000","-135,000","1,580,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,8.683%,8.950%,-11.790%,-4.772%,13.477%,16.203%,13.952%,-5.288%,2.081%,10.586%,13.024%,2.036%,-17.471%,25.196%,21.971%,20.493%,14.584%,-29.020%,-1.142%,12.536%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,956,000","2,850,000","2,850,000","2,760,000","2,874,000","3,071,000","2,432,000","703,000","569,000","779,000","780,000","417,000","448,000","400,000","476,000","365,000","503,000","508,000","493,000","605,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"1,321,000","1,530,000","-6,928,000","-4,495,000","1,744,000","2,352,000","1,210,000","-1,778,000","-94,000","1,690,000","2,101,000","-6,000","-3,717,000","4,169,000","2,917,000","2,626,000","1,597,000","-2,847,000","-628,000","975,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,2.682%,3.126%,-20.031%,-12.364%,5.090%,7.027%,4.635%,-8.746%,-0.412%,7.246%,9.498%,-0.030%,-19.865%,22.990%,18.889%,17.992%,11.091%,-35.322%,-5.314%,7.736%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.349%,-,-,-,0.308%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"49,257,000","48,939,000","34,587,000","36,355,000","34,265,000","33,470,000","26,103,000","20,329,000","22,823,000","23,323,000","22,120,000","20,188,000","18,711,000","18,134,000","15,443,000","14,595,000","14,399,000","8,060,000","11,817,000","12,604,000",Upgrade,Financials in USD,Fiscal year is January - December
