Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Merger & Restructuring Charges,"-18,554,000",-,-,-,"-12,606,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,"-271,000",-,-,-,"-5,000","20,000",-,-,-,"-3,000",-,-,"-258,000","10,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"24,636,000",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,000,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-17,072,000","-15,806,000","-32,900,000","-56,152,000","-63,531,000","-87,915,000","-76,631,000","-66,067,000","-91,536,000","-72,601,000","-63,092,000","-133,966,000","49,904,000","-133,991,000","-71,621,000","-58,464,000","33,219,000","-85,144,000","-78,542,000","-98,051,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"12,000","-262,000","33,000","80,000","84,000","-235,000","74,000","108,000","114,000","23,000","113,000","112,000","106,000","-3,000","134,000","170,000","215,000","169,000","-194,000","72,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-17,084,000","-15,544,000","-32,933,000","-56,232,000","-63,615,000","-87,680,000","-76,705,000","-66,175,000","-91,650,000","-72,624,000","-63,205,000","-134,078,000","49,798,000","-133,988,000","-71,755,000","-58,634,000","33,004,000","-85,313,000","-78,348,000","-98,123,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-17,084,000","-15,544,000","-32,933,000","-56,232,000","-63,615,000","-87,680,000","-76,705,000","-66,175,000","-91,650,000","-72,624,000","-63,205,000","-134,078,000","49,798,000","-133,988,000","-71,755,000","-58,634,000","33,004,000","-85,313,000","-78,348,000","-98,123,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,-,50.885%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"100,515,000","99,835,000","98,982,000","98,496,000","98,245,000","97,729,000","94,691,000","94,032,000","93,767,000","93,475,000","93,043,000","92,774,000","92,644,000","92,276,000","91,688,000","91,166,000","90,558,000","89,451,000","88,219,000","87,352,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"100,515,000","99,835,000","98,982,000","98,496,000","98,245,000","97,729,000","94,691,000","94,032,000","93,767,000","93,475,000","93,043,000","92,774,000","92,808,000","92,276,000","91,688,000","91,166,000","93,678,000","89,451,000","88,219,000","87,352,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.311%,2.155%,4.532%,4.747%,4.776%,4.551%,1.771%,1.356%,1.033%,1.299%,1.478%,1.764%,-0.929%,3.158%,3.932%,4.366%,7.667%,-2.482%,2.935%,-4.282%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.170,-0.156,-0.333,-0.571,-0.648,-0.897,-0.810,-0.704,-0.977,-0.777,-0.679,-1.445,0.538,-1.452,-0.783,-0.643,0.364,-0.954,-0.888,-1.123,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.170,-0.156,-0.333,-0.571,-0.648,-0.897,-0.810,-0.704,-0.977,-0.777,-0.679,-1.446,0.538,-1.452,-0.783,-0.644,0.350,-0.954,-0.888,-1.123,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-,-,-,-,-,-,-,53.577%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-8,458,000","-39,883,000","-59,317,000","-18,572,000","-85,222,000","-111,564,000","-102,182,000","-52,846,000","-52,745,000","-33,969,000","-10,114,000","-56,356,000","42,680,000","-28,240,000","-45,502,000","-9,618,000","-1,768,000","148,939,000","-59,945,000","-46,795,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.084,-0.399,-0.599,-0.189,-0.867,-1.142,-1.079,-0.562,-0.563,-0.363,-0.109,-0.607,0.460,-0.306,-0.496,-0.105,-0.019,1.665,-0.680,-0.536,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,41.720%,22.426%,-14.745%,-229.339%,-63.046%,-128.313%,-115.638%,-43.824%,-,-160.927%,-53.313%,-,49.257%,-,-103.172%,-24.230%,-37.816%,-50.368%,-128.974%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,3.833%,-21.562%,-55.567%,-381.262%,-126.765%,-198.669%,-210.423%,-192.487%,-595.214%,-262.444%,-103.561%,-817.512%,32.681%,-549.315%,-183.265%,-89.229%,73.424%,-198.510%,-332.257%,-1259.544%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-36.872%,-30.694%,-58.912%,-207.208%,-158.507%,-197.838%,-212.121%,-192.554%,-582.459%,-243.656%,-103.909%,-810.482%,31.927%,-549.943%,-186.721%,-90.208%,74.955%,-198.920%,-321.085%,-1230.537%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-18.255%,-78.756%,-106.109%,-68.435%,-212.344%,-251.730%,-282.575%,-153.770%,-335.208%,-113.967%,-16.627%,-340.664%,27.364%,-115.909%,-118.405%,-14.797%,-4.015%,347.274%,-245.666%,-586.845%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"2,515,000","-10,138,000","-30,243,000","-101,592,000","-48,498,000","-85,336,000","-73,126,000","-63,462,000","-90,978,000","-75,573,000","-60,409,000","-132,658,000","53,565,000","-129,539,000","-65,088,000","-52,508,000","37,903,000","-79,615,000","-75,612,000","-95,417,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,5.428%,-20.019%,-54.100%,-,-120.840%,-192.549%,-202.223%,-184.660%,-,-253.550%,-99.313%,-,34.342%,-,-169.372%,-80.783%,86.081%,-185.635%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"739,000","781,000","820,000","1,875,000","2,378,000","2,712,000","2,965,000","2,690,000","2,679,000","2,651,000","2,584,000","2,583,000","2,591,000","4,296,000","5,339,000","5,490,000","5,573,000","5,522,000","5,462,000","5,019,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"1,776,000","-10,919,000","-31,063,000","-103,467,000","-50,876,000","-88,048,000","-76,091,000","-66,152,000","-93,657,000","-78,224,000","-62,993,000","-135,241,000","50,974,000","-133,835,000","-70,427,000","-57,998,000","32,330,000","-85,137,000","-81,074,000","-100,436,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,3.833%,-21.561%,-55.567%,-,-126.765%,-198.669%,-210.423%,-192.487%,-,-262.444%,-103.561%,-,32.681%,-,-183.265%,-89.229%,73.424%,-198.510%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,0.212%,-,-,-,0.647%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"46,333,000","50,641,000","55,902,000","27,138,000","40,134,000","44,319,000","36,161,000","34,367,000","15,735,000","29,806,000","60,827,000","16,543,000","155,973,000","24,364,000","38,429,000","64,999,000","44,032,000","42,888,000","24,401,000","7,974,000",Upgrade,Financials in USD,Fiscal year is January - December
