Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"6,705,000","4,988,000","5,433,000","6,265,000","6,205,000","3,778,000","2,059,000","2,757,000","1,002,000","315,000","492,000","186,000","393,000","624,000","511,000","1,258,000","2,005,000","2,340,000","3,261,000","3,358,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,"300,000","-929,000","-6,220,000",-,"-2,400,000","-2,935,000","-8,924,000",-,-,"-3,800,000","-1,678,000",-,-,"-325,000","-778,000",-,-,"-64,000","-182,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-1,124,000","-215,000",-,"-128,000","-2,496,000","-70,000",-,"-1,000","-1,661,000","1,492,000","3,450,000","517,000","-909,000","-531,000",-,"312,000","-162,000","-156,000","6,000","214,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-55,565,000","-61,369,000","-65,000,000","-72,012,000","-59,287,000","-79,232,000","-99,968,000","-102,629,000","-83,148,000","-74,787,000","-79,850,000","-74,868,000","-78,186,000","-70,936,000","-33,015,000","-68,570,000","-66,197,000","-60,974,000","-54,480,000","-61,185,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"-4,000,000","-3,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-10,728,000","-4,989,000",-,"-13,245,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-66,293,000","-66,358,000","-65,000,000","-89,257,000","-62,287,000","-79,232,000","-99,968,000","-102,629,000","-83,148,000","-74,787,000","-79,850,000","-74,868,000","-78,186,000","-70,936,000","-33,015,000","-68,570,000","-66,197,000","-60,974,000","-54,480,000","-61,185,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-155,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-66,293,000","-66,358,000","-65,000,000","-89,257,000","-62,287,000","-79,232,000","-99,968,000","-102,629,000","-83,148,000","-74,787,000","-79,850,000","-74,868,000","-78,186,000","-70,936,000","-33,015,000","-68,570,000","-66,197,000","-60,974,000","-54,480,000","-61,030,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-66,293,000","-66,358,000","-65,000,000","-89,257,000","-62,287,000","-79,232,000","-99,968,000","-102,629,000","-83,148,000","-74,787,000","-79,850,000","-74,868,000","-78,186,000","-70,936,000","-33,015,000","-68,570,000","-66,197,000","-60,974,000","-54,480,000","-61,030,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"209,188,551","190,026,638","169,128,362","168,335,828","167,649,010","146,795,826","144,563,829","144,149,240","143,661,721","143,385,045","141,356,306","139,173,761","137,025,698","134,826,805","132,165,014","129,835,293","127,140,755","115,377,210","108,963,522","104,800,502",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"209,188,551","190,026,638","169,128,362","168,335,828","167,649,010","146,795,826","144,563,829","144,149,240","143,661,721","143,385,045","141,356,306","139,173,761","137,025,698","134,826,805","132,165,014","129,835,293","127,140,755","115,377,210","108,963,522","104,800,502",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),24.778%,29.450%,16.992%,16.779%,16.697%,2.379%,2.269%,3.575%,4.843%,6.348%,6.954%,7.193%,7.775%,16.857%,21.293%,23.888%,24.420%,15.554%,11.969%,27.705%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.317,-0.349,-0.384,-0.530,-0.372,-0.540,-0.692,-0.712,-0.579,-0.522,-0.565,-0.538,-0.571,-0.526,-0.250,-0.528,-0.521,-0.528,-0.500,-0.582,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.317,-0.349,-0.384,-0.530,-0.372,-0.540,-0.692,-0.712,-0.579,-0.522,-0.565,-0.538,-0.571,-0.526,-0.250,-0.528,-0.521,-0.528,-0.500,-0.582,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-44,544,000","-63,588,000","-55,907,000","-53,888,000","-55,542,000","-62,145,000","-67,674,000","-63,788,000","-47,878,000","-43,905,000","-70,139,000","-46,172,000","-52,225,000","-52,072,000","-55,789,000","-27,379,000","-57,835,000","-42,775,000","-53,062,000","-64,379,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.213,-0.335,-0.331,-0.320,-0.331,-0.423,-0.468,-0.443,-0.333,-0.306,-0.496,-0.332,-0.381,-0.386,-0.422,-0.211,-0.455,-0.371,-0.487,-0.614,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-43.912%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-315927.273%,-,-286345.455%,-366090.909%,-330306.667%,-,-168344.898%,-89062.791%,-131134.426%,-144888.235%,-158510.204%,-161429.545%,-86.585%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-295454.545%,-,-283122.727%,-360145.455%,-333226.667%,-,-169689.796%,-86961.628%,-130901.639%,-146800.000%,-159563.265%,-161218.182%,-86.100%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-254122.727%,-,-252463.636%,-282477.273%,-225580.000%,-,-97710.204%,-51052.326%,-114981.967%,-90533.333%,-106581.633%,-118345.455%,-145.492%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-57,839,000","-62,798,000","-65,949,000","-68,452,000","-59,424,000","-76,897,000","-95,585,000","-93,393,000","-78,629,000","-72,919,000","-76,300,000","-69,651,000","-75,340,000","-69,065,000","-31,283,000","-67,518,000","-66,230,000","-61,421,000","-55,639,000","-62,871,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-81.583%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"3,207,000","3,644,000","3,555,000","3,477,000","3,572,000","3,643,000","3,507,000","3,068,000","3,860,000","3,675,000","3,692,000","4,242,000","2,330,000","1,964,000","1,918,000","1,844,000","1,810,000","1,737,000","2,044,000","1,704,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-61,046,000","-66,442,000","-69,504,000","-71,929,000","-62,996,000","-80,540,000","-99,092,000","-96,461,000","-82,489,000","-76,594,000","-79,992,000","-73,893,000","-77,670,000","-71,029,000","-33,201,000","-69,362,000","-68,040,000","-63,158,000","-57,683,000","-64,575,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-86.585%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
