Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Income Tax Expense,"140,000","701,000","75,000","133,000","4,000","8,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-33,406,000","-24,411,000","-14,086,000","-18,007,000","-3,419,000","-125,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,-,"62,000","293,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-33,406,000","-24,411,000","-14,086,000","-18,007,000","-3,357,000","168,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,"472,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-33,406,000","-24,411,000","-14,086,000","-18,479,000","-3,357,000","168,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-98.851%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"35,547,374","32,616,777","27,460,968","26,757,451","25,895,352","25,323,159",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"35,547,374","32,616,777","27,460,968","26,757,451","25,895,352","26,466,098",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),15.571%,18.775%,2.629%,3.329%,-2.157%,11.146%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.940,-0.748,-0.513,-0.691,-0.130,0.007,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.940,-0.748,-0.513,-0.691,-0.130,0.007,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-98.912%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"3,039,000","2,380,000","-892,000","3,296,000","-1,962,000","-518,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.085,0.073,-0.032,0.123,-0.076,-0.020,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,72.560%,69.553%,71.349%,74.869%,70.406%,67.265%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-5.068%,0.623%,2.166%,4.640%,1.531%,-1.380%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-19.751%,-18.750%,-15.899%,-25.497%,-6.869%,0.328%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,1.797%,1.828%,-1.007%,4.548%,-4.015%,-1.012%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"2,844,000","11,948,000","4,750,000","5,104,000","2,617,000","1,439,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,1.681%,9.177%,5.361%,7.042%,5.355%,2.812%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"11,416,000","11,137,000","2,831,000","1,741,000","1,869,000","2,145,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-8,572,000","811,000","1,919,000","3,363,000","748,000","-706,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-5.068%,0.623%,2.166%,4.640%,1.530%,-1.380%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"169,138,000","130,193,000","88,595,000","72,476,000","48,871,000","51,165,000",Upgrade,Financials in USD,Fiscal year is January - December
