Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters,Currency,Fiscal_Year_period
Shares Change (YoY),-2.734%,-0.336%,0.981%,-2.091%,1.748%,56.465%,118.100%,305.342%,473.734%,288.403%,159.295%,187.803%,-10.039%,585.745%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.747,-1.109,-0.733,-1.215,-1.016,-0.782,-0.747,-4.405,-0.698,-1.988,-1.789,-11.133,-7.518,-12.522,122.242,-319.284,5.764,-54.461,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.747,-1.109,-0.733,-1.215,-1.016,-0.782,-0.747,-4.405,-0.698,-1.988,-1.789,-11.133,-7.518,-12.522,111.800,-320.155,1.552,-54.461,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-985,588","-1,469,304","-896,864","-1,894,983","-1,304,523","-986,737","-3,841,642","-3,591,234","-873,303","-1,755,536","-1,576,893","-1,161,336","-390,789","-222,139","-441,518","56,986","-174,014","-122,207","-195,321","-252,432",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.708,-1.046,-0.631,-1.372,-0.911,-0.700,-2.729,-2.545,-0.621,-1.948,-2.443,-3.336,-1.594,-0.957,-1.774,0.471,-0.638,-3.612,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,60.000%,-,60.000%,60.000%,-,-,69.355%,70.909%,-,54.727%,41.776%,60.000%,55.000%,-,54.286%,77.143%,61.290%,66.280%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-20316.325%,-,-59061.300%,-25719.750%,-,-,-33752.349%,-1855.313%,-,-7699.127%,-2173.638%,-8334.360%,-5158.420%,-,-1846.080%,-314.897%,-767.971%,-795.810%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-19471.600%,-,-55952.467%,-24232.533%,-,-,-33417.699%,-1786.071%,-,-7699.127%,-5719.918%,-18435.960%,-29051.820%,-,-220685.703%,512.794%,-6604.168%,8889.501%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-18366.300%,-,-63166.100%,-21742.050%,-,-,-19307.710%,-1587.824%,-,-10512.620%,-1714.048%,-3907.890%,-2221.390%,-,325.634%,-225.992%,-438.018%,-463.945%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,080,403","-1,596,035","-1,093,876","-1,746,318","-1,520,164","-1,169,017","-1,090,049","-6,254,916","-997,401","-1,768,123","-1,131,848","-1,449,706","-810,415","-492,821","-280,923","-306,293","-225,700","-197,786","-318,264","-319,497",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-293.117%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"29,271","29,271","29,271","25,521","23,021","23,021","23,021","23,021","23,021","23,021","23,021","23,021","23,021","23,021","23,021","16,771","16,771","16,478","16,772","11,092",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,109,674","-1,625,306","-1,123,147","-1,771,839","-1,543,185","-1,192,038","-1,113,070","-6,277,937","-1,020,422","-1,791,144","-1,154,869","-1,472,727","-833,436","-515,842","-303,944","-323,064","-242,471","-214,264","-335,036","-330,589",Upgrade,Financials in USD,Fiscal year is January - December
