Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Currency Exchange Gain (Loss),"-1,200,000","-1,600,000",-,"46,500,000","-12,200,000","-200,000",-,"57,100,000","3,900,000","16,100,000",-,"1,967,000","-4,064,000",-,"-5,900,000","9,100,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"17,122,000","9,331,000","3,654,000","-35,516,000","9,218,000","5,732,000","24,362,000","6,871,000","-38,683,000","-35,973,000","1,654,000","-1,533,000",-,"3,028,000","-331,000","-74,000","952,000","2,612,000",-,"-9,014,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-118,132,000","165,686,000","-139,188,000","-176,701,000","-131,473,000","72,565,000","-292,722,000","-184,509,000","-166,141,000","-509,067,000","206,070,000","-829,675,000","-316,390,000","-348,769,000","-219,702,000","-174,864,000","-197,310,000","-17,521,000","-25,864,000","-40,846,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-4,200,000","-1,100,000","-6,100,000",-,-,"-14,700,000",-,-,-,-,-,-,-,-,-,"-2,700,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,016,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-122,332,000","164,586,000","-145,288,000","-176,701,000","-131,473,000","57,865,000","-292,722,000","-184,509,000","-166,141,000","-509,067,000","206,070,000","-829,675,000","-316,390,000","-348,769,000","-219,702,000","-177,564,000","-197,310,000","-17,521,000","-25,864,000","-31,830,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-1,032,000","2,205,000","2,262,000","1,688,000","-697,000","-143,000","1,183,000","-2,260,000","2,472,000","1,418,000","2,662,000","16,609,000","6,041,000","3,548,000","3,017,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-121,300,000","162,381,000","-147,550,000","-178,389,000","-130,776,000","58,008,000","-293,905,000","-182,249,000","-168,613,000","-510,485,000","203,408,000","-846,284,000","-322,431,000","-352,317,000","-222,719,000","-177,564,000","-197,310,000","-17,521,000","-25,864,000","-31,830,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-121,300,000","162,381,000","-147,550,000","-178,389,000","-130,776,000","58,008,000","-293,905,000","-182,249,000","-168,613,000","-510,485,000","203,408,000","-846,284,000","-322,431,000","-352,317,000","-222,719,000","-177,564,000","-197,310,000","-17,521,000","-25,864,000","-31,830,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,179.929%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"160,049,000","148,379,000","139,916,000","123,679,000","103,429,000","89,362,000","86,158,000","79,822,000","78,274,000","78,143,000","76,457,000","75,670,000","74,745,000","74,118,000","73,035,000","65,725,000","61,554,000","58,618,000","44,421,000","28,063,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"160,049,000","165,855,000","139,916,000","123,679,000","103,429,000","104,065,000","86,158,000","79,822,000","78,274,000","78,143,000","80,711,000","75,670,000","74,745,000","74,118,000","73,035,000","65,725,000","61,554,000","58,618,000","44,421,000","28,063,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),54.743%,59.376%,62.395%,54.943%,32.137%,33.173%,6.749%,5.487%,4.721%,5.431%,10.510%,15.131%,21.430%,26.442%,64.415%,134.205%,153.028%,149.725%,117.303%,46.478%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.758,1.094,-1.055,-1.442,-1.264,0.649,-3.411,-2.283,-2.154,-6.533,2.660,-11.184,-4.314,-4.753,-3.049,-2.702,-3.205,-0.299,-0.582,-1.134,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.758,0.995,-1.055,-1.442,-1.264,0.582,-3.411,-2.283,-2.154,-6.533,2.562,-11.184,-4.314,-4.753,-3.050,-2.702,-3.205,-0.299,-0.582,-1.134,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,70.856%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-146,186,000","311,394,000","-90,433,000","-185,620,000","-57,813,000","-178,911,000","-345,394,000","-140,839,000","-63,339,000","-195,479,000","-105,336,000","-355,787,000","-154,333,000","129,261,000","649,304,000","-170,580,000","-15,223,000","111,872,000","-23,232,000","-23,959,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.913,1.878,-0.646,-1.501,-0.559,-1.719,-4.009,-1.764,-0.809,-2.502,-1.305,-4.702,-2.065,1.744,8.890,-2.595,-0.247,1.908,-0.523,-0.854,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-74.393%,63.323%,-60.128%,-9.724%,-9.718%,35.901%,-247.355%,-23.004%,-0.587%,-201.587%,43.366%,-,-128.241%,-91.494%,-32.521%,-43.460%,-87.288%,1.947%,-,-232.804%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-153.609%,39.014%,-147.814%,-63.008%,-67.188%,16.530%,-386.367%,-68.237%,-17.315%,-259.761%,29.730%,-371.274%,-171.738%,-116.043%,-46.650%,-64.419%,-123.511%,-47.912%,-678.028%,-325.601%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-143.530%,39.082%,-157.211%,-61.230%,-69.939%,13.667%,-363.065%,-50.993%,-22.954%,-274.565%,28.894%,-380.866%,-180.286%,-118.220%,-49.800%,-63.493%,-125.656%,-49.302%,-765.887%,-361.048%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-172.977%,74.947%,-96.354%,-63.712%,-30.918%,-42.154%,-426.670%,-39.407%,-8.623%,-105.139%,-14.963%,-160.120%,-86.295%,43.374%,145.184%,-60.996%,-9.695%,314.795%,-687.948%,-271.767%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-117,118,000","173,230,000","-126,584,000","-172,774,000","-114,311,000","80,224,000","-303,725,000","-236,657,000","-118,842,000","-476,240,000","216,057,000","-821,299,000","-302,882,000","-343,419,000","-206,315,000","-178,359,000","-192,756,000","-16,047,000","-21,972,000","-27,773,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-138.582%,41.694%,-134.872%,-59.303%,-61.133%,18.902%,-,-66.216%,-16.178%,-256.146%,30.691%,-,-169.355%,-115.235%,-46.132%,-63.777%,-122.756%,-45.154%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"12,700,000","11,132,000","12,147,000","10,794,000","11,321,000","10,067,000","9,043,000","7,222,000","8,347,000","6,720,000","6,765,000","3,672,000","4,262,000","2,410,000","2,317,000","1,794,000","1,186,000","980,000","925,000","932,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-129,818,000","162,098,000","-138,731,000","-183,568,000","-125,632,000","70,157,000","-312,768,000","-243,879,000","-127,189,000","-482,960,000","209,292,000","-824,971,000","-307,144,000","-345,829,000","-208,632,000","-180,153,000","-193,942,000","-17,027,000","-22,897,000","-28,705,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-153.609%,39.014%,-147.814%,-63.008%,-67.188%,16.530%,-,-68.237%,-17.314%,-259.761%,29.730%,-,-171.738%,-116.043%,-46.650%,-64.419%,-123.511%,-47.912%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,1.340%,-,-,-,-,-,-,-,-,1.292%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"84,512,000","415,484,000","93,855,000","291,342,000","186,986,000","424,426,000","80,951,000","357,399,000","734,577,000","185,925,000","703,971,000","222,200,000","178,844,000","298,017,000","447,229,000","279,659,000","157,024,000","35,538,000","3,377,000","8,816,000",Upgrade,Financials in USD,Fiscal year is January - December
