Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Pretax Income,"-4,505,697","-4,959,506","-5,440,810","-4,185,921","-3,161,450","-4,746,398","-3,867,765","-3,381,105","-2,264,681","-4,492,386","-4,121,774","-3,540,274","-4,053,979","-2,316,481","-2,452,295","-2,896,004","-1,701,488","-833,422","-477,276","-675,167",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,505,697","-4,959,506","-5,440,810","-4,185,921","-3,161,450","-4,746,398","-3,867,765","-3,381,105","-2,264,681","-4,492,386","-4,121,774","-3,540,274","-4,053,979","-2,316,481","-2,452,295","-2,896,004","-1,701,488","-833,422","-477,276","-675,167",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,505,697","-4,959,506","-5,440,810","-4,185,921","-3,161,450","-4,746,398","-3,867,765","-3,381,105","-2,264,681","-4,492,386","-4,121,774","-3,540,274","-4,053,979","-2,316,481","-2,452,295","-2,896,004","-1,701,488","-833,422","-477,276","-675,167",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"10,763,351","10,758,805","10,742,797","10,733,130","10,857,366","10,857,040","10,857,040","10,857,110","10,838,888","10,830,947","10,875,777","11,165,105","11,186,259","11,181,504","10,074,623","6,219,871","6,217,577","2,719,198","2,020,966","1,978,269",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"10,763,351","10,758,805","10,742,797","10,733,130","10,857,366","10,857,040","10,857,040","10,857,110","10,838,888","10,830,947","10,875,777","11,165,105","11,186,259","11,181,504","10,074,623","6,219,871","6,217,577","2,719,198","2,020,966","1,978,269",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-0.866%,-0.905%,-1.052%,-1.142%,0.170%,0.241%,-0.172%,-2.759%,-3.105%,-3.135%,7.952%,79.507%,79.913%,311.206%,398.505%,214.410%,214.294%,37.453%,2.158%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.419,-0.461,-0.506,-0.390,-0.291,-0.437,-0.356,-0.311,-0.209,-0.415,-0.379,-0.317,-0.362,-0.207,-0.243,-0.466,-0.274,-0.306,-0.236,-0.341,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.419,-0.461,-0.506,-0.392,-0.291,-0.437,-0.356,-0.311,-0.210,-0.415,-0.379,-0.317,-0.362,-0.207,-0.243,-0.466,-0.274,-0.306,-0.236,-0.341,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-5,585,281","-5,194,905","-3,070,740","-3,390,431","-3,616,888","-3,591,931","-3,766,032","-2,675,818","-4,044,976","-2,746,812","-3,327,730","-2,039,029","-4,686,072","-1,737,502","-2,144,439","-1,573,049","-2,892,970","-498,691","-703,048","-708,876",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.519,-0.483,-0.286,-0.316,-0.333,-0.331,-0.347,-0.246,-0.373,-0.254,-0.306,-0.183,-0.419,-0.155,-0.213,-0.253,-0.465,-0.183,-0.348,-0.358,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-5,175,187","-5,404,203","-5,727,940","-4,873,409","-3,519,910","-5,186,786","-4,282,850","-3,823,518","-2,142,310","-4,392,436","-4,064,408","-2,509,252","-4,147,030","-2,477,513","-2,450,952","-2,894,911","-1,700,395","-832,756","-476,740","-674,631",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"4,389","4,258","4,061","3,975","3,711","3,511","3,418","2,760","2,947","2,385","1,989","1,991","1,847","1,580","1,343","1,093","1,093",666,536,536,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-5,179,576","-5,408,461","-5,732,001","-4,877,384","-3,523,621","-5,190,297","-4,286,268","-3,826,278","-2,145,257","-4,394,821","-4,066,397","-2,511,243","-4,148,877","-2,479,093","-2,452,295","-2,896,004","-1,701,488","-833,422","-477,276","-675,167",Upgrade,Financials in USD,Fiscal year is January - December
