Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters,Currency,Fiscal_Year_period
Net Income,"-1,304,276","-1,715,309","-1,641,226","-1,813,915","-1,953,734","-2,199,991","-2,434,556","-2,896,338","-2,399,647","-2,762,931","-2,456,722","-2,680,593","-2,458,443","-2,080,169","-1,884,019","-2,128,448","-1,639,438","-1,445,810","-1,090,877","-1,206,859",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,304,276","-1,715,309","-1,641,226","-1,813,915","-1,953,734","-2,199,991","-2,434,556","-2,896,338","-2,399,647","-2,762,931","-2,456,722","-2,680,593","-2,458,443","-2,080,169","-1,884,019","-2,128,448","-1,639,438","-1,445,810","-1,090,877","-1,206,859",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"3,520,398","3,502,927","3,195,963","2,928,095","2,823,680","2,684,006","2,621,166","2,575,901","2,550,937","2,526,476","2,520,889","2,518,380","2,516,546","2,513,987","2,427,884","2,291,155","2,223,282","2,129,657","2,121,640","1,882,104",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"3,520,398","3,502,927","3,195,963","2,928,095","2,823,680","2,684,006","2,621,166","2,575,901","2,550,937","2,526,476","2,520,889","2,518,380","2,516,546","2,513,987","2,427,884","2,291,155","2,223,282","2,129,657","2,121,640","1,882,104",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),24.674%,30.511%,21.929%,13.673%,10.692%,6.235%,3.978%,2.284%,1.367%,0.497%,3.831%,9.917%,13.191%,18.047%,14.434%,21.734%,19.642%,14.603%,14.172%,1.282%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.370,-0.490,-0.514,-0.619,-0.692,-0.820,-0.929,-1.124,-0.941,-1.094,-0.975,-1.064,-0.977,-0.827,-0.776,-0.929,-0.737,-0.679,-0.514,-0.641,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.370,-0.490,-0.514,-0.619,-0.692,-0.820,-0.929,-1.132,-0.950,-1.094,-0.975,-1.064,-1.000,-0.827,-0.776,-0.929,-0.737,-0.679,-0.514,-0.641,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,073,500","-1,676,798","-1,655,423","-1,545,899","-1,939,813","-2,101,468","-2,271,113","-1,301,806","-2,148,478","-1,310,775","-2,467,500","-2,031,905","-1,941,316","-1,406,120","-1,938,060","-1,240,696","-1,300,534","-995,474","-1,125,570","-668,705",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.305,-0.479,-0.518,-0.528,-0.687,-0.783,-0.866,-0.505,-0.842,-0.519,-0.979,-0.807,-0.771,-0.559,-0.798,-0.542,-0.585,-0.467,-0.531,-0.355,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,574,902","-1,788,784","-1,723,391","-1,911,988","-2,065,994","-2,328,209","-2,525,044","-2,908,998","-2,407,345","-2,763,348","-2,457,186","-2,681,118","-2,459,020","-2,092,395","-1,894,715","-2,260,750","-1,647,979","-1,464,132","-1,136,014","-1,224,895",Upgrade,Financials in USD,Fiscal year is January - December
