Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+4 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Basic),"8,702,951","7,587,851","4,001,456","2,284,793","2,164,656","2,107,583","2,078,271","2,085,220","1,787,235","1,053,760","847,136","650,183","459,289","426,883","324,413","116,287","117,235","113,441","113,076","47,069",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"8,702,951","7,587,851","4,001,456","2,284,793","2,164,656","2,107,583","2,078,271","2,085,220","1,787,235","1,053,760","847,136","650,183","459,289","426,883","324,413","116,287","117,235","113,441","113,076","47,069",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),302.048%,260.026%,92.538%,9.571%,21.118%,100.006%,145.329%,220.713%,289.131%,146.850%,161.129%,459.119%,291.768%,276.304%,186.898%,147.056%,-6.757%,-9.406%,-9.505%,-61.564%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.239,-0.248,-0.614,-1.504,-1.304,-3.037,-2.310,-4.221,-1.456,-2.726,-5.340,-64.759,-5.906,-2.128,-10.020,-37.687,-4.822,-7.214,-9.714,-9.246,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.239,-0.248,-0.614,-1.504,-1.304,-3.037,-2.310,-4.221,-1.456,-2.726,-5.340,-64.759,-5.906,-2.128,-10.020,-37.687,-4.822,-7.214,-9.714,-9.246,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-927,070","-2,889,173","-2,598,347","-1,751,033","-2,740,441","-4,465,939","-5,142,178","-3,468,310","-4,569,042","-4,639,088","-5,054,448","-4,257,032","-2,206,203","-2,021,877","-3,162,278","-2,249,987","-393,742","-351,134","-893,922","-15,270",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.107,-0.381,-0.649,-0.766,-1.266,-2.119,-2.474,-1.663,-2.556,-4.402,-5.967,-6.547,-4.804,-4.736,-9.748,-19.349,-3.359,-3.095,-7.905,-0.324,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,998,378","-1,813,152","-2,391,908","-2,752,737","-3,362,099","-5,668,489","-4,774,192","-4,715,494","-5,570,203","-4,621,257","-4,726,580","-11,477,337","-3,343,173","-3,188,992","-6,628,357","-3,493,055",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"84,814","84,779","85,409","84,682","86,296","86,518","86,486","86,497","86,646","85,502","69,265","172,288","173,696","174,019","136,640","30,218",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,083,192","-1,897,931","-2,477,317","-2,837,419","-3,448,395","-5,755,007","-4,860,678","-4,801,991","-5,656,849","-4,706,759","-4,795,845","-11,649,625","-3,516,869","-3,363,011","-6,764,997","-3,523,273","-489,834","-767,508","-836,702","-401,179",Upgrade,Financials in USD,Fiscal year is January - December
