Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Net Income,"1,664,000","343,000","-1,731,000","-1,512,000","-1,872,000","-3,305,000","-1,750,000","-2,362,000","-4,190,000","-4,967,000","-7,162,000","-8,941,000","-7,581,000","-8,400,000","-7,752,000","-8,663,000","-7,350,000","-6,892,000","-7,984,000","-7,302,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"233,000","58,000",-,"150,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"1,431,000","285,000","-1,731,000","-1,662,000","-1,872,000","-3,305,000","-1,750,000","-2,362,000","-4,190,000","-4,967,000","-7,162,000","-8,941,000","-7,581,000","-8,400,000","-7,752,000","-8,663,000","-7,350,000","-6,892,000","-7,984,000","-7,302,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"31,551,805","30,451,622","29,327,204","28,652,164","27,521,088","16,795,673","12,552,673","11,549,521","10,528,148","8,805,190","8,544,225","8,542,935","8,534,740","8,518,499","8,508,278","8,518,563","6,528,303","6,311,689","6,138,022","5,859,094",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"32,420,168","32,033,776","29,327,204","28,652,164","27,521,088","16,795,673","12,552,673","11,549,521","10,528,148","8,805,190","8,544,225","8,542,935","8,534,740","8,518,499","8,508,278","8,518,563","6,528,303","6,311,689","6,138,022","5,859,094",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),17.801%,90.726%,133.633%,148.081%,161.405%,90.747%,46.914%,35.194%,23.356%,3.366%,0.422%,0.286%,30.734%,34.964%,38.616%,45.390%,12.563%,19.260%,18.248%,15.004%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.045,0.009,-0.059,-0.058,-0.068,-0.197,-0.139,-0.205,-0.398,-0.564,-0.838,-1.047,-0.888,-0.986,-0.911,-1.017,-1.126,-1.092,-1.301,-1.246,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.040,0.009,-0.060,-0.058,-0.070,-0.197,-0.139,-0.205,-0.398,-0.564,-0.838,-1.047,-0.888,-0.990,-0.911,-1.017,-1.126,-1.092,-1.301,-1.246,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"4,084,000","1,156,000","-2,519,000","-86,000","-3,769,000","-1,820,000","-4,021,000","-196,000","-1,219,000","-5,955,000","-9,840,000","-9,140,000","-7,202,000","-5,181,000","-12,533,000","-8,645,000","-5,605,000","-9,696,000","-6,741,000","-5,439,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.126,0.036,-0.086,-0.003,-0.137,-0.108,-0.320,-0.017,-0.116,-0.676,-1.152,-1.070,-0.844,-0.608,-1.473,-1.015,-0.859,-1.536,-1.098,-0.928,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,22.033%,17.614%,13.512%,12.991%,9.263%,5.713%,13.214%,12.116%,4.157%,9.341%,-4.875%,-14.551%,-2.058%,-1.731%,2.592%,2.539%,2.264%,5.542%,7.019%,7.178%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,6.837%,1.994%,-5.839%,-2.476%,-7.307%,-16.366%,-7.255%,-10.180%,-19.838%,-23.991%,-41.094%,-54.520%,-43.608%,-51.681%,-46.416%,-53.231%,-43.783%,-35.248%,-50.798%,-47.783%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,5.054%,1.103%,-7.634%,-7.523%,-7.875%,-18.280%,-8.898%,-12.230%,-22.417%,-26.587%,-44.418%,-58.316%,-47.417%,-55.493%,-50.100%,-57.129%,-48.102%,-43.357%,-50.350%,-47.137%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,14.423%,4.475%,-11.109%,-0.389%,-15.855%,-10.066%,-20.444%,-1.015%,-6.522%,-31.876%,-61.027%,-59.614%,-45.046%,-34.227%,-80.999%,-57.010%,-36.682%,-60.996%,-42.511%,-35.111%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"2,479,000","1,064,000","-779,000","3,000","-1,173,000","-2,789,000","-1,267,000","-1,812,000","-3,565,000","-4,341,000","-6,488,000","-8,226,000","-6,822,000","-7,640,000","-6,980,000","-7,852,000","-6,484,000","-5,404,000","-7,846,000","-7,196,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,8.755%,4.119%,-3.435%,0.013%,-4.934%,-15.426%,-6.442%,-9.382%,-19.073%,-23.236%,-40.238%,-53.652%,-42.669%,-50.472%,-45.111%,-51.781%,-42.434%,-33.996%,-49.480%,-46.453%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"543,000","549,000","545,000","550,000","564,000","170,000","160,000","154,000","143,000","141,000","138,000","133,000","150,000","183,000","202,000","220,000","206,000","199,000","209,000","206,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"1,936,000","515,000","-1,324,000","-547,000","-1,737,000","-2,959,000","-1,427,000","-1,966,000","-3,708,000","-4,482,000","-6,626,000","-8,359,000","-6,972,000","-7,823,000","-7,182,000","-8,072,000","-6,690,000","-5,603,000","-8,055,000","-7,402,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,6.837%,1.994%,-5.839%,-2.476%,-7.307%,-16.366%,-7.255%,-10.180%,-19.838%,-23.991%,-41.094%,-54.520%,-43.608%,-51.681%,-46.416%,-53.231%,-43.783%,-35.248%,-50.798%,-47.782%,Upgrade,Financials in USD,Fiscal year is January - December
