Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters,Currency,Fiscal_Year_period
Shares Change (YoY),9.786%,2.593%,37.557%,74.233%,74.288%,87.221%,56.002%,64.782%,69.004%,53.470%,37.662%,3.587%,1.006%,0.996%,-0.445%,13.291%,34.920%,96.480%,98.937%,73.648%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.574,-0.347,-0.479,-0.859,-3.038,-3.418,-3.504,18.511,-5.198,-8.293,-10.354,-22.923,-40.062,-24.310,-21.303,-21.787,-15.171,-7.418,1.981,-19.422,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.574,-0.347,-0.479,-0.859,-3.038,-3.418,-3.504,18.511,-5.198,-8.293,-10.354,-22.923,-40.062,-24.310,-21.303,-21.787,-15.171,-7.418,1.500,-19.422,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-449,000","-1,166,000","-450,000","-816,000","-1,412,000","-4,811,000","-3,318,000","-7,276,000","-6,548,000","-9,082,000","-12,762,000","-14,142,000","4,804,000","-11,415,000","-15,034,000","-11,904,000","-8,727,000","-13,386,000","-8,424,000","14,710,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.236,-0.674,-0.260,-0.471,-0.816,-2.853,-2.638,-7.321,-6.596,-10.082,-15.829,-23.449,8.179,-19.448,-25.669,-20.446,-15.007,-23.033,-14.319,28.624,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,100.000%,-,-,-,-,95.072%,-138.343%,-173.128%,93.762%,-,-,-,-,-,-274.089%,-44.584%,33.845%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-167.200%,-,-,-,-,85.395%,-258.185%,-302.833%,-301.637%,-634.986%,-,-17546.835%,-1219.358%,-8900.000%,-373.312%,-90.571%,5.815%,-3260.968%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-165.800%,-,-,-,-,84.486%,-255.952%,-302.307%,-325.458%,-652.738%,-,-18062.025%,-1251.454%,-9060.714%,-361.113%,-88.942%,12.523%,-3219.677%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-90.000%,-,-,-,-,-33.416%,-324.802%,-367.544%,-497.544%,-667.705%,-,-14449.367%,-1507.924%,-8502.857%,-357.225%,-276.171%,-91.735%,4745.161%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,427,000","-1,228,000","-829,000","-1,491,000","-2,249,000","-5,414,000","-4,288,000","18,875,000","-4,916,000","-7,192,000","-7,435,000","-13,155,000","-22,798,000","-13,579,000","-11,894,000","-12,188,000","-8,961,000","-4,203,000","682,000","-9,982,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-165.800%,-,-,-,-,86.686%,-243.849%,-291.056%,-289.863%,-,-,-,-,-,-,-86.713%,7.427%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"7,000","7,000","7,000","7,000","148,000","228,000","251,000","281,000","289,000","291,000","302,000","294,000","283,000","283,000","263,000","272,000","159,000","187,000","148,000","127,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,434,000","-1,235,000","-836,000","-1,498,000","-2,397,000","-5,642,000","-4,539,000","18,594,000","-5,205,000","-7,483,000","-7,737,000","-13,449,000","-23,081,000","-13,862,000","-12,157,000","-12,460,000","-9,120,000","-4,390,000","534,000","-10,109,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-167.200%,-,-,-,-,85.395%,-258.185%,-,-,-,-,-,-,-,-,-90.571%,5.815%,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,1.123%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,"500,000",-,-,-,-,"21,774,000","2,016,000","2,471,000","2,565,000","2,118,000","-3,677,000","79,000","997,000","140,000","2,443,000","4,847,000","9,183,000","310,000",Upgrade,Financials in USD,Fiscal year is January - December
