Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Minority Interest in Earnings,"-26,297","51,446","79,798","95,212","79,496","8,752",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-10,870,362","-6,279,320","-5,570,241","-3,507,587","-3,339,408","-3,537,759",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-10,870,362","-6,279,320","-5,570,241","-3,507,587","-3,339,408","-3,537,759",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"14,108,226","14,298,774","14,563,592","14,904,834","15,162,184","15,396,098",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"14,108,226","14,298,774","14,563,592","14,904,834","15,162,184","15,396,098",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-1.733%,-1.818%,-2.289%,-1.697%,-1.519%,-1.396%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.770,-0.439,-0.382,-0.235,-0.220,-0.230,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.770,-0.440,-0.382,-0.236,-0.220,-0.232,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,589,534","5,812,553","8,351,248","6,238,911","5,274,244","2,810,154",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.113,0.407,0.573,0.419,0.348,0.183,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,83.310%,84.662%,78.295%,75.514%,76.889%,78.419%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-20.187%,-15.703%,-13.580%,-21.335%,-17.044%,-27.010%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-29.551%,-15.876%,-13.259%,-9.747%,-8.919%,-10.288%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-4.321%,14.696%,19.879%,17.338%,14.087%,8.172%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-2,786,334","-1,274,865","-376,816","-3,071,054","-1,633,030","-4,884,007",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-7.574%,-3.223%,-0.897%,-8.534%,-4.362%,-14.203%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"4,639,433","4,935,954","5,328,113","4,606,366","4,748,565","4,404,175",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-7,425,767","-6,210,819","-5,704,929","-7,677,420","-6,381,595","-9,288,182",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-20.187%,-15.703%,-13.580%,-21.335%,-17.044%,-27.010%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"39,552,507","39,552,507","42,010,949","35,985,043","37,441,134","34,388,295",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"2,903,741","2,927,041","1,927,864","2,379,424","2,594,630",Upgrade,Financials in USD,Fiscal year is January - December
