Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+12 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"1,184","1,243,780","-97,558","-18,628","-348,226","119,450","70,993","100,510","70,277","33,376","-7,073","115,147","11,728","18,566","18,585",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-7,887,853","-11,053,699","-10,922,101","-7,967,137","-7,338,733","-6,215,860","-5,739,366","-6,123,396","-7,308,996","-7,239,100","-7,339,665","2,983,278","-6,031,951","-4,841,400","-5,351,667","-4,206,862","-5,096,530","-5,025,565","-5,450,910","-5,241,484",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,"463,353",-,-,-,-,"10,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-7,887,853","-11,053,699","-10,922,101","-7,967,137","-7,338,733","-6,215,860","-5,739,366","-6,123,396","-7,308,996","-7,239,100","-7,339,665","2,983,278","-5,568,598","-4,841,400","-5,351,667","-4,206,862","-5,096,530","-5,015,565","-5,450,910","-5,241,484",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-7,887,853","-11,053,699","-10,922,101","-7,967,137","-7,338,733","-6,215,860","-5,739,366","-6,123,396","-7,308,996","-7,239,100","-7,339,665","2,983,278","-5,568,598","-4,841,400","-5,351,667","-4,206,862","-5,096,530","-5,015,565","-5,450,910","-5,241,484",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-7,887,853","-11,053,699","-10,922,101","-7,967,137","-7,338,733","-6,215,860","-5,739,366","-6,123,396","-7,308,996","-7,239,100","-7,339,665","2,983,278","-5,568,598","-4,841,400","-5,351,667","-4,206,862","-5,096,530","-5,015,565","-5,450,910","-5,241,484",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"69,558,325","53,121,760","46,606,790","49,358,705","39,213,472","38,093,826","37,410,587","36,701,880","34,631,774","33,644,867","30,008,194","27,959,123","26,053,532","25,927,303","25,330,563","24,891,184","22,206,195","19,821,215","17,308,804","17,100,726",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"69,558,325","53,121,760","46,606,790","49,358,705","39,213,472","38,093,826","37,410,587","36,701,880","34,631,774","33,644,867","30,008,194","30,019,966","26,053,532","25,927,303","25,330,563","24,891,184","22,206,195","19,821,215","17,308,804","17,100,726",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),77.384%,39.450%,24.582%,34.485%,13.230%,13.223%,24.668%,22.258%,32.925%,29.766%,18.466%,20.605%,17.326%,30.806%,46.345%,45.556%,36.479%,64.704%,45.208%,66.989%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.113,-0.208,-0.234,-0.161,-0.187,-0.163,-0.153,-0.167,-0.211,-0.215,-0.245,0.107,-0.214,-0.187,-0.211,-0.169,-0.230,-0.253,-0.315,-0.307,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.113,-0.208,-0.234,-0.161,-0.187,-0.163,-0.153,-0.167,-0.211,-0.220,-0.245,0.094,-0.214,-0.187,-0.211,-0.170,-0.230,-0.253,-0.315,-0.307,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-5,945,477","-8,220,229","-10,005,852","-6,467,428","-6,421,030","-5,916,100","-7,879,573","-5,716,646","-6,980,338","-4,891,182","-8,392,061","-6,330,076","-5,611,988","-5,632,719","-4,918,166","5,409,882","-2,006,793","-4,036,765","-6,011,857","-4,143,361",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.085,-0.155,-0.215,-0.131,-0.164,-0.155,-0.211,-0.156,-0.202,-0.145,-0.280,-0.211,-0.215,-0.217,-0.194,0.217,-0.090,-0.204,-0.347,-0.242,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-,-,100.000%,-,60.000%,60.000%,60.000%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-451195.508%,-51661.189%,-205624.354%,-288395.288%,-544255.927%,-,-,-,-,-,-,30.533%,-,-239.107%,-268.332%,-210.331%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-485406.338%,-48856.128%,-218748.268%,-307730.282%,-612582.053%,-,-,-,-,-,-,29.833%,-,-242.070%,-267.583%,-210.343%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-365875.508%,-36332.504%,-200397.597%,-249804.094%,-535979.132%,-,-,-,-,-,-,-63.301%,-,-281.636%,-245.908%,270.494%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-7,044,446","-11,392,948","-10,019,096","-7,189,030","-6,201,769","-5,836,722","-5,395,717","-5,293,750","-7,147,231","-7,050,987","-7,112,117","3,126,636","-5,852,065","-4,740,177","-5,333,357","-4,182,831","-5,069,840","-4,998,299","-5,442,840","-5,281,973",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,31.266%,-,-237.009%,-266.668%,-209.142%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"287,481","295,396","247,728","277,524","318,417","124,148","63,119","78,532","82,997","70,469","75,432","73,318","73,002","41,962","33,281","23,787","22,285","21,114","28,229","6,849",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-7,331,927","-11,688,344","-10,266,824","-7,466,554","-6,520,186","-5,960,870","-5,458,836","-5,372,282","-7,230,228","-7,121,456","-7,187,549","3,053,318","-5,925,067","-4,782,139","-5,366,638","-4,206,618","-5,092,125","-5,019,413","-5,471,069","-5,288,822",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,30.533%,-,-239.107%,-268.332%,-210.331%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
