Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,-,-,"86,000","58,000",-,-,-,"840,000","996,000","199,000","211,000","777,000","8,620,000",-,"166,000",-,"213,000","203,000","61,000","700,000",Upgrade,Financials in CAD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-155,000",-,"-100,000","2,408,000","248,000",-,"3,530,000","109,000","202,000","3,028,000","2,675,000","570,000",-,-,"7,060,000","-10,235,000","973,000","-7,081,000","163,000","6,848,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,108,000","-4,314,000","-3,378,000","-2,699,000","-2,011,000","-3,532,000","-599,000","1,481,000","-4,328,000","-3,958,000","-3,560,000","-8,067,000","496,000",-,"5,218,000","-20,635,000","515,000","-9,733,000","1,381,000","4,957,000",Upgrade,Financials in CAD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,"-334,000","-283,000",-,-,"-636,000","-3,747,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Impairment of Goodwill,-,-,"-2,753,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,"-114,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,"19,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,"-3,905,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,"-7,336,000",-,-,-,-,-,-,-,-,-,-,-,"-3,632,000",Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-1,108,000","-4,295,000","-6,131,000","-2,699,000","-2,011,000","-3,866,000","-882,000","-9,760,000","-4,328,000","-4,708,000","-7,307,000","-8,067,000","496,000",-,"5,218,000","-20,635,000","515,000","-9,733,000","1,381,000","1,325,000",Upgrade,Financials in CAD,Fiscal year is January - December
Income Tax Expense,"-26,000","-839,000","-111,000","821,000","125,000","-160,000","-16,000","-109,000","204,000","-1,007,000","-225,000","294,000","-334,000",-,"503,000","-659,000","-223,000","-37,000","1,181,000","-368,000",Upgrade,Financials in CAD,Fiscal year is January - December
Earnings From Continuing Operations,"-1,082,000","-3,456,000","-6,020,000","-3,520,000","-2,136,000","-3,706,000","-866,000","-9,651,000","-4,532,000","-3,701,000","-7,082,000","-8,361,000","830,000",-,"4,715,000","-19,976,000","738,000","-9,696,000","200,000","1,693,000",Upgrade,Financials in CAD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,-,-,-,-,"-23,798,000","-123,643,000","-15,277,000","-3,659,000","-4,127,000","-6,486,000",-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Company,"-1,082,000","-3,456,000","-6,020,000","-3,520,000","-2,136,000","-3,706,000","-866,000","-33,449,000","-128,175,000","-18,978,000","-10,741,000","-12,488,000","-5,656,000",-,"4,715,000","-19,976,000","738,000","-9,696,000","200,000","1,693,000",Upgrade,Financials in CAD,Fiscal year is January - December
Minority Interest in Earnings,"160,000","427,000","397,000","231,000","-14,000","247,000","266,000","422,000","387,000","313,000","1,289,000","-406,000","1,371,000",-,"-210,000","618,000","-82,000","117,000","-617,000","381,000",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-922,000","-3,029,000","-5,623,000","-3,289,000","-2,150,000","-3,459,000","-600,000","-33,027,000","-127,788,000","-18,665,000","-9,452,000","-12,894,000","-4,285,000",-,"4,505,000","-19,358,000","656,000","-9,579,000","-417,000","2,074,000",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-922,000","-3,029,000","-5,623,000","-3,289,000","-2,150,000","-3,459,000","-600,000","-33,027,000","-127,788,000","-18,665,000","-9,452,000","-12,894,000","-4,285,000",-,"4,505,000","-19,358,000","656,000","-9,579,000","-417,000","2,074,000",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,139.216%,Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"2,232,000","2,232,333","2,232,333","2,233,499","2,232,000","2,197,333","1,884,667","1,270,483","1,177,783","1,143,833","1,146,333","1,474,749","1,110,500",-,"693,717","660,549","636,817","643,433","607,267","596,492",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,232,000","2,232,333","2,232,333","2,233,499","2,232,000","2,197,333","1,884,667","1,270,483","1,229,067","1,174,000","1,176,500","1,474,749","1,192,183",-,"736,917","660,549","636,817","643,433","607,267","596,492",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),-,1.593%,18.447%,75.799%,81.601%,87.166%,60.193%,-13.851%,3.094%,-,59.652%,123.261%,87.210%,-,21.350%,10.739%,24.429%,25.722%,18.658%,-65.763%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.413,-1.357,-2.519,-1.473,-0.963,-1.574,-0.318,-25.996,-108.499,-16.318,-8.245,-8.743,-3.859,-,6.494,-29.306,1.030,-14.887,-0.687,3.477,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.413,-1.380,-2.520,-1.477,-0.963,-1.574,-0.318,-25.996,-104.137,-18.478,-10.308,-8.743,-10.753,-,-3.467,-29.321,1.030,-14.887,-0.687,3.371,Upgrade,Financials in CAD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,577.494%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"2,680,000","947,000","-631,000","-246,000","5,355,000","-7,293,000","-6,472,000","-2,693,000","496,000","-1,881,000","-10,125,000","3,371,000","-17,473,000",-,"-8,707,000","-1,372,000","-2,536,000","-3,769,000","-2,859,000","-3,740,000",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,1.201,0.424,-0.283,-0.110,2.399,-3.319,-3.434,-2.120,0.404,-1.602,-8.606,2.286,-14.656,-,-11.815,-2.077,-3.982,-5.858,-4.708,-6.270,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Margin,22.675%,5.722%,14.747%,7.861%,21.382%,26.168%,23.178%,18.000%,13.783%,17.327%,18.498%,9.877%,-0.933%,-,57.351%,10.347%,57.373%,52.914%,342.687%,-11.053%,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Margin,-6.865%,-19.580%,-23.850%,-48.280%,-18.262%,-10.737%,-26.610%,3.679%,-38.998%,-39.266%,-39.328%,-88.186%,-101.045%,-,-19.448%,-130.265%,-11.386%,-75.991%,124.179%,-104.518%,Upgrade,Financials in CAD,Fiscal year is January - December
Profit Margin,-6.641%,-20.536%,-46.614%,-30.744%,-17.381%,-26.191%,-4.789%,-228.387%,-901.821%,-146.934%,-72.702%,-130.085%,-53.296%,-,51.386%,-395.061%,11.132%,-254.964%,-31.119%,83.663%,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Margin,19.304%,6.420%,-5.231%,-2.299%,43.290%,-55.221%,-51.656%,-18.623%,3.500%,-14.808%,-77.879%,34.009%,-217.326%,-,-99.316%,-28.000%,-43.034%,-100.319%,-213.358%,-150.867%,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-580,000","-2,492,000","-2,278,000","-4,586,000","-1,671,000","-813,000","-2,704,000","1,555,000","-4,208,000","-3,616,000","-3,439,000","-7,138,000","-6,757,000",-,"-1,404,000","-6,178,000","-480,000","-2,575,000","1,709,000","-2,451,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA Margin,-4.178%,-16.895%,-18.884%,-42.868%,-13.508%,-6.156%,-21.582%,10.753%,-29.696%,-28.466%,-26.452%,-72.014%,-84.042%,-,-16.015%,-126.082%,-8.145%,-68.539%,127.537%,-98.871%,Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"373,000","396,000","599,000","579,000","588,000","605,000","630,000","1,023,000","1,318,000","1,372,000","1,674,000","1,603,000","1,367,000","908,000","301,000","205,000","191,000","280,000","45,000","140,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-953,000","-2,888,000","-2,877,000","-5,165,000","-2,259,000","-1,418,000","-3,334,000","532,000","-5,526,000","-4,988,000","-5,113,000","-8,741,000","-8,124,000",-,"-1,705,000","-6,383,000","-671,000","-2,855,000","1,664,000","-2,591,000",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT Margin,-6.864%,-19.580%,-23.850%,-48.280%,-18.262%,-10.737%,-26.610%,3.679%,-38.998%,-39.266%,-39.328%,-88.186%,-101.045%,-,-19.448%,-130.265%,-11.386%,-75.991%,124.179%,-104.518%,Upgrade,Financials in CAD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.640%,-,-,-,85.518%,-,Upgrade,Financials in CAD,Fiscal year is January - December
