Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,"-350,000",-,"-8,400,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-8,293,000","-359,000","-90,000","-1,985,000","2,555,000","-1,035,000","-961,000","-1,624,000","-2,476,000","95,000","-753,000","-3,758,000",-,-,-,"-6,500,000",-,"-6,500,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-31,498,000","-2,287,000","25,335,000","947,000","11,511,000","5,249,000","2,165,000","-5,728,000","-12,222,000","-18,818,000","-25,897,000","-30,853,000","-7,130,000","-18,151,000","76,000","-2,382,000","63,000","-13,779,000","-9,864,000","-7,652,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-7,332,000",-,"7,128,000","-208,000","1,571,000","-996,000","726,000","-1,485,000","-3,622,000","-3,895,000","-5,767,000","-6,717,000","-2,683,000","-4,045,000","-10,000","1,253,000","-371,000","-1,443,000","-2,853,000","-2,817,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-24,166,000","-2,287,000","18,207,000","1,155,000","9,940,000","6,245,000","1,439,000","-4,243,000","-8,600,000","-14,923,000","-20,130,000","-24,136,000","-4,447,000","-14,106,000","86,000","-3,635,000","434,000","-12,336,000","-7,011,000","-4,835,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-24,166,000","-2,287,000","18,207,000","1,155,000","9,940,000","6,245,000","1,439,000","-4,243,000","-8,600,000","-14,923,000","-20,130,000","-24,136,000","-4,447,000","-14,106,000","86,000","-3,635,000","434,000","-12,336,000","-7,011,000","-4,835,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"406,000","-1,398,000","2,211,000","456,000","1,297,000","996,000","519,000","407,000","406,000","407,000","405,000","190,000",-,-,"5,000",-,"12,000",-,-,"-79,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-24,572,000","-889,000","15,996,000","699,000","8,643,000","5,249,000","920,000","-4,650,000","-9,006,000","-15,330,000","-20,535,000","-24,326,000","-4,447,000","-14,106,000","81,000","-3,635,000","422,000","-12,336,000","-7,011,000","-4,756,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,1165.254%,-,-,-,-,-,-,-,-,-,-,-,-,-,-88.858%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"19,404,000","19,321,000","19,099,000","19,003,000","18,883,000","17,688,000","16,392,000","16,325,000","16,303,000","16,272,000","16,137,000","14,169,000","12,107,000","12,085,000","12,004,000","11,996,000","11,991,000","11,967,000","11,902,000","11,886,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"19,404,000","19,321,000","19,422,000","19,219,000","19,125,000","17,855,000","16,531,000","16,325,000","16,303,000","16,272,000","16,137,000","14,169,000","12,107,000","12,085,000","12,017,000","11,996,000","12,003,000","11,967,000","11,902,000","11,886,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.459%,8.211%,17.488%,17.727%,17.310%,9.728%,2.442%,15.216%,34.658%,34.646%,34.285%,18.114%,0.866%,0.986%,0.966%,0.925%,-0.679%,-2.461%,0.668%,0.857%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.266,-0.046,0.838,0.037,0.458,0.297,0.056,-0.285,-0.552,-0.942,-1.273,-1.717,-0.367,-1.167,0.007,-0.303,0.035,-1.031,-0.589,-0.400,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.270,-0.046,0.825,0.036,0.452,0.290,0.056,-0.293,-0.552,-0.942,-1.273,-1.720,-0.370,-1.170,0.007,-0.303,0.035,-1.031,-0.590,-0.400,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,1382.385%,-,-,-,-,-,-,-,-,-,-,-,-,-,-89.039%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"7,662,000","12,965,000","13,688,000","42,461,000","30,430,000","18,125,000","19,075,000","-7,538,000","1,155,000","-12,805,000","-20,891,000","-12,541,000","-5,973,000","-691,000","19,970,000","-7,819,000","-3,375,000","20,155,000","171,000","3,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.395,0.671,0.705,2.209,1.591,1.015,1.154,-0.462,0.071,-0.787,-1.295,-0.885,-0.493,-0.057,1.662,-0.652,-0.281,1.684,0.014,0.261,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,57.477%,58.202%,64.231%,59.424%,63.513%,63.719%,64.688%,61.450%,60.757%,53.566%,46.848%,44.365%,53.107%,54.110%,63.344%,57.137%,62.026%,60.192%,61.618%,62.901%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-7.344%,6.468%,10.955%,6.617%,11.676%,11.531%,11.224%,15.294%,-1.167%,-13.981%,-28.602%,-18.216%,-6.842%,-14.711%,5.585%,12.710%,5.289%,-6.204%,-10.331%,-9.582%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-16.566%,-0.644%,11.639%,0.531%,6.556%,4.504%,0.862%,-4.935%,-10.744%,-20.757%,-31.849%,-39.925%,-8.542%,-29.010%,0.149%,-6.349%,0.797%,-25.451%,-14.086%,-9.915%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,5.165%,9.392%,9.960%,32.252%,23.083%,15.552%,17.863%,-7.999%,1.378%,-17.338%,-32.401%,-20.583%,-11.473%,-1.421%,36.628%,-13.657%,-6.370%,41.582%,0.344%,6.463%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"4,854,000","23,625,000","29,741,000","23,905,000","30,600,000","28,129,000","26,686,000","29,984,000","14,372,000","3,848,000","-3,885,000","2,585,000","7,784,000","4,171,000","13,943,000","18,176,000","14,160,000","8,191,000","6,041,000","4,968,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,3.272%,17.115%,21.641%,18.157%,23.212%,24.135%,24.990%,31.819%,17.146%,5.210%,-6.025%,4.243%,14.952%,8.578%,25.574%,31.747%,26.727%,16.899%,12.137%,10.357%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"15,748,000","14,697,000","14,686,000","15,194,000","15,207,000","14,690,000","14,700,000","15,572,000","15,350,000","14,174,000","14,557,000","13,684,000","11,346,000","11,324,000","10,898,000","10,899,000","11,358,000","11,198,000","11,183,000","9,564,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-10,894,000","8,928,000","15,055,000","8,711,000","15,393,000","13,439,000","11,986,000","14,412,000","-978,000","-10,326,000","-18,442,000","-11,099,000","-3,562,000","-7,153,000","3,045,000","7,277,000","2,802,000","-3,007,000","-5,142,000","-4,596,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-7.344%,6.468%,10.955%,6.617%,11.676%,11.531%,11.224%,15.294%,-1.167%,-13.981%,-28.602%,-18.216%,-6.842%,-14.710%,5.585%,12.710%,5.289%,-6.204%,-10.331%,-9.582%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,28.135%,-,13.648%,-,33.533%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
