Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+8 Quarters,Currency,Fiscal_Year_period
Interest Expense,-,"-12,741","-18,399",-418,-,"-1,246","-1,946",-,-,"-1,551","-2,086","-3,234","-5,357","-2,582","-10,603","-10,386","-6,434",-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Interest & Investment Income,"2,051",-,-,-,"69,533",-,-,"29,119","23,117",-,-,-,-,-,-,-,-,"3,436","35,607","7,267",Upgrade,Financials in USD,Fiscal year is October - September
Other Non Operating Income (Expenses),-,-,"-1,446,000",-,"-59,269","9,724","17,787",-,"101,873","64,390","2,249","70,738","29,479",-,-,-1,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
EBT Excluding Unusual Items,"-314,504","-394,769","-3,015,390","-1,066,253","-2,872,698","-1,815,175","-1,384,802","-3,132,062","-2,862,156","-2,287,384","-5,010,215","-6,894,268","-6,988,580","-6,678,202","-4,178,326","-1,770,331","-4,537,507","-1,334,072","-5,565,070","-6,105,331",Upgrade,Financials in USD,Fiscal year is October - September
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,"-602,092",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Impairment of Goodwill,-,-,-,-,-,-,-,-,"-11,996,249","-30,776,436",-,"-13,898,285",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Gain (Loss) on Sale of Investments,-,-,-,-,"-700,000",-,-,-,2,-,-,"-33,351","19,938","-18,623","2,852","542,710","-26,055","-30,849","-813,152","-62,010",Upgrade,Financials in USD,Fiscal year is October - September
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,"88,769",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Asset Writedown,-,-,-,-,"-13,219,000",-,-,-,-,-,-,"-4,285,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Other Unusual Items,"161,705","854,506","4,828","69,752","916,759","44,771","48,000","-824,000","227,999","1,943,000","353,000","5,950,000","3,812,561","8,337,113","-8,871,000","-8,500,000","-800,000","-7,580,000","21,261,994","16,898,006",Upgrade,Financials in USD,Fiscal year is October - September
Pretax Income,"-152,799","459,737","-3,010,562","-996,501","-15,874,939","-1,770,404","-1,336,802","-3,956,062","-14,630,404","-31,634,143","-4,657,215","-19,160,904","-3,156,081","1,640,288","-13,046,474","-9,727,621","-5,363,562","-8,944,921","14,883,772","10,730,665",Upgrade,Financials in USD,Fiscal year is October - September
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,-,"-130,000","103,000","-536,000","-332,000","895,000",-,-,"-2,240,300",Upgrade,Financials in USD,Fiscal year is October - September
Earnings From Continuing Operations,"-152,799","459,737","-3,010,562","-996,501","-15,874,939","-1,770,404","-1,336,802","-3,956,062","-14,630,404","-31,634,143","-4,657,215","-19,160,904","-3,026,081","1,537,288","-12,510,474","-9,395,621","-6,258,562","-8,944,921","14,883,772","12,970,965",Upgrade,Financials in USD,Fiscal year is October - September
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-7,781",-,"-41,202",Upgrade,Financials in USD,Fiscal year is October - September
Net Income to Company,"-152,799","459,737","-3,010,562","-996,501","-15,874,939","-1,770,404","-1,336,802","-3,956,062","-14,630,404","-31,634,143","-4,657,215","-19,160,904","-3,026,081","1,537,288","-12,510,474","-9,395,621","-6,258,562","-8,952,702","14,883,772","12,929,763",Upgrade,Financials in USD,Fiscal year is October - September
Net Income,"-152,799","459,737","-3,010,562","-996,501","-15,874,939","-1,770,404","-1,336,802","-3,956,062","-14,630,404","-31,634,143","-4,657,215","-19,160,904","-3,026,081","1,537,288","-12,510,474","-9,395,621","-6,258,562","-8,952,702","14,883,772","12,929,763",Upgrade,Financials in USD,Fiscal year is October - September
Preferred Dividends & Other Adjustments,"1,002,500","1,000,500","1,000,500","1,000,501","1,000,497","1,000,501","1,000,500","1,000,502","1,000,502","1,000,501","1,000,502","1,000,502","1,333,999","560,281","560,280","100,050","100,050","100,050","100,016","66,734",Upgrade,Financials in USD,Fiscal year is October - September
Net Income to Common,"-1,155,299","-540,763","-4,011,062","-1,997,002","-16,875,436","-2,770,905","-2,337,302","-4,956,564","-15,630,906","-32,634,644","-5,657,717","-20,161,406","-4,360,080","977,007","-13,070,754","-9,495,671","-6,358,612","-9,052,752","14,783,756","12,863,029",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Basic),"6,564,532","3,592,969","2,961,057","2,960,945","1,006,556","2,379,633","1,345,589","1,341,277","1,362,521","1,318,151","1,310,378","1,285,008","1,277,436","1,259,474","1,188,258","1,158,464","1,162,838","1,140,792","811,178","616,008",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Diluted),"6,564,532","3,592,969","2,961,057","2,960,945","1,006,556","2,379,633","1,345,589","1,341,277","1,362,521","1,318,151","1,310,378","1,285,008","1,277,436","1,365,147","1,188,258","1,158,464","1,162,838","1,140,792","829,700","634,530",Upgrade,Financials in USD,Fiscal year is October - September
Shares Change (YoY),552.178%,50.988%,120.057%,120.756%,-26.125%,80.528%,2.687%,4.379%,6.661%,-3.443%,10.277%,10.923%,9.855%,19.667%,43.215%,82.570%,88.283%,121.333%,267.451%,184.034%,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Basic),-0.176,-0.151,-1.355,-0.674,-16.766,-1.164,-1.737,-3.695,-11.472,-24.758,-4.318,-15.690,-3.413,0.776,-11.000,-8.197,-5.468,-7.935,18.225,20.881,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Diluted),-0.178,-0.151,-1.355,-0.674,-16.770,-1.164,-1.740,-3.700,-11.477,-24.810,-4.320,-15.750,-3.413,0.776,-11.000,-8.197,-5.468,-7.935,18.000,20.185,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow,"157,377","289,779","-699,448","-290,515","-383,681","-342,962","-1,631,230","-2,241,727","-1,830,123","-2,781,375","-5,344,827","-5,699,505","-4,364,601","-4,693,284","-3,092,229","-2,285,332","144,397","-1,185,429","-5,514,180","-5,429,218",Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Per Share,0.024,0.081,-0.236,-0.098,-0.381,-0.144,-1.212,-1.671,-1.343,-2.110,-4.079,-4.435,-3.417,-3.438,-2.602,-1.973,0.124,-1.039,-6.646,-8.556,Upgrade,Financials in USD,Fiscal year is October - September
Gross Margin,53.854%,65.783%,58.968%,66.181%,62.143%,62.842%,64.351%,58.630%,63.223%,69.042%,66.906%,53.568%,58.638%,68.080%,69.122%,72.176%,54.409%,64.763%,70.932%,63.535%,Upgrade,Financials in USD,Fiscal year is October - September
Operating Margin,-6.948%,-7.384%,-35.439%,-19.828%,-50.483%,-29.801%,-22.446%,-51.949%,-38.006%,-27.351%,-52.035%,-74.683%,-71.607%,-63.213%,-35.324%,-14.276%,-38.727%,-12.575%,-59.588%,-60.233%,Upgrade,Financials in USD,Fiscal year is October - September
Profit Margin,-25.356%,-10.452%,-91.650%,-37.151%,-295.503%,-45.281%,-37.457%,-81.453%,-198.876%,-379.786%,-58.758%,-216.282%,-44.521%,9.252%,-110.782%,-77.023%,-54.347%,-85.110%,157.290%,126.751%,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Margin,3.454%,5.601%,-15.982%,-5.405%,-6.719%,-5.605%,-26.141%,-36.839%,-23.285%,-32.368%,-55.508%,-61.142%,-44.567%,-44.442%,-26.208%,-18.537%,1.234%,-11.145%,-58.668%,-53.499%,Upgrade,Financials in USD,Fiscal year is October - September
EBITDA,"-28,772","-94,274","-1,260,398","-782,129","-2,215,012","-1,345,685","-1,123,288","-2,783,715","-2,531,164","-1,903,284","-4,420,658","-6,621,071","-6,715,150","-6,429,088","-3,927,057","-1,527,286","-4,309,712","-1,125,571","-5,426,472","-5,999,346",Upgrade,Financials in USD,Fiscal year is October - September
EBITDA Margin,-0.631%,-1.822%,-28.799%,-14.550%,-38.787%,-21.991%,-18.001%,-45.745%,-32.205%,-22.149%,-45.910%,-71.028%,-68.569%,-60.879%,-33.284%,-12.388%,-36.835%,-10.582%,-57.734%,-59.117%,Upgrade,Financials in USD,Fiscal year is October - September
D&A For EBITDA,"287,783","287,754","290,593","283,706","667,950","477,968","277,355","377,466","455,982","446,939","589,720","340,701","297,552","246,532","240,666","232,658","221,361","211,937","174,205","113,252",Upgrade,Financials in USD,Fiscal year is October - September
EBIT,"-316,555","-382,028","-1,550,991","-1,065,835","-2,882,962","-1,823,653","-1,400,643","-3,161,181","-2,987,146","-2,350,223","-5,010,378","-6,961,772","-7,012,702","-6,675,620","-4,167,723","-1,759,944","-4,531,073","-1,337,508","-5,600,677","-6,112,598",Upgrade,Financials in USD,Fiscal year is October - September
EBIT Margin,-6.947%,-7.384%,-35.439%,-19.828%,-50.483%,-29.801%,-22.446%,-51.948%,-38.006%,-27.351%,-52.035%,-74.683%,-71.607%,-63.213%,-35.324%,-14.276%,-38.727%,-12.575%,-59.588%,-60.233%,Upgrade,Financials in USD,Fiscal year is October - September
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,-,6.279%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Revenue as Reported,"4,556,366","5,173,878","4,376,518","5,375,405","5,710,745","6,119,380","6,240,020","6,085,218","7,859,623","8,592,893","9,628,886","9,321,822","9,793,327","10,560,523","11,798,611","12,328,303","11,699,917","10,636,545","9,399,036","10,148,236",Upgrade,Financials in USD,Fiscal year is October - September
Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,"4,796,929","4,044,812","3,014,492",-,"1,699,262","3,611,347","2,410,721",Upgrade,Financials in USD,Fiscal year is October - September
