Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),-,-,-,"373,000",-,-,-,"291,000","-74,000","-24,000","-193,000","-56,000","-58,000","-41,000","3,000","25,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-53,530,000","-39,919,000","-87,385,000","-94,322,000","-79,437,000","-77,925,000","-73,420,000","-74,178,000","-72,388,000","-69,050,000","-61,801,000","-56,072,000","-41,041,000","-47,010,000","-29,787,000","11,272,000","-21,659,000","-19,893,000","-15,294,000","-16,217,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-53,530,000","-39,919,000","-87,385,000","-94,322,000","-79,437,000","-77,925,000","-73,420,000","-74,178,000","-72,388,000","-69,050,000","-61,801,000","-56,072,000","-41,041,000","-47,010,000","-29,787,000","11,272,000","-21,659,000","-19,893,000","-15,294,000","-16,217,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-53,530,000","-39,919,000","-87,385,000","-94,322,000","-79,437,000","-77,925,000","-73,420,000","-74,178,000","-72,388,000","-69,050,000","-61,801,000","-56,072,000","-41,041,000","-47,010,000","-29,787,000","11,272,000","-21,659,000","-19,893,000","-15,294,000","-16,217,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"74,264,501","74,121,014","73,768,603","65,336,256","62,521,772","62,464,081","62,326,992","62,268,067","52,900,819","49,071,590","48,937,756","48,739,260","48,595,420","48,422,921","48,229,539","47,315,179","42,148,837","41,945,058","41,789,120","41,948,713",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"74,264,501","74,121,014","73,768,603","65,336,256","62,521,772","62,464,081","62,326,992","62,268,067","52,900,819","49,071,590","48,937,756","48,739,260","48,595,420","48,422,921","48,229,539","47,315,179","42,148,837","41,945,058","41,789,120","41,948,713",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),18.782%,18.662%,18.357%,4.927%,18.187%,27.292%,27.360%,27.758%,8.860%,1.340%,1.468%,3.010%,15.295%,15.444%,15.412%,12.793%,344.265%,4671.809%,6045.405%,7167.156%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.721,-0.539,-1.185,-1.444,-1.271,-1.248,-1.178,-1.191,-1.368,-1.407,-1.263,-1.150,-0.845,-0.971,-0.618,0.238,-0.514,-0.474,-0.366,-0.387,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.721,-0.539,-1.185,-1.444,-1.271,-1.248,-1.178,-1.191,-1.368,-1.407,-1.263,-1.150,-0.845,-0.971,-0.618,0.238,-0.514,-0.474,-0.366,-0.387,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-27,226,000","-42,765,000","-79,507,000","-60,403,000","-54,083,000","-50,899,000","-64,795,000","-55,956,000","-23,132,000","-41,596,000","-51,075,000","-47,820,000","-27,264,000","-33,660,000","-21,149,000","15,012,000","-14,867,000","-16,420,000","-16,558,000","-16,103,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.367,-0.577,-1.078,-0.924,-0.865,-0.815,-1.040,-0.899,-0.437,-0.848,-1.044,-0.981,-0.561,-0.695,-0.439,0.317,-0.353,-0.391,-0.396,-0.384,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,93.223%,95.893%,94.278%,92.253%,-,-,-,-,-,-,-,-,-,-,-,100.000%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-117.517%,-75.203%,-447.163%,-1807.656%,-,-,-,-,-,-,-,-,-,-,-,32.054%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-108.578%,-66.829%,-416.000%,-1731.632%,-,-,-,-,-,-,-,-,-,-,-,32.206%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-55.224%,-71.594%,-378.497%,-1108.922%,-,-,-,-,-,-,-,-,-,-,-,42.891%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-57,059,000","-44,077,000","-93,202,000","-97,925,000","-83,505,000","-82,470,000","-77,446,000","-78,199,000","-71,528,000","-68,821,000","-61,361,000","-55,650,000","-40,776,000","-46,906,000","-29,646,000","11,329,000","-21,497,000","-19,747,000","-16,060,000","-17,306,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-115.736%,-73.790%,-,-,-,-,-,-,-,-,-,-,-,-,-,32.368%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"878,000","844,000","729,000","538,000","494,000","382,000","253,000","255,000","212,000","190,000","108,000","146,000","119,000","115,000","110,000","110,000","95,000","74,000","70,000","65,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-57,937,000","-44,921,000","-93,931,000","-98,463,000","-83,999,000","-82,852,000","-77,699,000","-78,454,000","-71,740,000","-69,011,000","-61,469,000","-55,796,000","-40,895,000","-47,021,000","-29,756,000","11,219,000","-21,592,000","-19,821,000","-16,130,000","-17,371,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-117.517%,-75.203%,-,-,-,-,-,-,-,-,-,-,-,-,-,32.054%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"49,301,000","59,733,000","21,006,000","5,447,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
