Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Pretax Income,"-85,061,000","-98,559,000","-114,384,000","-118,138,000","-115,003,000","-107,005,000","-107,370,000","-105,319,000","-99,618,000","-99,349,000","-91,607,000","-99,330,000","-86,122,000","-81,351,000","-75,449,000","-68,397,000","-58,571,000","-63,018,000","-69,595,000","-63,568,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-1,520,000","-1,458,000","-1,408,000","-1,759,000","-1,243,000","-477,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-83,541,000","-97,101,000","-112,976,000","-116,379,000","-113,760,000","-106,528,000","-107,370,000","-105,319,000","-99,618,000","-99,349,000","-91,607,000","-99,330,000","-86,122,000","-81,351,000","-75,449,000","-68,397,000","-58,571,000","-63,018,000","-69,595,000","-63,568,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-83,541,000","-97,101,000","-112,976,000","-116,379,000","-113,760,000","-106,528,000","-107,370,000","-105,319,000","-99,618,000","-99,349,000","-91,607,000","-99,330,000","-86,122,000","-81,351,000","-75,449,000","-68,397,000","-58,571,000","-63,018,000","-69,595,000","-63,568,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"303,269,000","284,817,000","266,220,000","255,951,000","245,817,000","224,481,000","213,694,000","164,765,000","157,817,000","157,274,000","157,113,000","156,923,000","155,508,000","153,751,000","147,370,000","146,738,000","146,492,000","133,162,000","126,568,000","126,273,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"303,269,000","284,817,000","266,220,000","255,951,000","245,817,000","224,481,000","213,694,000","164,765,000","157,817,000","157,274,000","157,113,000","156,923,000","155,508,000","153,751,000","147,370,000","146,738,000","146,492,000","133,162,000","126,568,000","126,273,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),23.372%,26.878%,24.580%,55.343%,55.761%,42.732%,36.013%,4.997%,1.485%,2.291%,6.611%,6.941%,6.155%,15.462%,16.435%,16.207%,18.105%,7.765%,2.555%,6.036%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.275,-0.341,-0.424,-0.455,-0.463,-0.475,-0.502,-0.639,-0.631,-0.632,-0.583,-0.633,-0.554,-0.529,-0.512,-0.466,-0.400,-0.473,-0.550,-0.503,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.275,-0.341,-0.424,-0.456,-0.463,-0.475,-0.502,-0.643,-0.631,-0.632,-0.583,-0.633,-0.554,-0.529,-0.512,-0.466,-0.400,-0.473,-0.550,-0.503,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-61,261,000","-98,871,000","-126,450,000","-87,499,000","-87,660,000","-103,472,000","-105,479,000","-80,693,000","-65,036,000","-82,211,000","-85,242,000","-61,417,000","-67,378,000","-63,624,000","-73,096,000","-86,027,000","-58,359,000","-41,610,000","-65,929,000","-57,248,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.202,-0.347,-0.475,-0.342,-0.357,-0.461,-0.494,-0.490,-0.412,-0.523,-0.543,-0.391,-0.433,-0.414,-0.496,-0.586,-0.398,-0.312,-0.521,-0.453,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,31.990%,-0.842%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-152.107%,-327.635%,-16464.615%,-25156.846%,-25236.887%,-46254.622%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-142.671%,-312.162%,-15800.839%,-24145.021%,-24255.864%,-44759.664%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-104.621%,-317.852%,-17685.315%,-18153.320%,-18690.832%,-43475.630%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-80,500,000","-93,443,000","-110,111,000","-118,618,000","-111,431,000","-105,222,000","-108,092,000","-104,222,000","-97,941,000","-97,489,000","-89,916,000","-98,120,000","-85,214,000","-81,060,000","-75,198,000","-68,213,000","-58,659,000","-63,367,000","-70,558,000","-64,816,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-137.477%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"8,566,000","8,471,000","7,611,000","2,638,000","6,930,000","4,864,000","2,764,000","2,814,000","2,454,000","2,245,000","1,797,000","1,345,000","1,028,000","366,000","372,000","321,000","307,000","260,000","252,000","294,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-89,066,000","-101,914,000","-117,722,000","-121,256,000","-118,361,000","-110,086,000","-110,856,000","-107,036,000","-100,395,000","-99,734,000","-91,713,000","-99,465,000","-86,242,000","-81,426,000","-75,570,000","-68,534,000","-58,966,000","-63,627,000","-70,810,000","-65,110,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-152.107%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"58,555,000","31,106,000","715,000","482,000","469,000","238,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
