Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"1,282,000","1,244,000","972,000","719,000","689,000","660,000","537,000","519,000","216,000","65,000","13,000","13,000","13,000","121,000","13,000","15,000","22,000","66,000","386,000","498,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,"400,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"347,000","156,000","91,000","241,000","74,000","86,000","-42,000","-204,000","64,000","62,000","50,000","119,000","71,000","60,000","42,000","69,000","128,000","77,000","90,000","107,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"20,608,000","-4,151,000","-4,595,000","13,429,000","6,009,000","2,313,000","1,548,000","5,052,000","6,726,000","9,483,000","-3,348,000","4,246,000","-11,991,000","-19,970,000","36,751,000","-14,632,000","-15,608,000","3,488,000","-16,843,000","-9,953,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,000","-10,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-625,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,183,000",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,-,-,-,-,"-12,364,000","-19,000","-55,000","-18,000","190,000","-24,498,000","14,902,000","-185,000","-155,000","-15,855,000","-93,000","-93,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,"2,000,000",-,-,-,-,"-8,146,000",-,"-20,000,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"20,608,000","-4,151,000","-4,595,000","12,804,000","6,009,000","2,313,000","1,548,000","-5,312,000","-293,000","9,428,000","-3,366,000","4,436,000","-44,635,000","-5,068,000","16,566,000","-14,787,000","-31,463,000","3,395,000","-16,933,000","-11,146,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"291,000","378,000","220,000","536,000","213,000","187,000","147,000","294,000","67,000","57,000","37,000","212,000","37,000","38,000","38,000","207,000",-,-,-,"53,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"20,317,000","-4,529,000","-4,815,000","12,268,000","5,796,000","2,126,000","1,401,000","-5,606,000","-360,000","9,371,000","-3,403,000","4,224,000","-44,672,000","-5,106,000","16,528,000","-14,994,000","-31,463,000","3,395,000","-16,933,000","-11,199,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"20,317,000","-4,529,000","-4,815,000","12,268,000","5,796,000","2,126,000","1,401,000","-5,606,000","-360,000","9,371,000","-3,403,000","4,224,000","-44,672,000","-5,106,000","16,528,000","-14,994,000","-31,463,000","3,395,000","-16,933,000","-11,199,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,250.535%,-,-,-,-,-77.313%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"49,008,464","48,292,414","48,189,256","47,600,505","47,520,338","46,759,062","46,636,083","45,814,185","45,567,739","45,058,924","42,207,709","40,991,412","40,813,609","40,479,577","40,260,864","39,881,131","39,695,444","39,432,030","39,291,162","39,043,706",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"49,173,361","48,292,414","48,189,256","48,040,118","47,819,234","47,201,185","47,157,904","45,814,185","45,567,739","45,358,739","42,207,709","41,044,676","40,813,609","40,479,577","40,894,868","39,881,131","39,695,444","39,997,571","39,291,162","39,043,706",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.832%,2.312%,2.187%,4.859%,4.941%,4.062%,11.728%,11.620%,11.648%,12.053%,3.210%,2.918%,2.817%,1.205%,4.082%,2.145%,2.061%,3.493%,2.103%,2.206%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.415,-0.094,-0.100,0.258,0.122,0.045,0.030,-0.122,-0.008,0.208,-0.081,0.103,-1.095,-0.126,0.411,-0.376,-0.793,0.086,-0.431,-0.287,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.410,-0.094,-0.100,0.248,0.120,0.045,0.030,-0.126,-0.010,0.208,-0.081,0.097,-1.095,-0.130,0.400,-0.380,-0.793,0.080,-0.431,-0.287,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,241.669%,-,-,-,-,-78.138%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"11,018,000","1,007,000","11,246,000","10,410,000","10,588,000","3,228,000","2,643,000","683,000","17,259,000","-13,874,000","-26,895,000","-5,435,000","10,498,000","-74,000","15,661,000","-5,658,000","1,709,000","16,216,000","-11,540,000","1,260,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.224,0.021,0.233,0.217,0.221,0.068,0.056,0.015,0.379,-0.306,-0.637,-0.132,0.257,-0.002,0.383,-0.142,0.043,0.405,-0.294,0.032,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,63.874%,77.363%,75.488%,66.301%,76.328%,78.271%,74.954%,74.365%,78.118%,74.935%,76.290%,78.512%,77.773%,77.579%,90.265%,79.184%,80.409%,86.661%,82.279%,83.882%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,27.413%,-4.628%,-5.253%,21.368%,15.299%,8.965%,8.271%,12.206%,16.450%,20.259%,-1.633%,12.342%,-19.362%,-31.157%,40.895%,-21.213%,-23.902%,10.100%,-27.825%,-11.891%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,25.225%,-9.619%,-11.002%,16.997%,10.329%,3.896%,2.655%,-8.536%,-0.630%,15.745%,-7.441%,7.630%,-96.599%,-9.565%,16.836%,-28.529%,-61.991%,4.810%,-33.061%,-17.798%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,13.680%,2.139%,25.696%,14.423%,18.868%,5.916%,5.008%,1.040%,30.225%,-23.311%,-58.805%,-9.818%,22.701%,-0.139%,15.953%,-10.765%,3.367%,22.975%,-22.532%,2.002%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"24,957,000","729,000","598,000","18,312,000","11,461,000","7,768,000","7,243,000","10,469,000","11,862,000","14,519,000","1,710,000","9,103,000","-6,513,000","-13,698,000","43,097,000","-8,201,000","-9,199,000","9,366,000","-12,335,000","-5,583,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,30.986%,1.548%,1.366%,25.371%,20.424%,14.235%,13.724%,15.941%,20.773%,24.394%,3.739%,16.444%,-14.084%,-25.659%,43.901%,-15.604%,-18.125%,13.270%,-24.084%,-8.873%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,878,000","2,908,000","2,897,000","2,889,000","2,876,000","2,876,000","2,878,000","2,453,000","2,469,000","2,461,000","2,457,000","2,271,000","2,441,000","2,935,000","2,951,000","2,948,000","2,932,000","2,237,000","1,916,000","1,899,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"22,079,000","-2,179,000","-2,299,000","15,423,000","8,585,000","4,892,000","4,365,000","8,016,000","9,393,000","12,058,000","-747,000","6,832,000","-8,954,000","-16,633,000","40,146,000","-11,149,000","-12,131,000","7,129,000","-14,251,000","-7,482,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,27.413%,-4.628%,-5.253%,21.368%,15.299%,8.965%,8.271%,12.206%,16.450%,20.259%,-1.633%,12.342%,-19.362%,-31.157%,40.895%,-21.213%,-23.901%,10.100%,-27.825%,-11.891%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,1.412%,-,-,4.186%,3.545%,8.085%,9.496%,-,-,0.605%,-,4.779%,-,-,0.229%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"80,542,000","47,083,000","43,766,000","72,178,000","56,116,000","54,568,000","52,775,000","65,675,000","57,102,000","59,518,000","45,736,000","55,357,000","46,245,000","53,384,000","98,169,000","52,557,000","50,754,000","70,582,000","51,217,000","62,922,000",Upgrade,Financials in USD,Fiscal year is January - December
