Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Gain (Loss) on Sale of Assets,"10,000,000",-,"108,000,000",-,"52,820,000","25,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-14,000,000","-14,000,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-11,900,000","-11,900,000","-4,400,000","-8,026,000","-4,500,000","-20,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"391,451,000","188,563,000","149,576,000","-75,350,000","-48,997,000","-94,811,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"69,160,000","20,918,000","8,015,000","-11,270,000","-903,026,000","-70,963,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"322,291,000","167,645,000","141,561,000","-64,080,000","854,029,000","-23,848,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"322,291,000","167,645,000","141,561,000","-64,080,000","854,029,000","-23,848,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,119.214%,18.426%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"189,475,750","187,834,000","185,266,000","182,852,000","180,804,000","179,039,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"192,825,750","191,595,000","188,963,000","182,852,000","191,678,000","179,039,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.927%,1.393%,3.342%,-4.605%,7.059%,0.999%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),1.701,0.893,0.764,-0.350,4.724,-0.133,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),1.680,0.870,0.750,-0.350,4.499,-0.133,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,118.121%,16.000%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"319,886,000","62,568,000","54,943,000","208,958,000","-28,947,000","-96,764,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,1.659,0.327,0.291,1.143,-0.151,-0.540,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,52.354%,47.850%,45.932%,40.458%,38.059%,36.946%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,11.857%,7.114%,3.290%,-4.025%,-4.932%,-6.153%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,11.708%,6.930%,6.754%,-3.471%,45.904%,-1.399%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,11.620%,2.586%,2.621%,11.318%,-1.556%,-5.678%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"426,089,000","276,483,000","170,931,000","33,724,000","13,412,000","443,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,15.478%,11.428%,8.155%,1.827%,0.721%,0.026%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"99,680,000","104,386,000","101,969,000","108,039,000","105,172,000","105,300,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"326,409,000","172,097,000","68,962,000","-74,315,000","-91,760,000","-104,857,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,11.857%,7.114%,3.290%,-4.025%,-4.932%,-6.153%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,17.668%,11.093%,5.358%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"2,752,809,000","2,419,226,000","2,096,039,000","1,846,275,000","1,860,455,000","1,704,048,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"27,800,000","25,200,000","30,200,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
