Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest Expense,-,"-3,447,000","-4,663,000","-4,029,000",-,"-3,187,000","-1,948,000","-1,880,000","-1,727,000","-1,501,000","-912,000","-738,000","-744,000","-732,000","-696,000","-759,000","-730,000","-719,000","-716,000","-502,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"652,000","1,230,000","1,648,000","1,971,000","2,572,000","1,726,000","1,032,000","1,414,000","865,000","395,000","384,000","485,000","590,000","829,000","966,000","613,000","100,000","74,000","159,000","289,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-22,517,000","692,000","2,468,000","336,000","999,000","-1,511,000","123,000","-11,000","-33,000","-304,000","-32,000","-1,915,000","-35,000","-285,000","-409,000","343,000","345,000","476,000","368,000","627,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-51,035,000","-32,870,000","-40,133,000","-41,248,000","-41,015,000","46,552,000","-71,361,000","-68,784,000","-60,002,000","-64,735,000","-56,311,000","-51,600,000","68,218,000","-48,330,000","-35,465,000","-17,701,000","-30,280,000","-20,714,000","-19,881,000","-18,778,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,"187,000","-12,000",-,-,"-313,000","1,599,000",-,-,-,"-551,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-51,035,000","-32,870,000","-40,133,000","-41,248,000","-41,015,000","46,552,000","-71,174,000","-68,796,000","-60,002,000","-64,735,000","-56,624,000","-50,001,000","68,218,000","-48,330,000","-35,465,000","-18,252,000","-30,280,000","-20,714,000","-19,881,000","-18,778,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-51,035,000","-32,870,000","-40,133,000","-41,248,000","-41,015,000","46,552,000","-71,174,000","-68,796,000","-60,002,000","-64,735,000","-56,624,000","-50,001,000","68,218,000","-48,330,000","-35,465,000","-18,252,000","-30,280,000","-20,714,000","-19,881,000","-18,778,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"139,811,000",-,-,-,"-6,839,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"88,776,000","-32,870,000","-40,133,000","-41,248,000","-47,854,000","46,552,000","-71,174,000","-68,796,000","-60,002,000","-64,735,000","-56,624,000","-50,001,000","68,218,000","-48,330,000","-35,465,000","-18,252,000","-30,280,000","-20,714,000","-19,881,000","-18,778,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"88,776,000","-32,870,000","-40,133,000","-41,248,000","-47,854,000","46,552,000","-71,174,000","-68,796,000","-60,002,000","-64,735,000","-56,624,000","-50,001,000","68,218,000","-48,330,000","-35,465,000","-18,252,000","-30,280,000","-20,714,000","-19,881,000","-18,778,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"152,648,238","151,514,597","146,101,581","130,120,175","128,289,871","127,713,486","125,862,975","125,166,072","122,527,275","92,255,416","92,164,419","91,864,359","91,757,614","91,659,829","91,527,800","91,413,797","83,531,617","73,306,248","70,821,514","70,166,404",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"152,648,238","151,514,597","146,101,581","130,120,175","128,289,871","129,844,931","125,862,975","125,166,072","122,527,275","92,255,416","92,164,419","91,864,359","94,953,117","91,659,829","91,527,800","91,413,797","83,531,617","73,306,248","70,821,514","70,166,404",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),18.987%,16.689%,16.080%,3.958%,4.703%,40.745%,36.564%,36.251%,29.040%,0.650%,0.696%,0.493%,13.673%,25.037%,29.237%,30.281%,19.426%,62.395%,72.618%,71.658%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.582,-0.217,-0.275,-0.317,-0.373,0.365,-0.565,-0.550,-0.490,-0.702,-0.614,-0.544,0.743,-0.527,-0.387,-0.200,-0.362,-0.283,-0.281,-0.268,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.582,-0.220,-0.275,-0.318,-0.373,0.360,-0.565,-0.550,-0.490,-0.702,-0.614,-0.544,0.720,-0.527,-0.387,-0.203,-0.362,-0.283,-0.281,-0.268,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-34,809,000","-39,910,000","-35,298,000","-48,376,000","-61,052,000","64,751,000","-80,652,000","-56,353,000","-60,829,000","-52,060,000","-69,395,000","-53,441,000","123,650,000","-42,249,000","-30,838,000","-18,153,000","-25,932,000","-25,794,000","-24,322,000","-14,277,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.228,-0.263,-0.242,-0.372,-0.476,0.499,-0.641,-0.450,-0.496,-0.564,-0.753,-0.582,1.302,-0.461,-0.337,-0.199,-0.310,-0.352,-0.343,-0.203,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,63.002%,-,-,-,-,-,-,68.529%,-,-,-41.579%,-,-232.490%,-165.515%,-175.938%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-61759.375%,-,39.158%,-,-7005.846%,-1716.231%,-5207.648%,-3734.159%,-684.559%,53.981%,-914.725%,-617.803%,-101.902%,-2116.796%,-339.868%,-240.469%,-251.797%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-64450.000%,-,36.808%,-,-7056.000%,-1742.218%,-5323.602%,-3792.632%,-692.439%,53.832%,-918.298%,-620.234%,-103.917%,-2136.909%,-342.663%,-242.777%,-246.366%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-75587.500%,-,51.197%,-,-5779.795%,-1766.231%,-4281.250%,-4648.024%,-740.078%,97.573%,-802.755%,-539.314%,-103.353%,-1830.064%,-426.700%,-297.008%,-187.313%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-27,766,000","-29,925,000","-38,027,000","-37,894,000","-42,902,000","51,051,000","-69,168,000","-66,680,000","-57,360,000","-61,640,000","-54,181,000","-47,880,000","69,900,000","-46,716,000","-33,850,000","-16,389,000","-28,419,000","-18,854,000","-17,890,000","-17,392,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,40.365%,-,-,-,-,-,-,55.159%,-,-,-93.310%,-,-,-218.464%,-228.181%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,404,000","1,420,000","1,559,000","1,632,000","1,684,000","1,527,000","1,400,000","1,627,000","1,747,000","1,685,000","1,570,000","1,552,000","1,493,000","1,426,000","1,476,000","1,509,000","1,576,000","1,691,000","1,802,000","1,800,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-29,170,000","-31,345,000","-39,586,000","-39,526,000","-44,586,000","49,524,000","-70,568,000","-68,307,000","-59,107,000","-63,325,000","-55,751,000","-49,432,000","68,407,000","-48,142,000","-35,326,000","-17,898,000","-29,995,000","-20,545,000","-19,692,000","-19,192,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,39.158%,-,-,-,-,-,-,53.981%,-,-,-101.902%,-,-,-240.469%,-251.797%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,"64,000",-,"126,473,000","-522,000","975,000","3,444,000","1,216,000","1,493,000","7,221,000","126,725,000","5,263,000","5,718,000","17,564,000","1,417,000","6,045,000","8,189,000","7,622,000",Upgrade,Financials in USD,Fiscal year is January - December
