Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-42,121,000","-35,842,000","-32,808,000","-30,806,000","-38,260,000","-30,502,000","-29,361,000","-26,487,000","-26,784,000","-27,330,000","-23,586,000","-20,393,000","-19,080,000","-13,115,000","-16,055,000","-8,321,000","-13,562,000","-12,891,000","-12,391,000","-10,129,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-3,500,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,"-12,500,000",-,-,-,-,-,"-15,000,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,"6,326,000","536,000","245,000","1,901,000","-258,000","-483,000","-18,000","-662,000","5,132,000","-234,000","-318,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-42,121,000","-35,842,000","-32,808,000","-43,306,000","-38,260,000","-30,502,000","-29,361,000","-26,487,000","-26,784,000","-36,004,000","-23,050,000","-20,148,000","-20,679,000","-13,373,000","-16,538,000","-22,839,000","-14,224,000","-11,259,000","-12,625,000","-10,447,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,-,"-227,000",-,-,"-939,000",-,"-228,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-42,121,000","-35,842,000","-32,808,000","-43,306,000","-38,260,000","-30,502,000","-29,361,000","-26,487,000","-26,784,000","-36,004,000","-23,050,000","-20,148,000","-20,452,000","-13,373,000","-16,538,000","-21,900,000","-14,224,000","-11,031,000","-12,625,000","-10,447,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-42,121,000","-35,842,000","-32,808,000","-43,306,000","-38,260,000","-30,502,000","-29,361,000","-26,487,000","-26,784,000","-36,004,000","-23,050,000","-20,148,000","-20,452,000","-13,373,000","-16,538,000","-21,900,000","-14,224,000","-11,031,000","-12,625,000","-10,447,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"66,294,000","66,019,000","58,871,000","52,028,000","47,261,000","47,253,000","47,214,000","47,132,000","46,916,000","46,759,000","46,739,000","46,691,000","45,453,000","39,616,000","39,614,000","39,577,000","39,278,000","22,082,000","17,406,000","16,442,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"66,294,000","66,019,000","58,871,000","52,028,000","47,261,000","47,253,000","47,214,000","47,132,000","46,916,000","46,759,000","46,739,000","46,691,000","45,453,000","39,616,000","39,614,000","39,577,000","39,278,000","22,082,000","17,406,000","16,442,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),40.272%,39.714%,24.690%,10.388%,0.735%,1.056%,1.016%,0.945%,3.219%,18.031%,17.986%,17.975%,15.721%,79.404%,127.588%,140.707%,157.021%,58.271%,41.547%,41.424%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.635,-0.543,-0.557,-0.832,-0.810,-0.646,-0.622,-0.562,-0.571,-0.770,-0.493,-0.432,-0.450,-0.338,-0.417,-0.553,-0.362,-0.500,-0.725,-0.635,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.635,-0.543,-0.557,-0.832,-0.810,-0.650,-0.622,-0.566,-0.571,-0.770,-0.493,-0.433,-0.450,-0.340,-0.420,-0.553,-0.362,-0.500,-0.725,-0.635,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-55,882,000","-29,601,000","-40,982,000","-33,199,000","-19,150,000","-27,606,000","-29,154,000","-21,997,000","-35,537,000","-22,917,000","-25,109,000","-14,877,000","-16,557,000","-12,073,000","-18,651,000","-5,458,000","-12,021,000","-12,132,000","-12,345,000","-11,105,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.843,-0.448,-0.696,-0.638,-0.405,-0.584,-0.617,-0.467,-0.757,-0.490,-0.537,-0.319,-0.364,-0.305,-0.471,-0.138,-0.306,-0.549,-0.709,-0.675,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-55.484%,-,-,-,-,-,-,-,-,-,-,-,-255.057%,-,-175.429%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1633.532%,-1854.163%,-26030.769%,-850.327%,-2718.457%,-12389.925%,-3357.911%,-1728.766%,-6804.914%,-17007.362%,-13674.138%,-6163.174%,-12565.359%,-378.793%,-2358.540%,-271.149%,-2047.904%,-5507.203%,-463.087%,-1428.523%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-1319.994%,-1434.828%,-21030.769%,-1048.318%,-2522.083%,-11381.343%,-3036.298%,-1642.095%,-6580.835%,-22088.344%,-13247.126%,-6032.335%,-13367.320%,-384.282%,-2414.307%,-578.600%,-2129.341%,-4674.153%,-462.793%,-1177.790%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1751.238%,-1184.988%,-26270.513%,-803.655%,-1262.360%,-10300.746%,-3014.891%,-1363.732%,-8731.450%,-14059.509%,-14430.460%,-4454.192%,-10821.569%,-346.925%,-2722.774%,-144.201%,-1799.551%,-5140.678%,-452.529%,-1251.973%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-51,340,000","-45,520,000","-39,833,000","-34,368,000","-40,472,000","-32,449,000","-31,745,000","-27,212,000","-27,025,000","-26,981,000","-22,982,000","-19,808,000","-18,473,000","-12,418,000","-15,381,000","-9,508,000","-12,819,000","-11,849,000","-11,468,000","-11,526,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-251.202%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"786,000","797,000","775,000","759,000","767,000","756,000","726,000","673,000","671,000","741,000","811,000","777,000","752,000","764,000","775,000","755,000","861,000","1,148,000","1,165,000","1,145,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-52,126,000","-46,317,000","-40,608,000","-35,127,000","-41,239,000","-33,205,000","-32,471,000","-27,885,000","-27,696,000","-27,722,000","-23,793,000","-20,585,000","-19,225,000","-13,182,000","-16,156,000","-10,263,000","-13,680,000","-12,997,000","-12,633,000","-12,671,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-271.149%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"3,191,000","2,498,000","156,000","4,131,000","1,517,000","268,000","967,000","1,613,000","407,000","163,000","174,000","334,000","153,000","3,480,000","685,000","3,785,000","668,000","236,000","2,728,000","887,000",Upgrade,Financials in USD,Fiscal year is January - December
