Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Preferred Dividends & Other Adjustments,"3,026,054","2,072,893","5,864,281","5,311,979","1,493,078",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-5,246,715","-2,734,919","-8,026,944","-4,993,829","-6,042,586","-2,546,683","-1,385,147","-4,221,360","-13,830,196","-1,811,792","-174,224","-8,185,942","-1,696,898","-2,112,917","3,009,081","-5,437,972","-3,300,363","-5,764,371","-6,083,219","-8,426,986",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"9,829,793","7,388,107","4,756,952","2,377,827","2,119,620","2,117,581","2,088,698","2,075,424","2,068,472","2,068,472","2,068,472","1,417,627","982,660","980,231","975,309","1,105,907","343,455","343,455","494,961","646,557",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"9,829,793","7,388,107","4,756,952","2,377,827","2,119,620","2,117,581","2,088,698","2,075,424","2,068,472","2,068,472","2,068,472","1,417,627","982,660","980,231","975,469","1,105,907","343,455","343,455","494,961","646,557",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),363.753%,248.894%,127.747%,14.571%,2.473%,2.374%,0.978%,46.401%,110.497%,111.019%,112.049%,28.187%,186.110%,185.403%,97.080%,71.046%,150.609%,243.455%,394.961%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.534,-0.370,-1.687,-2.100,-2.851,-1.203,-0.663,-2.034,-6.686,-0.876,-0.084,-5.774,-1.727,-2.156,3.085,-4.917,-9.609,-16.783,-12.290,-13.034,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.534,-0.370,-1.687,-2.100,-2.851,-1.203,-0.663,-2.034,-6.686,-0.876,-0.084,-5.785,-1.727,-2.200,3.085,-4.919,-9.609,-16.800,-12.300,-13.034,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-790,384","-1,662,362","-1,134,848","-2,259,894","-4,046,202","-572,070","-748,363","-1,570,340","-1,751,476","-4,199,808","-5,275,701","-8,304,299","-1,211,366","-1,899,785","-446,581","-4,522,895","-2,667,323","-5,740,044","-2,379,696","-50,408",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.080,-0.225,-0.239,-0.950,-1.909,-0.270,-0.358,-0.757,-0.847,-2.030,-2.551,-5.858,-1.233,-1.938,-0.458,-4.090,-7.766,-16.713,-4.808,-0.078,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,81.793%,76.847%,76.107%,-,75.608%,74.230%,78.127%,-10.429%,-,84.493%,80.839%,-,85.122%,83.997%,84.214%,40.556%,71.660%,60.742%,56.246%,-29.491%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-148.427%,-160.461%,-282.853%,-,-116.540%,-123.510%,-51.998%,-513.859%,-,-39.685%,-157.033%,-,-167.661%,-174.178%,-53.919%,-147.407%,-67.435%,-365.349%,-313.034%,-287.643%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-332.836%,-192.401%,-577.974%,-,-360.825%,-127.717%,-55.010%,-528.926%,-,-43.277%,-7.067%,-,-79.103%,-85.973%,73.831%,-185.641%,-95.257%,-419.665%,-339.480%,-401.708%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-50.140%,-116.947%,-81.714%,-,-241.614%,-28.689%,-29.721%,-196.760%,-,-100.317%,-214.010%,-,-56.469%,-77.301%,-10.957%,-154.402%,-76.986%,-417.894%,-132.801%,-2.403%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,600,299","-1,563,067","-3,210,434","-4,236,036","-1,124,846","-1,636,013","-482,502","-3,184,838","-4,651,148","-100,550","-2,310,269","-6,281,696","-1,867,788","-2,551,864","-468,678","-2,641,631","-675,059","-3,356,948","-3,947,962","-4,650,715",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-101.518%,-109.961%,-231.165%,-,-67.169%,-82.046%,-19.162%,-,-,-2.402%,-93.716%,-,-87.070%,-103.834%,-11.499%,-90.180%,-19.484%,-244.397%,-220.320%,-221.696%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"739,449","717,838","717,839","802,582","826,795","826,795","826,795","916,274","1,560,870","1,560,870","1,560,870","1,691,504","1,728,829","1,728,828","1,728,829","1,676,354","1,661,362","1,661,360","1,661,362","1,383,428",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,339,748","-2,280,905","-3,928,273","-5,038,618","-1,951,641","-2,462,808","-1,309,297","-4,101,112","-6,212,018","-1,661,420","-3,871,139","-7,973,200","-3,596,617","-4,280,692","-2,197,507","-4,317,985","-2,336,421","-5,018,308","-5,609,324","-6,034,143",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-148.427%,-160.461%,-282.853%,-,-116.540%,-123.510%,-51.998%,-,-,-39.685%,-157.033%,-,-167.661%,-174.178%,-53.919%,-147.407%,-67.435%,-,-,-287.643%,Upgrade,Financials in USD,Fiscal year is January - December
