Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"666,000","449,000","384,000","612,449","423,000","414,000","166,000","2,427","7,236","2,269","33,068","2,291","4,256","5,926","22,059","19,483","1,164","19,411","248,068","181,682",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-56,000","-16,000","-35,000","-101,362","-145,000","-13,000","-27,000","-439,058","-9,641","-19,421","-166,880","-144,803","18,546","-83,317","-42,001","-89,296","-26,440","-6,371","-6,421","-185,014",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"36,749,000","35,851,000","18,401,000","8,529,467","2,565,000","-6,371,000","-6,789,000","-12,231,674","-14,899,504","-13,764,906","-18,337,916","-16,649,420","-17,712,954","-18,105,303","-18,379,941","-12,899,571","-16,917,453","-20,178,091","-19,245,230","-10,561,031",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-7,500,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"-26,174,000",-,-,-,-59,-,-,"-6,669,941",-,-,"-800,000",-,"991,797",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"36,749,000","35,851,000","18,401,000","-17,644,533","2,565,000","-6,371,000","-6,789,000","-12,231,733","-14,899,504","-13,764,906","-25,007,857","-16,649,420","-17,712,954","-18,905,303","-18,379,941","-19,407,774","-16,917,453","-20,178,091","-19,245,230","-10,561,031",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"840,000","3,789,000","595,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"35,909,000","32,062,000","17,806,000","-17,644,533","2,565,000","-6,371,000","-6,789,000","-12,231,733","-14,899,504","-13,764,906","-25,007,857","-16,649,420","-17,712,954","-18,905,303","-18,379,941","-19,407,774","-16,917,453","-20,178,091","-19,245,230","-10,561,031",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"35,909,000","32,062,000","17,806,000","-17,644,533","2,565,000","-6,371,000","-6,789,000","-12,231,733","-14,899,504","-13,764,906","-25,007,857","-16,649,420","-17,712,954","-18,905,303","-18,379,941","-19,407,774","-16,917,453","-20,178,091","-19,245,230","-10,561,031",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,1299.961%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"234,571,376","232,417,645","228,874,847","225,968,387","225,276,980","222,683,393","221,921,750","202,830,446","196,383,935","196,353,185","195,871,932","180,813,817","133,770,147","127,416,126","115,661,937","96,620,486","87,698,258","86,347,467","73,781,507","59,318,355",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"244,804,065","242,167,072","236,414,374","225,968,387","233,761,262","222,683,393","221,921,750","202,830,446","196,383,935","196,353,185","195,871,932","180,813,817","133,770,147","127,416,126","115,661,937","96,620,486","87,698,258","86,347,467","73,781,507","59,318,355",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),4.724%,8.749%,6.531%,11.408%,19.033%,13.410%,13.299%,12.176%,46.807%,54.104%,69.349%,87.138%,52.535%,47.562%,56.763%,62.885%,47.845%,65.397%,59.173%,27.939%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.153,0.138,0.078,-0.078,0.011,-0.029,-0.031,-0.060,-0.076,-0.070,-0.128,-0.092,-0.132,-0.148,-0.159,-0.201,-0.193,-0.234,-0.261,-0.178,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.150,0.130,0.078,-0.079,0.010,-0.030,-0.031,-0.061,-0.080,-0.070,-0.128,-0.092,-0.132,-0.150,-0.159,-0.201,-0.193,-0.234,-0.261,-0.178,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,1400.000%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"23,972,000","43,580,000","-4,565,000","16,398,738","11,228,000","-6,931,000","-16,668,000","-11,127,408","-16,665,242","-16,770,852","-28,855,498","-37,141,086","-16,201,056","-36,737,811","-35,800,287","-35,817,757","-26,737,162","-25,452,883","-26,721,836","-21,246,332",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.098,0.180,-0.019,0.073,0.048,-0.031,-0.075,-0.055,-0.085,-0.085,-0.147,-0.205,-0.121,-0.288,-0.310,-0.371,-0.305,-0.295,-0.362,-0.358,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,49.783%,53.599%,47.765%,42.063%,36.645%,27.760%,29.014%,28.364%,23.501%,22.915%,12.583%,13.310%,1.863%,-5.620%,-10.727%,16.802%,-15.366%,-73.296%,-64.996%,2.870%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,33.076%,36.571%,26.652%,19.259%,12.910%,-0.787%,-1.428%,-12.121%,-22.674%,-27.060%,-50.905%,-49.999%,-69.810%,-82.898%,-94.489%,-69.649%,-134.298%,-219.886%,-164.414%,-65.023%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,29.964%,29.911%,21.748%,-23.875%,3.813%,-10.597%,-11.929%,-24.472%,-36.261%,-40.598%,-85.929%,-63.107%,-85.650%,-106.027%,-114.527%,-139.063%,-164.625%,-259.106%,-188.683%,-87.738%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,20.004%,40.656%,-5.576%,22.189%,16.690%,-11.528%,-29.286%,-22.263%,-40.558%,-49.464%,-99.149%,-140.777%,-78.340%,-206.038%,-223.074%,-256.646%,-260.181%,-326.839%,-261.985%,-176.508%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"41,578,000","41,248,000","23,935,000","16,333,186","10,777,000","1,625,000","1,220,000","-4,121,954","-7,454,741","-7,450,456","-13,224,849","-11,673,468","-13,014,912","-13,455,238","-13,934,621","-8,487,780","-12,765,684","-16,238,173","-15,980,948","-6,998,211",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,34.695%,38.481%,29.233%,22.101%,16.019%,2.703%,2.143%,-8.247%,-18.142%,-21.974%,-45.441%,-44.246%,-62.933%,-75.462%,-86.828%,-60.818%,-124.224%,-208.513%,-156.680%,-58.139%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,940,000","2,047,000","2,114,000","2,099,950","2,092,000","2,098,000","2,033,000","1,936,508","1,861,992","1,724,283","1,590,217","1,517,716","1,422,164","1,325,994","1,229,628","1,232,509","1,035,293","885,652","788,838","828,598",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"39,638,000","39,201,000","21,821,000","14,233,236","8,685,000","-473,000","-813,000","-6,058,462","-9,316,733","-9,174,739","-14,815,066","-13,191,184","-14,437,076","-14,781,232","-15,164,249","-9,720,289","-13,800,977","-17,123,825","-16,769,786","-7,826,809",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,33.076%,36.571%,26.652%,19.259%,12.910%,-0.787%,-1.428%,-12.121%,-22.674%,-27.060%,-50.905%,-49.999%,-69.810%,-82.898%,-94.489%,-69.649%,-134.298%,-219.886%,-164.414%,-65.023%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,2.286%,10.569%,3.233%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,-,-,-,-,-,-,"26,382,867","20,680,550","17,830,590","16,048,618","13,956,087","10,276,358","7,787,594","10,199,744","12,037,049",Upgrade,Financials in USD,Fiscal year is January - December
