Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Asset Writedown,-,"-306,700,000",-,-,"-29,000,000","-12,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-200,000","-200,000","-2,600,000","-2,900,000","-31,700,000","-24,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-169,800,000","-731,200,000","-219,000,000","303,200,000","411,900,000","77,400,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"39,000,000","29,300,000","-7,400,000","83,700,000","106,100,000","22,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-208,800,000","-760,500,000","-211,600,000","219,500,000","305,800,000","54,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-208,800,000","-760,500,000","-211,600,000","219,500,000","305,800,000","54,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-208,800,000","-760,500,000","-211,600,000","219,500,000","305,800,000","54,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-208,800,000","-760,500,000","-211,600,000","219,500,000","305,800,000","54,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-28.221%,461.101%,-13.078%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"52,475,000","51,200,000","50,100,000","53,500,000","52,700,000","51,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"52,475,000","51,200,000","50,100,000","54,100,000","53,800,000","52,400,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),3.654%,2.196%,-7.394%,0.558%,2.672%,1.946%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-3.979,-14.854,-4.224,4.103,5.803,1.058,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-3.979,-14.854,-4.224,4.060,5.680,1.040,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-28.521%,446.154%,-14.754%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"138,100,000","-257,900,000","-149,900,000","96,100,000","395,000,000","101,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,2.632,-5.037,-2.992,1.776,7.342,1.929,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,25.793%,23.082%,25.960%,44.722%,54.720%,43.680%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-10.111%,-18.279%,-9.781%,21.764%,31.649%,13.644%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-18.552%,-72.477%,-18.935%,12.376%,19.388%,4.928%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,12.270%,-24.578%,-13.414%,5.418%,25.043%,9.141%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-4,800,000","-70,700,000","15,700,000","504,200,000","609,200,000","258,900,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-0.426%,-6.738%,1.405%,28.428%,38.623%,23.409%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"109,000,000","121,100,000","125,000,000","118,200,000","110,000,000","108,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-113,800,000","-191,800,000","-109,300,000","386,000,000","499,200,000","150,900,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-10.111%,-18.279%,-9.781%,21.764%,31.649%,13.644%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,27.605%,25.759%,29.586%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"1,156,900,000","1,049,300,000","1,117,500,000","1,773,600,000","1,577,300,000","1,106,000,000",Upgrade,Financials in USD,Fiscal year is January - December
