Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Currency Exchange Gain (Loss),"-19,000","6,000","31,000","-33,000","-40,000","-41,000","-56,000","58,000","126,000","141,000","-17,000","-52,000","33,000","-94,000","-31,000","182,000","290,000","595,000","-1,731,000","565,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-42,000","-29,000","-24,000","-46,000","-32,000","-26,000","-15,000","13,000","-37,000","-11,000","-8,000","-20,000","-7,000","-7,000","-7,000","-6,000","-4,000","-4,000","-2,000","-1,351,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-32,394,000","-34,448,000","13,791,000","-27,840,000","-35,178,000","-8,836,000","-31,325,000","-16,630,000","75,515,000","-38,060,000","-34,725,000","-28,702,000","-31,600,000","-26,730,000","-21,554,000","-16,817,000","-13,645,000","-11,732,000","-12,548,000","-9,631,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-1,527,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,337,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-33,921,000","-34,448,000","13,791,000","-27,840,000","-35,178,000","-8,836,000","-31,325,000","-16,630,000","75,515,000","-38,060,000","-34,725,000","-28,702,000","-31,600,000","-26,730,000","-21,554,000","-16,817,000","-13,645,000","-11,732,000","-12,548,000","-8,294,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"485,000","326,000","629,000","190,000","-16,299,000","3,110,000","3,616,000","15,028,000","54,000","33,000","32,000","-412,000","-708,000","-421,000","-137,000","-1,554,000","106,000","70,000","53,000","37,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-34,406,000","-34,774,000","13,162,000","-28,030,000","-18,879,000","-11,946,000","-34,941,000","-31,658,000","75,461,000","-38,093,000","-34,757,000","-28,290,000","-30,892,000","-26,309,000","-21,417,000","-15,263,000","-13,751,000","-11,802,000","-12,601,000","-8,331,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-34,406,000","-34,774,000","13,162,000","-28,030,000","-18,879,000","-11,946,000","-34,941,000","-31,658,000","75,461,000","-38,093,000","-34,757,000","-28,290,000","-30,892,000","-26,309,000","-21,417,000","-15,263,000","-13,751,000","-11,802,000","-12,601,000","-8,331,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"42,452,617","42,445,462","42,234,001","42,139,601","42,102,685","42,089,530","42,040,674","41,980,506","41,945,617","41,899,509","41,861,613","40,168,285","37,122,668","37,036,683","36,916,734","36,782,807","36,756,694","4,825,214","1,634,056","1,528,374",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"42,452,617","42,445,462","44,024,198","42,139,601","42,102,685","42,089,530","42,040,674","41,980,506","44,177,376","41,899,509","41,861,613","40,168,285","37,122,668","37,036,683","36,916,734","36,782,807","36,756,694","4,825,214","1,634,056","1,528,374",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.831%,0.846%,4.718%,0.379%,-4.696%,0.454%,0.428%,4.512%,19.004%,13.130%,13.395%,9.204%,0.996%,667.566%,2159.209%,2306.663%,2304.954%,215.709%,6.915%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.810,-0.819,0.312,-0.665,-0.448,-0.284,-0.831,-0.754,1.799,-0.909,-0.830,-0.704,-0.832,-0.710,-0.580,-0.415,-0.374,-2.446,-7.711,-5.451,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.810,-0.819,0.300,-0.668,-0.448,-0.284,-0.831,-0.755,1.710,-0.909,-0.830,-0.707,-0.832,-0.710,-0.580,-0.415,-0.374,-2.446,-7.711,-5.451,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-30,539,000","-30,514,000","11,932,000","-28,554,000","-32,870,000","-35,411,000","-32,261,000","-27,917,000","87,892,000","-29,762,000","-30,493,000","-20,903,000","-33,097,000","-18,487,000","-14,999,000","-14,668,000","-20,577,000","36,671,000","-9,747,000","-10,089,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.719,-0.719,0.271,-0.678,-0.781,-0.841,-0.767,-0.665,1.990,-0.710,-0.728,-0.520,-0.892,-0.499,-0.406,-0.399,-0.560,7.600,-5.965,-6.601,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,37.085%,-151.981%,-,-11.700%,-,-51.374%,72.240%,-,-,-274.858%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-3478.006%,20.640%,-236.583%,-1779.435%,-40.524%,-610.796%,-107.880%,65.217%,-5704.566%,-8536.520%,-417.828%,-11395.324%,-9558.065%,-13000.000%,-12649.630%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-3240.820%,25.116%,-214.839%,-874.433%,-39.492%,-615.375%,-173.964%,67.050%,-5610.162%,-8518.873%,-411.371%,-11112.230%,-9429.749%,-12901.807%,-11305.926%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-2843.802%,22.769%,-218.855%,-1522.464%,-117.065%,-568.175%,-153.407%,78.095%,-4383.211%,-7473.775%,-303.955%,-11905.396%,-6626.165%,-9035.542%,-10865.185%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-34,367,000","-36,831,000","11,317,000","-30,361,000","-37,920,000","-11,752,000","-34,240,000","-19,177,000","73,883,000","-38,211,000","-34,313,000","-28,366,000","-31,310,000","-26,255,000","-21,258,000","-16,790,000","-13,880,000","-12,116,000","-10,619,000","-8,656,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,21.596%,-232.705%,-,-38.851%,-,-105.380%,65.647%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"478,000","488,000","501,000","506,000","498,000","506,000","441,000","455,000","484,000","523,000","516,000","368,000","369,000","412,000","322,000","287,000","207,000","207,000","196,000","189,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-34,845,000","-37,319,000","10,816,000","-30,867,000","-38,418,000","-12,258,000","-34,681,000","-19,632,000","73,399,000","-38,734,000","-34,829,000","-28,734,000","-31,679,000","-26,667,000","-21,580,000","-17,077,000","-14,087,000","-12,323,000","-10,815,000","-8,845,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,20.640%,-236.583%,-,-40.524%,-,-107.880%,65.217%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,4.561%,-,-,-,-,-,0.071%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
