Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Shares Outstanding (Basic),"118,931,153","118,180,396","116,806,117","106,714,944","106,568,137","106,258,790","105,561,229","104,583,296","103,318,572","102,795,600","102,781,771","103,108,077","103,196,550","103,407,803","103,814,725","103,694,845","103,535,431","103,414,523","103,407,347","103,180,946",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"125,407,279","124,655,999","123,403,626","113,755,677","106,568,137","113,673,534","113,986,129","113,531,124","111,986,025","109,264,730","109,041,096","108,956,513","107,843,196","107,734,924","106,680,344","105,838,449","106,316,241","106,730,423","106,534,600","106,567,001",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),17.678%,9.661%,8.262%,0.198%,-4.838%,4.035%,4.535%,4.199%,3.842%,1.420%,2.213%,2.946%,1.436%,0.941%,0.137%,-0.684%,-0.681%,0.757%,3.685%,3.727%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.369,0.345,0.199,0.327,-0.289,0.355,0.280,0.244,0.220,0.210,0.129,0.090,0.100,0.118,0.074,0.110,0.419,0.095,0.101,0.077,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.350,0.330,0.190,0.310,-0.290,0.330,0.260,0.230,0.200,0.200,0.120,0.090,0.100,0.110,0.070,0.110,0.410,0.090,0.100,0.070,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,0.000%,-26.923%,34.594%,-,64.999%,116.667%,156.307%,100.000%,81.818%,71.431%,-18.011%,-75.610%,22.224%,-30.001%,56.414%,215.387%,-10.001%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"72,612,000","64,125,000","31,726,000","19,555,000","45,064,000","30,754,000","-150,297,000","40,077,000","31,301,000","26,162,000","8,478,000","19,135,000","21,639,000","15,674,000","2,903,000","13,105,000","11,440,000","13,265,000","7,213,000","12,291,442",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.579,0.514,0.257,0.172,0.423,0.271,-1.319,0.353,0.280,0.239,0.078,0.176,0.201,0.145,0.027,0.124,0.108,0.124,0.068,0.115,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,82.469%,85.013%,84.670%,83.918%,4.732%,83.934%,84.176%,74.837%,68.599%,78.111%,78.433%,67.788%,72.751%,75.265%,74.547%,70.840%,73.981%,71.322%,71.260%,64.456%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,39.558%,44.207%,27.537%,37.707%,-36.215%,46.895%,41.713%,50.695%,43.851%,53.789%,40.303%,33.261%,38.950%,43.553%,32.448%,27.787%,39.922%,34.731%,36.723%,26.580%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,34.099%,33.244%,23.627%,31.514%,-29.959%,37.921%,34.637%,41.923%,39.739%,40.704%,30.729%,24.300%,28.728%,33.496%,25.370%,36.876%,147.832%,33.035%,35.783%,26.325%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,56.422%,52.257%,32.206%,17.686%,43.884%,30.883%,-176.062%,65.963%,54.680%,49.257%,19.676%,49.949%,60.185%,43.102%,9.611%,42.254%,39.022%,44.807%,24.755%,40.805%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"60,360,000","63,681,000","36,556,000","50,835,000","-28,620,000","55,269,000","42,209,000","31,416,000","25,655,000","28,606,000","17,400,000","12,775,000","14,035,000","15,869,000","9,898,000","8,637,000","11,734,000","10,311,000","10,714,000","8,034,296",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,46.901%,51.895%,37.109%,45.976%,-27.871%,55.501%,49.445%,51.708%,44.817%,53.859%,40.382%,33.347%,39.036%,43.638%,32.769%,27.848%,40.025%,34.828%,36.771%,26.672%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"9,451,000","9,435,000","9,430,000","9,143,000","8,568,000","8,570,000","6,600,000","615,000","553,000","37,000","34,000","33,000","31,000","31,000","97,000","19,000","30,000","29,000","14,000","27,609",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"50,909,000","54,246,000","27,126,000","41,692,000","-37,188,000","46,699,000","35,609,000","30,801,000","25,102,000","28,569,000","17,366,000","12,742,000","14,004,000","15,838,000","9,801,000","8,618,000","11,704,000","10,282,000","10,700,000","8,006,687",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,39.558%,44.207%,27.537%,37.707%,-36.215%,46.895%,41.713%,50.695%,43.851%,53.789%,40.303%,33.261%,38.950%,43.553%,32.448%,27.787%,39.922%,34.731%,36.723%,26.580%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,23.286%,26.877%,19.987%,25.399%,-,22.159%,20.757%,22.834%,12.531%,23.459%,24.159%,27.347%,26.599%,23.390%,22.455%,-,-,5.898%,5.527%,5.659%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"128,695,000","122,710,000","98,509,000","110,568,000","102,688,000","99,582,000","85,366,000","60,757,000","57,244,000","53,113,000","43,089,000","38,309,000","35,954,000","36,365,000","30,205,000","31,015,000","29,317,000","29,605,000",-,"30,122,555",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,"2,500,000","1,200,000","3,900,000",-,"1,700,000","2,000,000","1,700,000",-,"1,000,000","800,000","700,000",-,"600,000","500,000","500,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
