Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Free Cash Flow,"76,776,000","110,091,000","-40,079,000","765,000","9,132,000","38,996,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,3.997,6.051,-2.465,0.061,0.763,3.239,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,59.790%,62.714%,57.809%,53.451%,58.193%,69.424%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,3.925%,10.174%,-3.488%,-13.033%,-7.469%,7.953%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-1.578%,3.179%,-15.652%,-19.799%,-10.816%,2.903%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,13.822%,22.614%,-12.668%,0.354%,4.380%,18.880%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"82,125,000","109,320,000","48,619,000","19,083,000","29,068,000","61,038,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,14.785%,22.456%,15.367%,8.829%,13.943%,29.552%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"60,325,000","59,791,000","59,653,000","47,252,000","44,638,000","44,612,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"21,800,000","49,529,000","-11,034,000","-28,169,000","-15,570,000","16,426,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,3.925%,10.174%,-3.487%,-13.033%,-7.469%,7.953%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,5.500%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
