Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Income Tax Expense,-,-,"-2,969,252","-409,022",-,-,-,"-2,883,849",-,-,-,-,-,-,-,"-2,943","-62,044","95,571",-,"52,332",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,865,948","-3,925,212","-2,853,806","-11,059,628","-10,526,946","-14,079,547","-13,259,921","-6,811,474","-8,547,591","-19,911,299","-6,929,685","-9,722,073","-9,269,473","-7,667,105","-6,063,517","-4,955,699","-6,231,542","-4,940,080","-4,226,617","-2,213,046",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,"3,137,500",-,-,-,-,-,-,-,-,"5,287",-,-,"-1,879",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,865,948","-3,925,212","-2,853,806","-11,059,628","-10,526,946","-14,079,547","-13,259,921","-9,948,974","-8,547,591","-19,911,299","-6,929,685","-9,722,073","-9,269,473","-7,667,105","-6,063,517","-4,955,699","-6,236,829","-4,940,080","-4,226,617","-2,211,167",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"6,718,962","5,799,126","5,072,511","4,406,671","3,838,289","3,826,505","3,811,482","3,811,481","3,811,481","3,811,481","3,811,445","3,814,523","3,811,262","3,811,262","2,608,037","841,348","451,257","424,726","217,285","178,710",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"6,718,962","5,799,126","5,072,511","4,406,671","3,838,289","3,826,505","3,811,482","3,811,481","3,811,481","3,811,481","3,811,445","3,814,523","3,811,262","3,811,262","2,608,037","841,348","451,257","424,726","217,285","178,710",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),75.051%,51.552%,33.085%,15.616%,0.703%,0.394%,0.001%,-0.080%,0.006%,0.006%,46.142%,353.382%,744.588%,797.346%,1100.284%,370.790%,161.324%,887.942%,1637.446%,1417.836%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.724,-0.677,-0.563,-2.510,-2.743,-3.679,-3.479,-2.610,-2.243,-5.224,-1.818,-2.549,-2.432,-2.012,-2.325,-5.890,-13.821,-11.631,-19.452,-12.373,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.724,-0.677,-0.563,-2.510,-2.743,-3.679,-3.479,-2.610,-2.243,-5.224,-1.818,-2.549,-2.432,-2.012,-2.325,-5.890,-13.821,-11.631,-19.452,-12.373,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-2,517,932","-10,928,704","-3,616,793","-9,002,122","-11,233,660","-12,452,887","-8,214,513","-4,813,837","-12,534,357","-7,500,003","-10,129,310","-7,382,266","-11,359,770","-5,181,497","-7,431,353","-4,601,954","-3,850,479","-3,122,790","-4,677,962","-2,446,314",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.375,-1.885,-0.713,-2.043,-2.927,-3.254,-2.155,-1.263,-3.289,-1.968,-2.658,-1.935,-2.981,-1.360,-2.849,-5.470,-8.533,-7.352,-21.529,-13.689,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-4,458,259","-8,503,848","-5,151,559","-7,206,329","-10,646,065","-14,147,301","-13,191,128","-9,754,335","-8,447,598","-18,108,670","-7,229,738","-8,976,476","-8,494,250","-6,833,190","-6,013,320","-4,939,148","-6,223,790","-4,768,212","-4,180,410","-2,235,742",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,-,"30,758","12,265","18,500","18,329","18,037","18,476","17,728","18,527","22,730","23,415","23,106","21,409","18,143","13,582","7,204","7,202","6,527","6,541",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-4,458,259","-8,503,848","-5,182,317","-7,218,594","-10,664,565","-14,165,630","-13,209,165","-9,772,811","-8,465,326","-18,127,197","-7,252,468","-8,999,891","-8,517,356","-6,854,599","-6,031,463","-4,952,730","-6,230,994","-4,775,414","-4,186,937","-2,242,283",Upgrade,Financials in USD,Fiscal year is January - December
