Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-12,693,000","-3,908,000","-17,704,000","25,237,000","-13,855,000","14,972,000","-12,270,000","4,461,000","224,093,000","-19,981,000","-25,210,000","-36,333,000","-30,544,000","-41,563,000","-49,484,000","-53,657,000","-43,836,000","-37,469,000","-26,419,000","-31,797,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,465.725%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"71,726,685","71,004,640","70,633,023","70,371,601","70,186,016","69,918,287","69,751,697","69,609,342","69,445,071","69,289,972","69,136,901","68,970,730","68,662,673","68,395,703","68,269,486","68,062,007","65,958,513","57,914,105","55,322,690","54,887,689",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"71,726,685","71,004,640","70,633,023","72,660,171","70,186,016","71,634,729","69,751,697","71,369,394","70,552,018","69,289,972","69,136,901","68,970,730","68,662,673","68,395,703","68,269,486","68,062,007","65,958,513","57,914,105","55,322,690","54,887,689",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.195%,-0.880%,1.264%,1.809%,-0.519%,3.384%,0.889%,3.478%,2.752%,1.307%,1.271%,1.335%,4.100%,18.099%,23.402%,24.002%,20.294%,6.312%,6.886%,13.266%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.177,-0.055,-0.251,0.359,-0.197,0.214,-0.176,0.064,3.227,-0.288,-0.365,-0.527,-0.445,-0.608,-0.725,-0.788,-0.665,-0.647,-0.478,-0.579,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.177,-0.060,-0.251,0.352,-0.197,0.210,-0.176,0.054,3.180,-0.290,-0.365,-0.527,-0.445,-0.610,-0.725,-0.788,-0.665,-0.647,-0.478,-0.579,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,550.017%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-2,236,000","5,168,000","3,903,000","4,269,000","16,970,000","-3,777,000","-4,291,000","-11,544,000","62,031,000","-7,939,000","-36,846,000","-19,135,000","-28,560,000","-38,842,000","-40,176,000","-41,246,000","-34,326,000","-29,224,000","-32,019,000","-26,166,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.031,0.073,0.055,0.059,0.242,-0.053,-0.062,-0.162,0.879,-0.115,-0.533,-0.277,-0.416,-0.568,-0.588,-0.606,-0.520,-0.505,-0.579,-0.477,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,55.963%,61.028%,60.700%,68.196%,60.626%,69.660%,68.303%,77.002%,88.339%,67.741%,61.251%,74.916%,77.123%,67.991%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-8.607%,-0.108%,-20.714%,0.097%,-16.298%,-4.413%,-23.159%,9.772%,46.818%,-71.808%,-72.444%,-192.750%,-253.551%,-526.415%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-11.311%,-3.597%,-22.169%,30.262%,-20.665%,20.948%,-25.380%,7.209%,226.048%,-74.081%,-78.319%,-193.828%,-252.534%,-539.499%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1.993%,4.757%,4.887%,5.119%,25.311%,-5.285%,-8.876%,-18.654%,62.572%,-29.434%,-114.468%,-102.081%,-236.131%,-504.180%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-9,259,000","313,000","-16,076,000","621,000","-10,324,000","-2,552,000","-10,600,000","6,649,000","46,906,000","-18,717,000","-22,663,000","-35,463,000","-30,009,000","-39,838,000","-48,971,000","-52,331,000","-42,569,000","-31,265,000","-28,793,000","-32,015,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-8.251%,0.288%,-20.131%,0.745%,-15.398%,-3.571%,-21.926%,10.744%,47.315%,-69.394%,-70.406%,-189.186%,-248.111%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"399,000","430,000","466,000","540,000","603,000","602,000","596,000","602,000","493,000","651,000","656,000","668,000","658,000","717,000","312,000","567,000","649,000","595,000","594,000","566,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-9,658,000","-117,000","-16,542,000","81,000","-10,927,000","-3,154,000","-11,196,000","6,047,000","46,413,000","-19,368,000","-23,319,000","-36,131,000","-30,667,000","-40,555,000","-49,283,000","-52,898,000","-43,218,000","-31,860,000","-29,387,000","-32,581,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-8.607%,-0.108%,-20.714%,0.097%,-16.298%,-4.413%,-23.159%,9.771%,46.818%,-71.808%,-72.444%,-192.750%,-253.551%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,269.618%,-,-,-,-,-,34.790%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"112,214,000","108,631,000","79,858,000","83,395,000","67,046,000","71,473,000","48,345,000","61,884,000","99,135,000","26,972,000","32,189,000","18,745,000","12,095,000","7,704,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
