Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"9,000","15,000","-12,000","-99,000","-55,000","-41,000","-188,000","-37,000","30,000","45,000","-24,000","24,000","31,000","44,000","35,000","85,000","76,000","-66,000","155,000","70,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-93,551,000","-102,854,000","-108,483,000","-32,919,000","-168,031,000","-160,325,000","-146,828,000","-147,146,000","-137,323,000","-126,260,000","-122,055,000","-124,712,000","-130,171,000","-107,245,000","-95,764,000","974,765,000","-106,264,000","-107,945,000","-126,740,000","-168,653,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,"213,000","-33,599,000",-,-,-,-,-,-,-,-,-,-,"130,000","529,000","-28,402,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-93,551,000","-102,854,000","-108,483,000","-32,706,000","-201,630,000","-160,325,000","-146,828,000","-147,146,000","-137,323,000","-126,260,000","-122,055,000","-124,712,000","-130,171,000","-107,245,000","-95,764,000","974,895,000","-105,735,000","-136,347,000","-126,740,000","-168,653,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-93,551,000","-102,854,000","-108,483,000","-32,706,000","-201,630,000","-160,325,000","-146,828,000","-147,146,000","-137,323,000","-126,260,000","-122,055,000","-124,712,000","-130,171,000","-107,245,000","-95,764,000","974,895,000","-105,735,000","-136,347,000","-126,740,000","-168,653,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-93,551,000","-102,854,000","-108,483,000","-32,706,000","-201,630,000","-160,325,000","-146,828,000","-147,146,000","-137,323,000","-126,260,000","-122,055,000","-124,712,000","-130,171,000","-107,245,000","-95,764,000","974,895,000","-105,735,000","-136,347,000","-126,740,000","-168,653,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"61,116,524","60,538,319","60,136,198","59,990,004","59,912,378","59,769,640","59,674,127","59,494,613","59,428,123","59,266,322","59,028,858","58,897,195","58,819,548","58,582,569","58,374,219","52,115,022","51,981,468","51,926,074","51,908,760","51,834,880",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"61,116,524","60,538,319","60,136,198","59,990,004","59,912,378","59,769,640","59,674,127","59,494,613","59,428,123","59,266,322","59,028,858","58,897,195","58,819,548","58,582,569","58,374,219","53,594,637","51,981,468","51,926,074","51,908,760","51,834,880",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.010%,1.286%,0.774%,0.833%,0.815%,0.849%,1.093%,1.014%,1.035%,1.167%,1.121%,9.894%,13.155%,12.819%,12.455%,3.395%,0.535%,1.304%,7.046%,10.578%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.531,-1.699,-1.804,-0.545,-3.365,-2.682,-2.460,-2.473,-2.311,-2.130,-2.068,-2.117,-2.213,-1.831,-1.641,18.707,-2.034,-2.626,-2.442,-3.254,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.531,-1.699,-1.804,-0.545,-3.365,-2.682,-2.460,-2.473,-2.311,-2.130,-2.070,-2.117,-2.213,-1.831,-1.641,18.185,-2.034,-2.630,-2.442,-3.254,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-82,365,000","-80,437,000","-37,832,000","-119,407,000","-136,194,000","-131,630,000","-153,907,000","-127,214,000","-119,229,000","-106,561,000","-107,969,000","-97,873,000","-68,826,000","-102,769,000","-109,086,000","1,010,971,000","-91,015,000","-119,054,000","-136,967,000","-117,099,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.348,-1.329,-0.629,-1.990,-2.273,-2.202,-2.579,-2.138,-2.006,-1.798,-1.829,-1.662,-1.170,-1.754,-1.869,18.863,-1.751,-2.293,-2.639,-2.259,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,16.444%,-,-,-,-,-,-,-,-,-,-,-,92.621%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-852.515%,-1286.110%,-1489.180%,-54.234%,-6562.960%,-6889.935%,-4719.794%,-5371.798%,-8135.710%,-8554.763%,-7787.547%,-7642.326%,-9089.861%,-6574.620%,-6096.462%,87.798%,-6570.287%,-10152.893%,-5757.830%,-8910.102%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-788.063%,-1188.514%,-1372.855%,-41.946%,-7423.785%,-6480.396%,-4457.438%,-5135.986%,-7896.665%,-8411.726%,-7715.234%,-7595.128%,-9039.653%,-6527.389%,-6049.526%,87.893%,-6451.190%,-12520.386%,-5544.182%,-8604.745%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-693.834%,-929.478%,-478.765%,-153.141%,-5014.507%,-5320.534%,-4672.344%,-4440.279%,-6856.182%,-7099.334%,-6824.842%,-5960.597%,-4779.583%,-6254.960%,-6891.093%,91.145%,-5553.081%,-10932.415%,-5991.557%,-5974.439%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-100,947,000","-110,989,000","-117,339,000","-41,878,000","-177,920,000","-170,126,000","-155,147,000","-153,612,000","-141,202,000","-128,128,000","-122,924,000","-125,154,000","-130,520,000","-107,128,000","-93,925,000","974,495,000","-107,037,000","-109,903,000","-130,955,000","-173,973,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-53.709%,-,-,-,-,-,-,-,-,-,-,-,87.857%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"255,000","311,000","336,000","409,000","330,000","331,000","323,000","290,000","278,000","279,000","275,000","333,000","374,000","893,000","2,582,000","649,000","650,000","662,000","669,000","665,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-101,202,000","-111,300,000","-117,675,000","-42,287,000","-178,250,000","-170,457,000","-155,470,000","-153,902,000","-141,480,000","-128,407,000","-123,199,000","-125,487,000","-130,894,000","-108,021,000","-96,507,000","973,846,000","-107,687,000","-110,565,000","-131,624,000","-174,638,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-54.233%,-,-,-,-,-,-,-,-,-,-,-,87.798%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"11,871,000","8,654,000","7,902,000","77,972,000","2,716,000","2,474,000","3,294,000","2,865,000","1,739,000","1,501,000",-,"6,308,000",-,-,-,"1,114,200,000",-,-,-,"1,960,000",Upgrade,Financials in USD,Fiscal year is January - December
