Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-2,462,870","-2,305,090","-2,450,833","-12,747,429","-2,012,885","-3,050,586","-2,844,837","-2,237,740","-3,870,113","-3,589,543","-4,590,993","-2,292,576","-4,383,746","-3,815,347","-5,219,945","-4,409,083","-4,496,560","-12,337,296","-5,187,760","-3,597,277",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"6,528,064","4,529,045","3,496,078","2,589,756","2,356,065","2,024,766","2,017,614","2,211,362","1,945,747","1,939,913","2,002,946","2,185,093","1,937,716","1,931,070","1,716,223","1,133,438","994,501","870,375","768,747","769,452",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"6,528,064","4,529,045","3,496,078","2,589,756","2,356,065","2,024,766","2,017,614","2,211,362","1,945,747","1,939,913","2,002,946","2,185,093","1,937,716","1,931,070","1,716,223","1,133,438","994,501","870,375","768,747","769,452",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),177.075%,123.682%,73.278%,17.111%,21.088%,4.374%,0.732%,1.202%,0.414%,0.458%,16.707%,92.785%,94.843%,121.866%,123.249%,47.305%,29.366%,13.230%,50.970%,58.179%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.377,-0.509,-0.701,-4.922,-0.854,-1.507,-1.410,-1.012,-1.989,-1.850,-2.292,-1.049,-2.262,-1.976,-3.042,-3.890,-4.521,-14.175,-6.748,-4.675,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.377,-0.509,-0.701,-4.922,-0.854,-1.507,-1.410,-1.012,-1.989,-1.850,-2.292,-1.049,-2.262,-1.976,-3.042,-3.890,-4.521,-14.175,-6.748,-4.675,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,970,251","-1,544,529","-3,064,249","-1,102,545","-1,503,012","-2,576,628","-2,108,695","-2,436,274","-3,812,924","-3,382,805","-5,723,999","-2,504,347","-4,603,966","-2,078,346","-4,327,429","-3,631,581","-4,665,588","-4,832,823","-3,822,872","-3,950,375",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.302,-0.341,-0.876,-0.426,-0.638,-1.273,-1.045,-1.102,-1.960,-1.744,-2.858,-1.146,-2.376,-1.076,-2.521,-3.204,-4.691,-5.553,-4.973,-5.134,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-28053.121%,-23621.652%,-17063.058%,-,-4539.983%,-11860.304%,-30568.302%,-2645.538%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-26960.688%,-23175.462%,-16710.744%,-,-4497.673%,-11811.204%,-30438.195%,-2635.539%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-20131.422%,-19574.778%,-12386.601%,-,-4431.211%,-11130.943%,-37950.003%,-2878.990%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-2,430,432","-2,299,152","-2,453,255","-12,796,324","-2,089,661","-3,098,015","-2,893,512","-2,286,094","-3,893,772","-3,594,086","-4,602,149","-2,294,854","-4,384,812","-3,826,117","-5,225,355","-4,536,763","-4,496,105","-12,340,046","-5,219,237","-3,640,475",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"6,848","6,848","6,848",-,"4,785","11,303","11,303","13,073","12,747","10,379","8,468","6,420","9,641","12,451","12,725","12,858","12,862","12,860","13,125","18,278",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,437,280","-2,306,000","-2,460,103","-12,796,324","-2,094,446","-3,109,318","-2,904,815","-2,299,167","-3,906,519","-3,604,465","-4,610,617","-2,301,274","-4,394,453","-3,838,568","-5,238,080","-4,549,621","-4,508,967","-12,352,906","-5,232,362","-3,658,753",Upgrade,Financials in USD,Fiscal year is January - December
