Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-20,014,000","-28,482,000","-26,958,000","-23,193,000","-34,528,000","-12,709,000","-5,394,000","-2,837,000","-5,950,000","-2,485,000","-5,619,000","-7,057,000","-7,307,000","-6,335,000","-10,028,000","-13,146,000","-9,040,000","-10,902,000","-11,063,000","-12,165,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,"-3,800,000",-,"-7,800,000",-,-,-,-,-,-,-,-,-,"-249,000","-436,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,"-181,432,000",-,-,"-150,368,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-99,051,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,"-800,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,528,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-201,446,000","-28,482,000","-26,958,000","-277,212,000","-34,528,000","-20,509,000","-5,394,000","-2,837,000","-5,950,000","-2,485,000","-5,619,000","-7,057,000","-7,307,000","-4,807,000","-10,028,000","-13,395,000","-9,476,000","-10,902,000","-11,063,000","-12,165,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"13,000","-4,000","14,000","-4,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-201,459,000","-28,478,000","-26,972,000","-277,208,000","-34,528,000","-20,509,000","-5,394,000","-2,837,000","-5,950,000","-2,485,000","-5,619,000","-7,057,000","-7,307,000","-4,807,000","-10,028,000","-13,395,000","-9,476,000","-10,902,000","-11,063,000","-12,165,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"21,491,000","3,595,000","3,537,000","60,094,000","8,099,000","1,819,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-179,968,000","-24,883,000","-23,435,000","-217,114,000","-26,429,000","-18,690,000","-5,394,000","-2,837,000","-5,950,000","-2,485,000","-5,619,000","-7,057,000","-7,307,000","-4,807,000","-10,028,000","-13,395,000","-9,476,000","-10,902,000","-11,063,000","-12,165,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-179,968,000","-24,883,000","-23,435,000","-217,114,000","-26,429,000","-18,690,000","-5,394,000","-2,837,000","-5,950,000","-2,485,000","-5,619,000","-7,057,000","-7,307,000","-4,807,000","-10,028,000","-13,395,000","-9,476,000","-10,902,000","-11,063,000","-12,165,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"23,586,746","21,851,982","20,862,938","17,244,665","16,641,127","6,136,114","988,145","968,857","935,702","933,274","840,402","765,546","745,594","743,987","742,727","725,659","664,006","660,787","659,763","658,904",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"23,586,746","21,851,982","20,862,938","17,244,665","16,641,127","6,136,114","988,145","968,857","935,702","933,274","840,402","765,546","745,594","743,987","742,727","725,659","664,006","660,787","659,763","658,904",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),41.738%,256.121%,2011.324%,1679.898%,1678.464%,557.483%,17.580%,26.558%,25.498%,25.442%,13.151%,5.497%,12.287%,12.591%,12.575%,10.131%,1.016%,0.936%,0.949%,1.026%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-7.630,-1.139,-1.123,-12.590,-1.588,-3.046,-5.459,-2.928,-6.359,-2.663,-6.686,-9.218,-9.800,-6.461,-13.502,-18.459,-14.271,-16.499,-16.768,-18.462,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-7.630,-1.139,-1.123,-12.590,-1.588,-3.046,-5.459,-2.928,-6.359,-2.663,-6.700,-9.218,-10.000,-6.461,-13.502,-18.459,-14.271,-16.499,-16.768,-18.462,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-13,875,000","-17,217,000","-13,708,000","-17,466,000","-18,386,000","-12,304,000","-2,375,000","-3,774,000","-4,545,000","-5,616,000","-6,949,000","-4,278,000","-3,474,000","-1,870,000","-9,686,000","-13,314,000","-5,968,000","-13,621,000","-12,555,000","-7,694,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.588,-0.788,-0.657,-1.013,-1.105,-2.005,-2.403,-3.895,-4.857,-6.018,-8.269,-5.588,-4.659,-2.513,-13.041,-18.347,-8.988,-20.613,-19.030,-11.677,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,-3.139%,-6.686%,2.971%,-53.226%,-35.444%,-34.707%,-130.646%,-63.399%,-43.901%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1140.072%,-2563.484%,-3385.872%,-1459.021%,-5430.947%,-5843.147%,-10626.190%,-7888.095%,-14769.048%,-16500.000%,-19028.125%,-345.342%,-89.629%,-50.370%,-219.923%,-92.137%,-164.358%,-478.890%,-448.212%,-317.964%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-10795.921%,-2969.332%,-4300.000%,-19683.953%,-5564.000%,-9487.310%,-12842.857%,-6754.762%,-14166.667%,-6060.976%,-17559.375%,-363.201%,-94.138%,-40.463%,-227.806%,-96.187%,-180.805%,-472.562%,-465.419%,-323.279%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-832.334%,-2054.535%,-2515.229%,-1583.500%,-3870.737%,-6245.685%,-5654.762%,-8985.714%,-10821.429%,-13697.561%,-21715.625%,-220.175%,-44.757%,-15.741%,-220.036%,-95.605%,-113.871%,-590.420%,-528.187%,-204.465%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-17,348,000","-19,722,000","-16,659,000","-14,275,000","-24,113,000","-10,806,000","-3,977,000","-2,937,000","-5,808,000","-6,372,000","-5,719,000","-6,148,000","-6,361,000","-5,389,000","-9,096,000","-12,334,000","-8,146,000","-10,596,000","-10,202,000","-11,409,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-81.951%,-45.362%,-206.633%,-88.568%,-155.428%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,657,000","1,760,000","1,794,000","1,818,000","1,684,000","705,000","486,000","376,000","395,000","393,000","370,000","562,000","596,000","595,000","585,000","497,000","468,000","452,000","452,000","556,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-19,005,000","-21,482,000","-18,453,000","-16,093,000","-25,797,000","-11,511,000","-4,463,000","-3,313,000","-6,203,000","-6,765,000","-6,089,000","-6,710,000","-6,957,000","-5,984,000","-9,681,000","-12,831,000","-8,614,000","-11,048,000","-10,654,000","-11,965,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-89.629%,-50.370%,-219.923%,-92.137%,-164.358%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"1,667,000","838,000","545,000","1,103,000","475,000","197,000","42,000","42,000","42,000","41,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
