Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Net Income to Common,"-22,879,000","-20,685,000","-21,869,000","-18,161,000","-23,986,000","-18,576,000","-21,372,000","-20,960,000","241,362,000","-23,468,000","-24,767,000","-39,498,000","-18,560,000","-17,763,000","-97,415,000","-11,675,000","-11,411,000","-10,016,000","-10,420,000","-3,503,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"89,701,117","89,630,959","89,259,106","88,910,300","88,620,666","88,583,567","88,294,624","88,049,138","87,634,888","87,436,180","87,088,804","86,867,070","86,335,357","86,225,836","80,204,094","62,702,181","62,242,456","62,042,778","61,742,035","61,385,616",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"89,701,117","89,630,959","89,259,106","88,910,300","88,620,666","88,583,567","88,294,624","88,049,138","87,814,330","87,436,180","87,088,804","86,867,070","86,335,357","86,225,836","80,204,094","62,702,181","62,242,456","62,042,778","61,742,035","61,385,616",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.219%,1.182%,1.092%,0.978%,0.918%,1.312%,1.385%,1.361%,1.713%,1.404%,8.584%,38.539%,38.708%,38.978%,29.902%,2.145%,6.475%,21.343%,21.331%,21.022%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.255,-0.231,-0.245,-0.204,-0.271,-0.210,-0.242,-0.238,2.754,-0.268,-0.284,-0.455,-0.215,-0.206,-1.215,-0.186,-0.183,-0.161,-0.169,-0.057,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.255,-0.231,-0.245,-0.210,-0.271,-0.210,-0.242,-0.239,2.750,-0.268,-0.284,-0.455,-0.215,-0.210,-1.215,-0.186,-0.183,-0.161,-0.169,-0.057,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-20,534,000","-17,754,000","-17,545,000","-14,588,000","-17,948,000","-14,354,000","-22,287,000","-19,987,000","7,056,000","-10,560,000","-23,447,000","-34,037,000","-15,293,000","-12,836,000","-37,971,000","-9,043,000","-8,348,000","-7,878,000","-10,827,000","-3,477,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.229,-0.198,-0.197,-0.164,-0.203,-0.162,-0.252,-0.227,0.080,-0.121,-0.269,-0.392,-0.177,-0.149,-0.473,-0.144,-0.134,-0.127,-0.175,-0.057,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,53.927%,-,-,-,-,-,100.000%,-,-,-,-,-10.729%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-95357.692%,-17699.225%,-,-520250.000%,-242627.273%,-82107.692%,-8557.597%,-2943.489%,29.630%,-5328.864%,-165140.000%,-85939.130%,-17383.178%,-4556.266%,-1014.843%,-1049.732%,-718.459%,-733.666%,-879.371%,-57.234%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-87996.154%,-16034.884%,-,-454025.000%,-218054.545%,-71446.154%,-7551.943%,-2574.939%,741.398%,-5333.636%,-165113.333%,-85865.217%,-17345.794%,-4542.967%,-6788.502%,-1042.411%,-709.198%,-714.408%,-839.645%,-51.766%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-78976.923%,-13762.791%,-,-364700.000%,-163163.636%,-55207.692%,-7875.265%,-2455.405%,21.674%,-2400.000%,-156313.333%,-73993.478%,-14292.523%,-3282.864%,-2646.063%,-807.411%,-518.832%,-561.912%,-872.442%,-51.382%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-24,772,000","-22,808,000","-26,368,000","-20,787,000","-26,666,000","-21,325,000","-24,196,000","-23,935,000","9,671,000","-23,423,000","-24,747,000","-39,508,000","-18,562,000","-17,781,000","-14,492,000","-11,664,000","-11,467,000","-10,182,000","-10,801,000","-3,760,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,29.707%,-,-,-,-,-,-,-,-,-,-,-55.564%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"21,000","24,000","22,000","23,000","23,000","23,000","22,000","25,000","25,000","24,000","24,000","24,000","38,000","34,000","71,000","93,000","93,000","104,000","112,000","113,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-24,793,000","-22,832,000","-26,390,000","-20,810,000","-26,689,000","-21,348,000","-24,218,000","-23,960,000","9,646,000","-23,447,000","-24,771,000","-39,532,000","-18,600,000","-17,815,000","-14,563,000","-11,757,000","-11,560,000","-10,286,000","-10,913,000","-3,873,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,29.630%,-,-,-,-,-,-,-,-,-,-,-57.234%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,0.063%,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"26,000","129,000",-,"4,000","11,000","26,000","283,000","814,000","32,555,000","440,000","15,000","46,000","107,000","391,000","1,435,000","1,120,000","1,609,000","1,402,000","1,241,000","6,767,000",Upgrade,Financials in USD,Fiscal year is January - December
