Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"52,943,000","42,096,000","34,993,000","36,809,000","36,385,000","32,930,000","18,434,000","24,276,000","33,004,000","32,062,000","26,849,000","36,736,000","36,304,000","32,053,000","19,913,000","30,807,000","25,341,000","36,272,000","39,182,000","36,460,000",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,-,-,-,-,"-14,000,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"-500,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"52,943,000","41,596,000","34,993,000","36,809,000","36,385,000","32,930,000","18,434,000","24,276,000","33,004,000","32,062,000","26,849,000","36,736,000","36,304,000","32,053,000","19,913,000","30,807,000","25,341,000","36,272,000","39,182,000","36,460,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"5,730,000","6,108,000","7,231,000","5,454,000","5,007,000","5,402,000","2,555,000","7,675,000","-1,604,000","4,650,000","4,052,000","4,683,000","5,833,000","5,530,000","-3,552,000","4,813,000","3,716,000","7,945,000","9,117,000","7,079,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"47,213,000","35,488,000","27,762,000","31,355,000","31,378,000","27,528,000","15,879,000","16,601,000","34,608,000","27,412,000","22,797,000","32,053,000","30,471,000","26,523,000","23,465,000","25,994,000","21,625,000","28,327,000","30,065,000","29,381,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"523,000","368,000","248,000","212,000","206,000","172,000","72,000","68,000","58,000","14,000",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"46,690,000","35,120,000","27,514,000","31,143,000","31,172,000","27,356,000","15,807,000","16,533,000","34,550,000","27,398,000","22,797,000","32,053,000","30,471,000","26,523,000","23,465,000","25,994,000","21,625,000","28,327,000","30,065,000","29,381,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,50.465%,28.916%,74.835%,88.874%,-9.333%,0.423%,-30.346%,-48.208%,13.577%,3.352%,-2.847%,23.309%,40.906%,-6.368%,-21.952%,-11.528%,-17.901%,40.330%,64.523%,33.501%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"103,371,000","103,118,000","102,791,000","102,455,000","102,014,000","101,964,000","107,885,000","107,700,000","107,125,000","106,289,000","106,012,000","113,741,000","115,791,000","116,294,000","116,818,000","116,320,000","115,734,000","115,006,000","114,575,000","114,347,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"113,723,000","111,244,000","109,915,000","110,886,000","111,099,000","109,590,000","115,425,000","116,328,000","116,620,000","115,399,000","115,037,000","122,432,000","125,136,000","126,680,000","129,668,000","127,423,000","124,464,000","123,234,000","122,226,000","122,688,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),2.362%,1.509%,-4.774%,-4.678%,-4.734%,-5.034%,0.337%,-4.986%,-6.805%,-8.905%,-11.283%,-3.917%,0.540%,2.796%,6.089%,3.859%,2.219%,1.191%,-1.347%,-1.969%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.452,0.341,0.268,0.304,0.306,0.268,0.147,0.154,0.323,0.258,0.215,0.282,0.263,0.228,0.201,0.223,0.187,0.246,0.262,0.257,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.410,0.320,0.250,0.280,0.280,0.250,0.140,0.140,0.300,0.240,0.200,0.261,0.240,0.210,0.180,0.199,0.170,0.230,0.250,0.240,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,46.429%,28.000%,78.571%,99.515%,-6.667%,4.167%,-30.000%,-46.227%,25.000%,14.286%,11.111%,31.093%,41.176%,-8.696%,-28.000%,-17.006%,-22.727%,35.294%,66.667%,32.968%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"72,194,000","40,766,000","23,756,000","5,887,000","52,872,000","42,184,000","25,957,000","33,357,000","33,297,000","18,021,000","35,235,000","49,362,000","48,545,000","44,220,000","25,296,000","34,640,000","29,726,000","53,139,000","33,227,000","48,319,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.635,0.366,0.216,0.053,0.476,0.385,0.225,0.287,0.286,0.156,0.306,0.403,0.388,0.349,0.195,0.272,0.239,0.431,0.272,0.394,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,98.429%,98.764%,98.273%,98.614%,98.669%,98.663%,98.688%,98.564%,98.684%,98.727%,98.666%,98.630%,98.674%,98.489%,98.404%,98.537%,98.591%,98.607%,97.986%,98.366%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,25.527%,22.035%,20.094%,23.388%,25.224%,25.131%,14.058%,21.832%,31.392%,30.403%,28.572%,37.101%,37.690%,34.877%,24.721%,35.586%,28.634%,39.815%,40.442%,39.838%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,25.577%,21.441%,18.741%,23.000%,25.220%,23.239%,14.961%,16.043%,33.963%,26.501%,24.333%,32.435%,31.697%,28.959%,29.539%,30.319%,25.050%,31.984%,32.242%,33.427%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,39.548%,24.888%,16.182%,4.348%,42.776%,35.836%,24.568%,32.368%,32.731%,17.431%,37.609%,49.950%,50.499%,48.281%,31.844%,40.404%,34.434%,60.000%,35.633%,54.974%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"46,916,000","36,168,000","29,620,000","32,241,000","31,409,000","29,888,000","15,144,000","23,159,000","32,129,000","31,548,000","27,057,000","36,953,000","36,501,000","32,203,000","19,892,000","30,588,000","24,804,000","35,386,000","37,949,000","35,245,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,25.701%,22.081%,20.176%,23.811%,25.412%,25.390%,14.334%,22.472%,31.583%,30.515%,28.880%,37.393%,37.970%,35.161%,25.041%,35.677%,28.733%,39.955%,40.697%,40.099%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"318,000","76,000","120,000","572,000","232,000","305,000","291,000","660,000","195,000","116,000","288,000","289,000","269,000","260,000","254,000","78,000","85,000","124,000","238,000","229,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"46,598,000","36,092,000","29,500,000","31,669,000","31,177,000","29,583,000","14,853,000","22,499,000","31,934,000","31,432,000","26,769,000","36,664,000","36,232,000","31,943,000","19,638,000","30,510,000","24,719,000","35,262,000","37,711,000","35,016,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,25.527%,22.035%,20.094%,23.388%,25.224%,25.131%,14.058%,21.832%,31.392%,30.402%,28.572%,37.101%,37.690%,34.877%,24.721%,35.586%,28.634%,39.815%,40.442%,39.838%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,10.823%,14.684%,20.664%,14.817%,13.761%,16.404%,13.860%,31.616%,-,14.503%,15.092%,12.748%,16.067%,17.253%,-,15.623%,14.664%,21.904%,23.268%,19.416%,Upgrade,Financials in USD,Fiscal year is January - December
