Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters,Currency,Fiscal_Year_period
Operating Income,"-4,224,000","-4,224,000","-6,020,000","-6,020,000","-4,408,000","-6,420,000","-9,948,000","-7,108,000","-9,159,000","-16,629,000","-11,799,000","-17,398,000","-24,886,000","-18,152,000","-19,708,000","-14,460,000","-12,500,000","-17,016,000","-11,764,000","-9,844,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-898,500","-898,500",-,-,"-23,508,000","-421,000","-11,273,000","-28,640,000","-4,214,000","-3,909,000","-3,593,000","-4,006,000","-4,250,000","-4,753,000","-4,408,000","-4,220,000","-3,655,000","-355,000","-771,000","-161,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"24,500","24,500","1,037,000","1,037,000",-,"21,582,000",-,"3,190,000",-,-,"12,000","17,000","15,000","42,000",-,"42,000","108,000","214,000",-,"170,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,"-57,500","-57,500",-,-,"-40,000",-,-,-,"-28,000",-,-,-,"-9,000",-,-,-,"74,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"3,554,000","3,554,000","-7,762,500","-7,762,500","8,071,000",-,"17,532,000","-3,143,000","1,662,000","10,000","-65,000",-,-,-,"-300,000",-,-,-,"296,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,544,000","-1,544,000","-12,803,000","-12,803,000","-19,845,000","14,741,000","-3,729,000","-35,701,000","-11,711,000","-20,528,000","-15,473,000","-21,387,000","-29,121,000","-22,863,000","-24,425,000","-18,638,000","-16,047,000","-17,157,000","-12,165,000","-9,835,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"94,000",-,-,-,"474,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,"35,500,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,-,-,-,"-8,900,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"-740,000","-740,000","20,606,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-1,544,000","-1,544,000","-13,543,000","-13,543,000","761,000","50,241,000","-3,729,000","-35,701,000","-11,711,000","-20,528,000","-24,373,000","-21,387,000","-29,121,000","-22,863,000","-24,331,000","-18,638,000","-16,047,000","-17,157,000","-11,691,000","-9,835,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,544,000","-1,544,000","-13,543,000","-13,543,000","761,000","50,241,000","-3,729,000","-35,701,000","-11,711,000","-20,528,000","-24,373,000","-21,387,000","-29,121,000","-22,863,000","-24,331,000","-18,638,000","-16,047,000","-17,157,000","-11,691,000","-9,835,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,544,000","-1,544,000","-13,543,000","-13,543,000","761,000","50,241,000","-3,729,000","-35,701,000","-11,711,000","-20,528,000","-24,373,000","-21,387,000","-29,121,000","-22,863,000","-24,331,000","-18,638,000","-16,047,000","-17,157,000","-11,691,000","-9,835,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"1,176,046","1,176,046","390,451","390,451","127,793",-,"74,458","63,837","56,831","52,493","49,608","46,791","46,680","42,960","37,883","37,289","35,767","35,270","33,661","28,369",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"1,176,046","1,176,046","390,451","390,451","127,793",-,"74,458","63,837","56,831","52,493","49,608","46,791","46,680","42,960","37,883","37,289","35,767","35,270","33,661","28,369",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),820.274%,-,424.391%,511.637%,124.865%,-,50.093%,36.430%,21.746%,22.190%,30.951%,25.482%,30.511%,21.803%,12.543%,31.443%,26.078%,24.326%,27.930%,20.740%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.313,-1.313,-34.686,-34.686,5.955,-500.000,-50.082,-559.252,-206.067,-391.062,-491.312,-457.075,-623.843,-532.193,-642.267,-499.826,-448.654,-486.447,-347.316,-346.681,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.313,-1.313,-34.686,-34.686,5.955,-500.000,-50.082,-559.252,-206.067,-391.062,-491.312,-457.075,-623.843,-532.193,-642.267,-499.826,-448.654,-486.447,-347.316,-346.681,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-3,093,000","-3,093,000","-9,024,500","-9,024,500","-10,596,000","-7,186,000","-2,421,000","-6,050,000","-16,744,000","-4,168,000","-14,862,000","-19,046,000","-18,901,000","-12,355,000","-12,754,000","-9,337,000","-15,049,000","-10,866,000","-13,902,000","-8,895,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.630,-2.630,-23.113,-23.113,-82.915,-,-32.515,-94.773,-294.628,-79.401,-299.589,-407.044,-404.906,-287.593,-336.668,-250.396,-420.751,-308.081,-413.000,-313.546,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,45.412%,45.412%,8.282%,8.282%,55.122%,55.210%,32.818%,46.154%,50.970%,51.976%,52.725%,57.291%,50.749%,50.168%,50.366%,50.642%,32.111%,-62.405%,50.440%,55.103%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-328.460%,-328.460%,-1060.793%,-1060.793%,-245.434%,-178.383%,-77.731%,-40.497%,-49.924%,-126.900%,-53.459%,-80.513%,-115.738%,-88.224%,-91.832%,-69.045%,-59.811%,-1611.364%,-739.874%,-702.641%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-120.062%,-120.062%,-2386.432%,-2386.432%,42.372%,1395.971%,-29.137%,-203.401%,-63.834%,-156.654%,-110.430%,-98.973%,-135.434%,-111.120%,-113.373%,-88.994%,-76.784%,-1624.716%,-735.283%,-701.999%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-240.513%,-240.513%,-1590.220%,-1590.220%,-589.978%,-199.667%,-18.917%,-34.469%,-91.268%,-31.807%,-67.337%,-88.139%,-87.903%,-60.049%,-59.429%,-44.583%,-72.008%,-1028.977%,-874.340%,-634.904%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-4,015,000","-4,015,000","-5,841,500","-5,636,834","-3,615,500","54,065,000","-9,809,000","-5,016,000","-7,243,000","-14,491,000","-11,396,000","-15,057,000","-22,591,000","-15,833,000","-19,513,000","-11,881,000","-12,083,000","-16,666,000","-11,685,000","-9,556,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-201.308%,1502.223%,-76.645%,-28.578%,-39.480%,-110.584%,-51.633%,-69.679%,-105.065%,-76.953%,-90.923%,-56.730%,-57.816%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"209,000","209,000","178,500","383,166","792,500","60,485,000","139,000","2,092,000","1,916,000","2,138,000","403,000","2,341,000","2,295,000","2,319,000","195,000","2,579,000","417,000","350,000","79,000","288,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-4,224,000","-4,224,000","-6,020,000","-6,020,000","-4,408,000","-6,420,000","-9,948,000","-7,108,000","-9,159,000","-16,629,000","-11,799,000","-17,398,000","-24,886,000","-18,152,000","-19,708,000","-14,460,000","-12,500,000","-17,016,000","-11,764,000","-9,844,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-245.434%,-178.383%,-77.731%,-40.497%,-49.924%,-126.900%,-53.459%,-80.513%,-115.738%,-88.224%,-91.832%,-69.044%,-59.811%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
