Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Operating Income,"-11,829,000","-15,014,000","-13,891,000","-18,169,000","-20,352,000","-20,620,000","-20,769,000",-,"-26,947,000","-24,324,000","-26,236,000","-38,755,000","-54,488,000","-60,217,000","-43,459,000","-58,450,000","-41,169,000","-34,708,000","-45,060,000","-63,569,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,-,-,"-27,000",-,-,-,-,"-126,000","-83,000","-7,000","-1,244,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"12,460,000","13,451,000","14,245,000","14,214,000","13,375,000","12,471,000","11,175,000",-,"7,208,000","3,775,000","2,045,000","2,412,000","2,064,000","2,293,000","2,329,000","3,149,000","3,907,000","3,817,000","7,758,000","8,758,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,"917,000","1,448,000","752,000","1,057,000","270,000","-496,000",-,"-1,119,000","5,197,000",-,"-2,141,000","-1,414,000","-1,115,000","-1,643,000","-1,217,000","-1,327,000","-794,000",-,"-505,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-7,432,000","6,543,000","13,259,000","-11,323,000","8,816,000","-3,174,000","-1,643,000",-,"2,387,000","-2,852,000","-1,872,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"11,196,000","-3,615,000","-3,312,000","-4,168,000","-4,317,000","5,193,000","-7,738,000",-,"16,843,000","1,298,000","14,687,000","29,268,000","133,182,000","115,325,000","-117,090,000","-54,750,000","104,666,000","-35,889,000","112,990,000","126,868,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"4,395,000","2,282,000","11,749,000","-18,694,000","-1,421,000","-5,860,000","-19,471,000",-,"-1,628,000","-16,906,000","-11,376,000","-9,243,000","79,344,000","56,286,000","-159,863,000","-111,268,000","65,951,000","-67,657,000","75,681,000","70,308,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-7,450,000","-547,000","-83,000","-101,000","-1,423,000",-,-,-,"-387,000","-978,000","-2,031,000","-119,900,000",-,-,-,-,-,-,-,"-8,531,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,"56,642,000","-142,000","-234,914,000",-,"5,000,000",-,"-40,000,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"32,469,000","-12,916,000","-12,734,000","-23,350,000",-,-,-,-,"-28,972,000",-,"-11,238,000",-,-,-,-,"46,000","3,974,000",-,-,"35,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-10,422,000","248,000",-,-,-,"17,000",-,-,-,"49,000","135,000","-1,041,000","7,000","1,050,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-14,376,000",-,"-1,974,000","-3,366,000",-,-,-,-,-,-,"-3,493,000","-60,622,000","-1,784,000","-1,214,000","-1,741,000","-5,000,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"4,616,000","-10,933,000","-3,042,000","-45,511,000","-2,844,000","-5,843,000","-19,471,000",-,"-30,987,000","-17,835,000","-28,003,000","-134,164,000","77,425,000","-178,792,000","-161,604,000","-111,222,000","69,925,000","-107,657,000","75,681,000","61,812,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-2,708,000","-2,174,000","-558,000","-360,000","-1,254,000","-180,000","-1,436,000",-,"2,118,000","-308,000","362,000","-272,000","-159,000",-,-,"359,000","988,000",-,-,"-58,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"7,324,000","-8,759,000","-2,484,000","-45,151,000","-1,590,000","-5,663,000","-18,035,000",-,"-33,105,000","-17,527,000","-28,365,000","-133,892,000","77,584,000","-178,792,000","-161,604,000","-111,581,000","68,937,000","-107,657,000","75,681,000","61,870,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,-,-,-,"124,000","-182,000","-2,834,000","-1,222,000",-,"-3,781,000","-2,811,000","-4,288,000",-,"82,000","-561,000","-21,000","-131,000","-473,000","-46,000",-,"-300,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"7,324,000","-8,759,000","-2,484,000","-45,027,000","-1,772,000","-8,497,000","-19,257,000",-,"-36,886,000","-20,338,000","-32,653,000","-133,892,000","77,666,000","-179,353,000","-161,625,000","-111,712,000","68,464,000","-107,703,000","75,681,000","61,570,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"1,025,000","2,000","243,000","237,000","128,000","137,000","88,000",-,"-105,000","117,000","15,000","255,000","250,000","279,000","313,000","479,000","569,000","726,000","359,000","435,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"8,349,000","-8,757,000","-2,241,000","-44,790,000","-1,644,000","-8,360,000","-19,169,000",-,"-36,991,000","-20,221,000","-32,638,000","-133,637,000","77,916,000","-179,074,000","-161,312,000","-111,233,000","69,033,000","-106,977,000","76,040,000","62,005,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"8,349,000","-8,757,000","-2,241,000","-44,790,000","-1,644,000","-8,360,000","-19,169,000",-,"-36,991,000","-20,221,000","-32,638,000","-133,637,000","77,916,000","-179,074,000","-161,312,000","-111,233,000","69,033,000","-106,977,000","76,040,000","62,005,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,-,12.868%,-,-,-,-88.578%,-,-75.791%,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"382,285,589","382,157,555","381,442,597","381,155,824","381,100,005","380,961,682","380,634,208",-,"378,114,160","376,031,860","375,028,294","374,227,930","372,456,354","371,721,382","363,012,740","358,068,549","350,288,783","349,075,408","348,817,472","345,981,864",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"385,984,407","382,157,555","381,442,597","381,155,824","381,100,005","380,961,682","380,634,208",-,"378,114,160","376,031,860","375,028,294","374,227,930","375,653,248","371,721,382","363,012,740","358,068,549","373,863,414","349,075,408","374,330,168","375,318,457",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.282%,0.314%,0.212%,-,0.790%,1.311%,1.495%,-,0.655%,1.160%,3.310%,4.513%,0.479%,6.487%,-3.023%,-4.596%,1.244%,-6.833%,38.085%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.022,-0.023,-0.006,-0.118,-0.004,-0.022,-0.050,-,-0.098,-0.054,-0.087,-0.357,0.209,-0.482,-0.444,-0.311,0.197,-0.306,0.218,0.179,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.020,-0.023,-0.010,-0.120,-0.004,-0.022,-0.053,-,-0.100,-0.057,-0.087,-0.359,0.209,-0.482,-0.444,-0.311,0.183,-0.309,0.200,0.179,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-,-,-,-,-,-,-,14.437%,-,-,-,-88.702%,-,-39.331%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"5,168,000","1,015,000","-3,928,000",-,"-172,000","-12,268,000","-48,497,000",-,"-14,254,000","-18,787,000","-34,622,000","-36,431,000","-33,785,000","-41,249,000","-53,295,000","-48,406,000","-36,156,000","-46,412,000","-45,309,000","-54,523,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.013,0.003,-0.010,-,-0.000,-0.032,-0.127,-,-0.038,-0.050,-0.092,-0.097,-0.090,-0.111,-0.147,-0.135,-0.097,-0.133,-0.121,-0.145,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,31.307%,22.682%,17.728%,7.999%,16.002%,16.293%,15.014%,-,15.405%,20.007%,29.553%,7.532%,-3.577%,-101.037%,-23.495%,-87.399%,-13.532%,-29.566%,-76.803%,-275.151%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-34.523%,-54.081%,-54.931%,-75.973%,-82.031%,-108.406%,-106.535%,-,-132.035%,-112.601%,-115.552%,-150.242%,-267.006%,-385.463%,-344.612%,-342.896%,-362.467%,-351.189%,-534.393%,-869.855%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,24.367%,-31.543%,-8.862%,-187.288%,-6.626%,-43.951%,-98.328%,-,-181.248%,-93.607%,-143.748%,-518.073%,381.810%,-1146.294%,-1279.137%,-652.546%,607.792%,-1082.434%,901.803%,848.454%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,15.083%,3.656%,-15.533%,-,-0.693%,-64.497%,-248.766%,-,-69.842%,-86.969%,-152.486%,-141.233%,-165.556%,-264.044%,-422.607%,-283.973%,-318.331%,-469.614%,-537.346%,-746.073%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-8,262,000","-13,501,000","-12,160,000","-17,645,000","-18,204,000","-18,240,000","-18,364,000",-,"-23,499,000","-20,097,000","-23,412,000","-34,198,000","-50,660,000","-57,014,000","-41,579,000","-57,810,000","-38,953,000","-32,991,000","-43,898,000","-62,612,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-24.113%,-48.631%,-48.086%,-73.782%,-73.374%,-95.894%,-94.198%,-,-115.140%,-93.033%,-103.114%,-132.576%,-248.248%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"3,567,000","1,513,000","1,731,000","524,000","2,148,000","2,380,000","2,405,000","919,000","3,448,000","4,227,000","2,824,000","4,557,000","3,828,000","3,203,000","1,880,000","640,000","2,216,000","1,717,000","1,162,000","957,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-11,829,000","-15,014,000","-13,891,000","-18,169,000","-20,352,000","-20,620,000","-20,769,000",-,"-26,947,000","-24,324,000","-26,236,000","-38,755,000","-54,488,000","-60,217,000","-43,459,000","-58,450,000","-41,169,000","-34,708,000","-45,060,000","-63,569,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-34.523%,-54.081%,-54.931%,-75.973%,-82.031%,-108.406%,-106.535%,-,-132.035%,-112.601%,-115.552%,-150.242%,-267.006%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.413%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"34,264,000","27,762,000","25,288,000","23,915,000","24,810,000","19,021,000","19,495,000",-,"20,409,000","21,602,000","22,705,000","25,795,000","20,407,000","15,622,000","12,611,000","17,046,000","11,358,000","9,883,000","8,432,000","7,308,000",Upgrade,Financials in USD,Fiscal year is January - December
