Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+16 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"-37,000","53,000","19,000","-256,000","370,000","230,000","-31,000","-8,000","-96,000","36,000","17,000","-25,000","-26,000","-86,000","126,000","-38,000","-65,000","-13,000","-7,000","84,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-29,624,000","-20,331,000","-32,278,000","-18,905,000","-27,577,000","-49,498,000","-22,464,000","318,979,000","-47,875,000","-64,628,000","-72,699,000","-40,341,000","-59,815,000","-67,956,000","-44,065,000","-37,425,000","-72,605,000","-39,025,000","-30,761,000","-72,746,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,"1,457,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"700,000","-299,000",-,-,"-499,000",-,-,-,-,"-182,000",-,-,-,"-307,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-29,624,000","-37,618,000","-31,578,000","-19,204,000","-27,577,000","-49,498,000","-22,963,000","320,436,000","-47,875,000","-64,628,000","-72,699,000","-40,523,000","-59,815,000","-67,956,000","-44,065,000","-37,732,000","-72,605,000","-39,025,000","-30,761,000","-72,746,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"226,000","68,000","75,000","-4,722,000","1,110,000","1,654,000","1,390,000","11,005,000","-29,000","-9,000","-74,000","-1,371,000","764,000","-434,000","525,000","161,000","-43,000","-64,000","375,000","-502,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-29,850,000","-37,686,000","-31,653,000","-14,482,000","-28,687,000","-51,152,000","-24,353,000","309,431,000","-47,846,000","-64,619,000","-72,625,000","-39,152,000","-60,579,000","-67,522,000","-44,590,000","-37,893,000","-72,562,000","-38,961,000","-31,136,000","-72,244,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-29,850,000","-37,686,000","-31,653,000","-14,482,000","-28,687,000","-51,152,000","-24,353,000","309,431,000","-47,846,000","-64,619,000","-72,625,000","-39,152,000","-60,579,000","-67,522,000","-44,590,000","-37,893,000","-72,562,000","-38,961,000","-31,136,000","-72,244,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"76,128,531","76,392,593","76,214,833","70,829,828","70,575,773","67,281,028","66,739,308","66,510,825","66,477,016","66,353,279","61,367,368","51,841,032","51,657,371","51,422,066","51,367,663","51,136,942","50,903,633","50,788,681","48,686,718","43,597,446",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"76,157,101","76,396,217","76,248,158","70,829,828","70,575,773","67,284,511","66,742,030","66,565,937","66,478,157","66,354,784","61,378,170","51,841,032","52,238,901","51,422,066","51,367,663","51,136,942","50,903,633","50,788,681","48,686,718","43,597,446",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),7.908%,13.542%,14.243%,6.406%,6.164%,1.401%,8.739%,28.404%,27.258%,29.040%,19.488%,1.377%,2.623%,1.247%,5.507%,17.293%,17.167%,54.664%,52.049%,36.292%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.392,-0.493,-0.415,-0.204,-0.406,-0.760,-0.365,4.652,-0.720,-0.974,-1.183,-0.755,-1.173,-1.313,-0.868,-0.741,-1.425,-0.767,-0.640,-1.657,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.393,-0.494,-0.418,-0.204,-0.410,-0.761,-0.370,4.648,-0.720,-0.974,-1.188,-0.953,-1.247,-1.313,-0.870,-0.741,-1.430,-0.770,-0.640,-1.661,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-6,776,000","-25,583,000","-37,854,000","13,598,000","-43,597,000","-7,201,000","-83,577,000","327,012,000","-73,996,000","-57,487,000","-59,570,000","-55,292,000","-55,961,000","-52,104,000","-41,498,000","-48,928,000","-17,157,000","-51,611,000","-38,017,000","-38,495,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.089,-0.335,-0.496,0.192,-0.618,-0.107,-1.252,4.913,-1.113,-0.866,-0.971,-1.067,-1.071,-1.013,-0.808,-0.957,-0.337,-1.016,-0.781,-0.883,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-127.206%,-51.551%,-226.441%,-49.031%,-98.564%,-,-27.643%,86.876%,-,-,-,-175.204%,-,-,-,-153.622%,-,-221.903%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-213.781%,-133.030%,-383.868%,-136.736%,-201.363%,-772.836%,-75.277%,78.987%,-1914.101%,-1209.537%,-3792.067%,-204.419%,-1386.621%,-3890.062%,-6967.236%,-237.226%,-2788.271%,-326.475%,-433.499%,-3938.093%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-186.563%,-195.843%,-315.583%,-85.561%,-173.797%,-730.534%,-68.450%,76.879%,-1818.548%,-1187.413%,-3790.449%,-197.041%,-1378.362%,-3812.648%,-6923.913%,-241.665%,-2745.441%,-315.244%,-376.539%,-3848.908%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-42.350%,-132.947%,-377.408%,80.338%,-264.128%,-102.842%,-234.912%,81.247%,-2812.467%,-1056.358%,-3109.081%,-278.269%,-1273.288%,-2942.067%,-6443.789%,-312.041%,-649.149%,-417.599%,-459.753%,-2050.879%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-32,190,000","-23,692,000","-36,739,000","-20,935,000","-30,164,000","-51,495,000","-24,519,000","319,600,000","-48,809,000","-64,286,000","-70,190,000","-39,773,000","-59,993,000","-67,906,000","-42,821,000","-36,278,000","-72,797,000","-39,585,000","-35,071,000","-73,179,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-201.188%,-123.120%,-,-123.685%,-182.746%,-,-68.916%,79.405%,-,-,-,-200.166%,-,-,-,-231.365%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,015,000","1,907,000","1,763,000","2,209,000","3,073,000","2,619,000","2,263,000","1,681,000","1,551,000","1,537,000","2,466,000","845,000","949,000","987,000","2,048,000","919,000","897,000","764,000","775,000","739,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-34,205,000","-25,599,000","-38,502,000","-23,144,000","-33,237,000","-54,114,000","-26,782,000","317,919,000","-50,360,000","-65,823,000","-72,656,000","-40,618,000","-60,942,000","-68,893,000","-44,869,000","-37,197,000","-73,694,000","-40,349,000","-35,846,000","-73,918,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-213.781%,-133.030%,-,-136.736%,-201.363%,-,-75.277%,78.987%,-,-,-,-204.419%,-,-,-,-237.226%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,3.434%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
