Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Other Non Operating Income (Expenses),"200,000","20,000",-,"-3,000",-,"3,000",-,-,-,"61,000",-,"-2,161,000","-112,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-9,001,000","-10,117,000","-11,316,000","57,214,000","-26,078,000","-22,149,000","124,748,000","-23,587,000","14,987,000","-19,087,000","-21,319,000","2,898,000","-25,137,000","-28,537,000","-25,570,000","-23,648,000","84,781,000","-8,635,000","-23,455,000","-12,376,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"3,000",-,-,-,"2,653,000",-,-,-,"2,811,000",-,"-1,583,000","3,921,000","7,722,000","830,000","-46,000","-808,000","-198,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,"-2,676,000","2,637,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-9,001,000","-10,117,000","-11,316,000","57,217,000","-26,078,000","-22,149,000","124,748,000","-23,610,000","17,624,000","-19,087,000","-21,319,000","5,709,000","-25,137,000","-30,120,000","-21,649,000","-15,926,000","85,611,000","-8,681,000","-24,263,000","-12,574,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"43,000","24,000","14,000","822,000","-177,000","59,000","704,000","16,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-9,044,000","-10,141,000","-11,330,000","56,395,000","-25,901,000","-22,208,000","124,044,000","-23,626,000","17,624,000","-19,087,000","-21,319,000","5,709,000","-25,137,000","-30,120,000","-21,649,000","-15,926,000","85,611,000","-8,681,000","-24,263,000","-12,574,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-9,044,000","-10,141,000","-11,330,000","56,395,000","-25,901,000","-22,208,000","124,044,000","-23,626,000","17,624,000","-19,087,000","-21,319,000","5,709,000","-25,137,000","-30,120,000","-21,649,000","-15,926,000","85,611,000","-8,681,000","-24,263,000","-12,574,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"57,851,110","57,721,934","57,117,046","43,983,990","43,864,838","43,520,137","40,632,087","38,547,652","38,507,542","38,298,426","38,049,430","37,804,372","37,780,547","37,581,381","37,501,065","37,290,259","37,242,504","37,029,524","36,963,255","36,838,507",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"57,851,110","57,721,934","57,117,046","45,078,511","43,864,838","43,520,137","42,161,326","38,547,652","39,570,394","38,298,426","38,049,430","37,804,372","37,780,547","37,581,381","37,501,065","37,290,259","37,672,328","37,029,524","36,963,255","36,838,507",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),31.885%,32.633%,35.473%,16.942%,10.853%,13.634%,10.807%,1.966%,4.737%,1.908%,1.462%,1.379%,0.287%,1.490%,1.455%,1.226%,2.529%,-2.403%,10.824%,13.955%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.156,-0.176,-0.198,1.282,-0.590,-0.510,3.053,-0.613,0.458,-0.498,-0.560,0.151,-0.665,-0.801,-0.577,-0.427,2.299,-0.234,-0.656,-0.341,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.160,-0.180,-0.200,1.254,-0.590,-0.510,2.940,-0.618,0.450,-0.500,-0.560,0.147,-0.670,-0.801,-0.580,-0.427,2.270,-0.234,-0.656,-0.341,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-28,226,000","-32,547,000","56,626,000","-24,515,000","-21,833,000","-2,045,000","123,056,000","-13,177,000","-16,484,000","-19,727,000","34,388,000","10,848,000","-21,369,000","-22,944,000","-21,669,000","-25,533,000","-29,892,000","-23,083,000","-30,305,000","-26,736,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.488,-0.564,0.991,-0.544,-0.498,-0.047,2.919,-0.342,-0.417,-0.515,0.904,0.287,-0.566,-0.611,-0.578,-0.685,-0.793,-0.623,-0.820,-0.726,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-22.786%,-16.478%,-38.819%,71.402%,-,-,87.661%,-,52.935%,-,-,50.059%,-,-,-243.732%,-236.485%,78.752%,-2.587%,-78.746%,-11.866%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-55.950%,-50.798%,-82.922%,60.029%,-639.510%,-523.923%,81.661%,-,35.151%,-2720.084%,-3244.681%,20.311%,-1696.761%,-2106.485%,-393.616%,-362.995%,71.728%,-31.313%,-135.236%,-42.137%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-36.721%,-34.286%,-58.055%,62.619%,-561.357%,-457.614%,82.432%,-,42.895%,-2680.758%,-3239.970%,20.336%,-1696.154%,-2219.602%,-333.010%,-243.629%,72.648%,-30.267%,-134.295%,-38.483%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-114.605%,-110.038%,290.152%,-27.220%,-473.190%,-42.139%,81.776%,-,-40.121%,-2770.646%,5226.140%,38.642%,-1441.903%,-1690.789%,-333.318%,-390.592%,-25.366%,-80.482%,-167.737%,-81.827%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-12,648,000","-13,633,000","-14,987,000","55,398,000","-28,562,000","-24,340,000","123,959,000","-23,729,000","15,783,000","-18,163,000","-18,538,000","7,184,000","-23,922,000","-27,400,000","-24,315,000","-22,742,000","85,589,000","-8,055,000","-23,591,000","-13,010,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-51.354%,-46.092%,-76.793%,61.512%,-,-,82.376%,-,38.414%,-,-,25.590%,-,-,-,-,72.630%,-28.085%,-130.575%,-39.818%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,132,000","1,392,000","1,196,000","1,335,000","945,000","1,086,000","1,075,000","834,000","1,341,000","1,204,000","2,812,000","1,482,000","1,224,000","1,185,000","1,274,000","987,000","1,062,000","926,000","842,000","758,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-13,780,000","-15,025,000","-16,183,000","54,063,000","-29,507,000","-25,426,000","122,884,000","-24,563,000","14,442,000","-19,367,000","-21,350,000","5,702,000","-25,146,000","-28,585,000","-25,589,000","-23,729,000","84,527,000","-8,981,000","-24,433,000","-13,768,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-55.950%,-50.798%,-82.922%,60.029%,-,-,81.661%,-,35.151%,-,-,20.311%,-,-,-,-,71.728%,-31.313%,-135.236%,-42.137%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,1.437%,-,-,0.564%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
