Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Interest & Investment Income,"23,458,000","49,193,000","43,990,000","49,817,000","45,589,000","42,162,000","32,143,000","25,914,000","10,848,000",-,"535,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,"-169,000",-,"6,070,000","2,298,000","4,740,000","-1,058,000","5,050,000","5,154,000","5,053,000","8,899,000","15,993,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"192,916,000","-428,125,000","135,756,000","251,960,000","260,027,000","244,167,000","63,370,000","120,410,000","127,355,000","257,588,000","123,502,000","117,371,000","239,829,000","149,500,000","102,557,000","172,206,000","16,808,000","241,044,000","-649,317,000","113,371,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-12,982,000","39,241,000","99,947,000","34,054,000","-26,654,000","41,811,000","-5,318,000","-15,448,000","-660,000","-24,897,000","-46,585,000","4,322,000","-27,450,000","26,765,000","-27,709,000","-509,000","-13,207,000","72,274,000","-48,132,000","15,755,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-23,410,000","-893,000","456,000","-15,058,000","426,000","-8,374,000","-6,196,000","-24,347,000","21,893,000","-3,313,000","-6,382,000","-1,673,000","-2,910,000","-4,632,000","-5,526,000","-3,595,000","-7,109,000","-6,054,000","-6,627,000","-3,122,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"156,524,000","-389,777,000","236,159,000","270,956,000","233,799,000","277,604,000","51,856,000","80,615,000","148,588,000","229,378,000","70,535,000","120,020,000","209,469,000","171,633,000","69,322,000","168,102,000","-3,508,000","307,264,000","-704,076,000","126,004,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"50,068,000","54,824,000","66,611,000","69,877,000","62,530,000","74,056,000","30,153,000","52,154,000","35,813,000","67,946,000","32,543,000","-443,831,000","27,730,000","22,177,000","15,787,000","18,252,000","11,695,000","16,966,000","16,566,000","14,999,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"106,456,000","-444,601,000","169,548,000","201,079,000","171,269,000","203,548,000","21,703,000","28,461,000","112,775,000","161,432,000","37,992,000","563,851,000","181,739,000","149,456,000","53,535,000","149,850,000","-15,203,000","290,298,000","-720,642,000","111,005,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"106,456,000","-444,601,000","169,548,000","201,079,000","171,269,000","203,548,000","21,703,000","28,461,000","112,775,000","161,432,000","37,992,000","563,851,000","181,739,000","149,456,000","53,535,000","149,850,000","-15,203,000","290,298,000","-720,642,000","111,005,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-37.843%,-,681.219%,606.507%,51.868%,26.089%,-42.875%,-94.952%,-37.947%,8.013%,-29.033%,276.277%,-,-48.516%,-,34.994%,-,175.639%,-,60.730%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"192,629,000","218,175,000","224,484,000","224,226,000","224,078,000","223,248,000","222,960,000","222,615,000","222,415,000","221,660,000","221,326,000","220,984,000","220,845,000","220,083,000","219,801,000","219,239,000","218,784,000","217,549,000","216,721,000","215,770,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"195,838,000","218,175,000","227,219,000","226,125,000","226,167,000","225,649,000","225,589,000","224,840,000","224,175,000","223,661,000","222,950,000","221,989,000","222,248,000","222,250,000","221,867,000","221,228,000","218,784,000","220,434,000","216,721,000","218,542,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-13.410%,-3.312%,0.723%,0.572%,0.889%,0.889%,1.184%,1.284%,0.867%,0.635%,0.488%,0.344%,1.583%,0.824%,2.374%,1.229%,0.456%,1.357%,-0.157%,1.157%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.553,-2.038,0.755,0.897,0.764,0.912,0.097,0.128,0.507,0.728,0.172,2.552,0.823,0.679,0.244,0.683,-0.069,1.334,-3.325,0.514,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.540,-2.040,0.750,0.891,0.760,0.900,0.097,0.122,0.500,0.720,0.170,2.541,0.820,0.670,0.240,0.677,-0.070,1.320,-3.330,0.500,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-28.947%,-,670.495%,632.395%,52.000%,25.000%,-42.741%,-95.214%,-39.024%,7.463%,-29.167%,275.530%,-,-49.242%,-,35.352%,-,175.000%,-,56.446%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"305,684,000","-629,706,000","209,262,000","145,462,000","136,859,000","299,189,000","-117,509,000","262,389,000","268,570,000","162,414,000","198,735,000","80,888,000","222,945,000","106,637,000","158,012,000","55,888,000","129,294,000","225,522,000","-722,682,000","102,303,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,1.561,-2.886,0.921,0.643,0.605,1.326,-0.521,1.167,1.198,0.726,0.891,0.364,1.003,0.480,0.712,0.253,0.591,1.023,-3.335,0.468,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,42.070%,-16.407%,44.466%,48.966%,52.466%,50.919%,42.857%,39.631%,46.513%,56.070%,45.348%,39.243%,52.771%,44.541%,42.684%,42.408%,21.465%,51.570%,-96.081%,40.440%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,14.961%,-45.668%,10.466%,20.028%,23.401%,21.230%,3.920%,10.269%,14.229%,28.356%,16.863%,12.986%,29.271%,20.563%,17.194%,21.226%,1.965%,34.386%,-115.674%,16.912%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,9.356%,-42.596%,19.247%,19.843%,18.636%,21.323%,2.684%,3.071%,13.698%,17.713%,5.181%,65.347%,22.354%,21.178%,8.853%,18.980%,-2.450%,42.192%,-126.760%,19.159%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,26.865%,-60.331%,23.756%,14.355%,14.892%,31.341%,-14.531%,28.314%,32.621%,17.820%,27.104%,9.374%,27.423%,15.111%,26.130%,7.079%,20.832%,32.777%,-127.119%,17.657%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"192,752,000","-454,613,000","114,143,000","228,209,000","236,451,000","222,957,000","50,907,000","116,481,000","133,840,000","274,942,000","140,085,000","129,611,000","253,061,000","159,175,000","117,812,000","183,250,000","24,947,000","248,985,000","-644,716,000","112,730,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,16.940%,-43.555%,12.958%,22.520%,25.728%,23.356%,6.295%,12.569%,16.256%,30.167%,19.105%,15.021%,31.127%,22.555%,19.482%,23.211%,4.019%,36.187%,-113.405%,19.457%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"22,520,000","22,048,000","21,947,000","25,262,000","21,390,000","20,297,000","19,211,000","21,318,000","16,692,000","16,507,000","16,438,000","17,558,000","15,091,000","14,057,000","13,838,000","15,666,000","12,749,000","12,394,000","12,898,000","14,745,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"170,232,000","-476,661,000","92,196,000","202,947,000","215,061,000","202,660,000","31,696,000","95,163,000","117,148,000","258,435,000","123,647,000","112,053,000","237,970,000","145,118,000","103,974,000","167,584,000","12,198,000","236,591,000","-657,614,000","97,985,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,14.960%,-45.668%,10.466%,20.027%,23.401%,21.230%,3.920%,10.269%,14.229%,28.356%,16.863%,12.986%,29.271%,20.563%,17.194%,21.226%,1.965%,34.386%,-115.674%,16.912%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,31.987%,-,28.206%,25.789%,26.745%,26.677%,58.147%,64.695%,24.102%,29.622%,46.137%,-,13.238%,12.921%,22.773%,10.858%,-,5.522%,-,11.903%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"1,137,871,000","1,043,759,000","880,889,000","1,013,341,000","919,025,000","954,610,000","808,673,000","926,700,000","823,303,000","911,397,000","733,235,000","862,853,000","812,987,000","705,709,000","604,718,000","789,509,000","620,643,000","688,043,000","568,507,000","579,389,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"6,400,000","5,300,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
