Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
EPS (Basic),-0.249,-0.156,-0.157,-0.297,-0.252,-0.446,-0.463,-0.465,-0.566,-0.919,-0.779,-1.052,-0.945,-0.846,-0.652,-0.756,-0.794,-0.959,-0.728,-0.734,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.249,-0.156,-0.160,-0.297,-0.252,-0.446,-0.463,-0.465,-0.566,-0.920,-0.780,-1.052,-0.945,-0.846,-0.652,-0.756,-0.794,-0.959,-0.728,-0.734,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-27,221,000","489,000","-34,116,000","-2,062,000","-25,538,000","-36,802,000","-60,066,000","-39,165,000","-53,468,000","-94,916,000","-83,415,000","-73,185,000","-79,576,000","-59,341,000","-47,767,000","-68,317,485","-63,749,020","-47,024,797","-51,248,267","-34,405,623",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.257,0.005,-0.352,-0.021,-0.266,-0.384,-0.631,-0.413,-0.566,-1.007,-0.901,-0.898,-0.978,-0.731,-0.590,-0.851,-0.917,-0.708,-0.787,-0.622,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,53.173%,58.152%,63.599%,53.462%,59.834%,48.591%,53.020%,53.738%,45.563%,22.298%,7.995%,-24.642%,-30.738%,3.542%,-3.999%,-23.971%,-46.995%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-22.152%,-17.178%,-14.463%,-25.812%,-23.549%,-42.583%,-50.775%,-53.958%,-77.402%,-158.195%,-207.629%,-335.024%,-348.197%,-344.894%,-335.174%,-492.468%,-759.120%,-3402.449%,-4530.362%,-68910.397%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-15.010%,-10.050%,-10.525%,-21.635%,-19.226%,-38.617%,-46.223%,-50.104%,-74.451%,-155.820%,-206.078%,-333.972%,-346.323%,-342.914%,-332.158%,-487.376%,-748.903%,-3341.606%,-4375.775%,-66954.038%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-15.522%,0.303%,-23.550%,-1.561%,-20.240%,-33.217%,-63.024%,-44.572%,-74.395%,-170.777%,-238.356%,-285.088%,-358.337%,-296.009%,-300.838%,-548.547%,-865.145%,-2466.375%,-4729.973%,-56762.779%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-38,711,000","-27,594,000","-20,820,000","-33,961,000","-29,578,000","-47,056,000","-48,258,000","-47,269,000","-55,459,000","-87,751,000","-72,491,000","-85,858,000","-77,190,000","-69,015,000","-53,092,000","-61,207,364","-55,815,410","-64,740,017","-48,936,722","-41,626,999",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-22.073%,-17.098%,-14.372%,-25.709%,-23.442%,-42.472%,-50.635%,-53.795%,-77.166%,-157.885%,-207.141%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"138,000","129,000","132,000","136,000","135,000","123,000","134,000","143,000","170,000","172,000","171,000","146,000","134,000","126,000","127,000","125,972","121,044","132,300","148,802","141,660",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-38,849,000","-27,723,000","-20,952,000","-34,097,000","-29,713,000","-47,179,000","-48,392,000","-47,412,000","-55,629,000","-87,923,000","-72,662,000","-86,004,000","-77,324,000","-69,141,000","-53,219,000","-61,333,336","-55,936,454","-64,872,317","-49,085,524","-41,768,659",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-22.152%,-17.178%,-14.463%,-25.812%,-23.549%,-42.583%,-50.775%,-53.958%,-77.402%,-158.195%,-207.629%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"175,375,000","161,388,000","144,866,000","132,099,000","126,173,000","110,792,000","95,306,000","87,869,000","71,870,000","55,579,000","34,996,000","25,671,000","22,207,000","20,047,000","15,878,000","12,454,270","7,368,594","1,906,636","1,083,479","60,613",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"13,200,000","4,100,000","1,400,000",-,Upgrade,Financials in USD,Fiscal year is January - December
