Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+11 Quarters,Currency,Fiscal_Year_period
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-913,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Pretax Income,"-53,055,000","-53,772,000","-55,140,000","-50,647,000","-60,245,000","-49,354,000","-48,951,000","-39,690,000","-43,102,000","-42,253,000","-31,696,000","-29,674,000","-29,355,000","-27,311,000","-21,499,000","-21,783,000","-20,095,000","-17,493,000","-15,789,000","-16,189,000",Upgrade,Financials in USD,Fiscal year is April - March
Income Tax Expense,-,-,"-65,000","473,000","-201,000","201,000","288,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Net Income,"-53,055,000","-53,772,000","-55,075,000","-51,120,000","-60,044,000","-49,555,000","-49,239,000","-39,690,000","-43,102,000","-42,253,000","-31,696,000","-29,674,000","-29,355,000","-27,311,000","-21,499,000","-21,783,000","-20,095,000","-17,493,000","-15,789,000","-16,189,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Common,"-53,055,000","-53,772,000","-55,075,000","-51,120,000","-60,044,000","-49,555,000","-49,239,000","-39,690,000","-43,102,000","-42,253,000","-31,696,000","-29,674,000","-29,355,000","-27,311,000","-21,499,000","-21,783,000","-20,095,000","-17,493,000","-15,789,000","-16,189,000",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Basic),"66,582,280","68,309,968","66,682,112","66,645,691","66,582,280","66,367,702","65,997,884","57,857,132","54,770,291","54,211,446","52,535,432","52,319,877","52,081,325","51,910,331","51,685,836","49,382,213","44,015,786","39,862,319","38,819,748","34,877,944",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Diluted),"66,582,280","68,309,968","66,682,112","66,645,691","66,582,280","66,367,702","65,997,884","57,857,132","54,770,291","54,211,446","52,535,432","52,319,877","52,081,325","51,910,331","51,685,836","49,382,213","44,015,786","39,862,319","38,819,748","34,877,944",Upgrade,Financials in USD,Fiscal year is April - March
Shares Change (YoY),-,2.927%,1.037%,15.190%,21.566%,22.424%,25.625%,10.583%,5.163%,4.433%,1.644%,5.949%,18.324%,30.224%,33.143%,41.586%,38.959%,25.902%,23.265%,10.453%,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Basic),-0.797,-0.787,-0.826,-0.767,-0.902,-0.747,-0.746,-0.686,-0.787,-0.779,-0.603,-0.567,-0.564,-0.526,-0.416,-0.441,-0.457,-0.439,-0.407,-0.464,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Diluted),-0.797,-0.787,-0.826,-0.767,-0.902,-0.747,-0.746,-0.686,-0.787,-0.779,-0.603,-0.567,-0.564,-0.530,-0.416,-0.441,-0.457,-0.439,-0.407,-0.464,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow,"-40,723,000","-50,836,000","-47,906,000","-48,842,000","-45,344,000","-49,037,000","-33,047,000","-29,144,000","-33,606,000","-34,523,000","-23,709,000","-18,813,000","-23,389,000","-18,605,000","-16,898,000","-13,607,000","-17,254,000","-16,022,000","-12,600,000","-19,791,000",Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Per Share,-0.612,-0.744,-0.718,-0.733,-0.681,-0.739,-0.501,-0.504,-0.614,-0.637,-0.451,-0.360,-0.449,-0.358,-0.327,-0.276,-0.392,-0.402,-0.325,-0.567,Upgrade,Financials in USD,Fiscal year is April - March
EBITDA,"-57,683,000","-56,193,000","-57,423,250","-53,629,000","-62,734,000","-54,634,000","-51,585,000","-38,520,000","-40,388,000","-39,405,000","-30,515,000","-28,417,000","-27,990,000","-26,075,000","-20,874,000","-19,324,000","-18,500,000","-16,149,000","-15,151,000","-15,606,000",Upgrade,Financials in USD,Fiscal year is April - March
D&A For EBITDA,"825,000","736,000","663,750","2,496,000","654,000","621,000","528,000","2,503,000","617,000","620,000","549,000","548,000","532,000","518,000","494,000","401,000","408,000","998,000","342,000","107,000",Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"-58,508,000","-56,929,000","-58,087,000","-56,125,000","-63,388,000","-55,255,000","-52,113,000","-41,023,000","-41,005,000","-40,025,000","-31,064,000","-28,965,000","-28,522,000","-26,593,000","-21,368,000","-19,725,000","-18,908,000","-17,147,000","-15,493,000","-15,713,000",Upgrade,Financials in USD,Fiscal year is April - March
