Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"-10,751,000","-291,000","-40,172,000","-98,318,000","-37,421,000","-42,869,000","-72,129,000","-58,870,000","-86,650,000","-50,150,000","-89,862,000","-50,925,000","-33,328,000","-29,900,000","-169,737,000","10,760,000","28,116,000","60,325,000","36,505,000","41,423,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,"-4,500,000","-2,600,000",-,"-3,600,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"-2,835,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,"153,647,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-10,600,000","26,000,000",-,-,-,-,-,-,-,"5,200,000","-5,200,000",-,"-3,210,000",-,-,-,-,"-110,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"-12,630,000",-,-,-,-,-,-,-,-,"-6,222,000",-,-,-,-,-,-,-,-,"-42,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-10,751,000","-12,921,000","102,875,000","-79,653,000","-40,021,000","-42,869,000","-75,729,000","-58,870,000","-86,650,000","-50,150,000","-96,084,000","-45,725,000","-38,528,000","-29,900,000","-172,947,000","10,760,000","28,116,000","60,325,000","36,505,000","41,271,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,"-380,000",-,-,-,-,-,-,-,-,-,-,"1,052,000","183,000","1,294,000","933,000","2,044,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-10,751,000","-12,921,000","102,875,000","-79,653,000","-39,641,000","-42,869,000","-75,729,000","-58,870,000","-86,650,000","-50,150,000","-96,084,000","-45,725,000","-38,528,000","-29,900,000","-172,947,000","9,708,000","27,933,000","59,031,000","35,572,000","39,227,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-10,751,000","-12,921,000","102,875,000","-79,653,000","-39,641,000","-42,869,000","-75,729,000","-58,870,000","-86,650,000","-50,150,000","-96,084,000","-45,725,000","-38,528,000","-29,900,000","-172,947,000","9,708,000","27,933,000","59,031,000","35,572,000","39,227,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-10,751,000","-12,921,000","102,875,000","-79,653,000","-39,641,000","-42,869,000","-75,729,000","-58,870,000","-86,650,000","-50,150,000","-96,084,000","-45,725,000","-38,528,000","-29,900,000","-172,947,000","9,708,000","27,933,000","59,031,000","35,572,000","39,227,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-75.252%,-40.622%,150.482%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"115,210,091","114,819,965","112,749,306","111,492,596","97,738,509","87,269,614","79,268,853","77,955,769","77,746,895","77,554,717","77,253,699","76,828,940","79,013,240","75,559,697","72,832,953","72,223,970","71,649,350","71,099,773","70,662,185","70,208,351",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"115,210,091","114,819,965","125,529,971","111,492,596","97,738,509","87,269,614","79,268,853","77,955,769","77,746,895","77,554,717","77,253,699","76,828,940","79,013,240","75,559,697","72,832,953","87,713,218","87,470,337","88,660,280","74,416,554","78,360,388",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),17.876%,31.569%,58.360%,43.020%,25.714%,12.527%,2.608%,1.467%,-1.603%,2.640%,6.070%,-12.409%,-9.669%,-14.776%,-2.128%,11.936%,11.384%,21.512%,7.631%,15.084%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.093,-0.113,0.912,-0.714,-0.406,-0.491,-0.955,-0.755,-1.115,-0.647,-1.244,-0.595,-0.488,-0.396,-2.375,0.134,0.390,0.830,0.503,0.559,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.093,-0.113,0.829,-0.714,-0.410,-0.491,-0.960,-0.755,-1.115,-0.650,-1.244,-0.599,-0.490,-0.396,-2.375,0.124,0.333,0.705,0.480,0.507,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-75.537%,-47.217%,120.241%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-62,016,000","59,734,000","-46,766,000","-12,971,000","-54,300,000","-38,915,000","-68,732,000","-100,040,000","-37,546,000","-50,917,000","-54,660,000","-52,790,000","13,450,000","-603,000","1,222,000","32,172,000","45,241,000","57,807,000","11,694,000","17,323,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.538,0.520,-0.373,-0.116,-0.556,-0.446,-0.867,-1.283,-0.483,-0.657,-0.708,-0.687,0.170,-0.008,0.017,0.367,0.517,0.652,0.157,0.221,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,70.694%,56.343%,55.120%,-20.806%,56.143%,57.681%,47.977%,68.685%,22.433%,81.252%,84.413%,76.416%,80.510%,80.950%,90.954%,89.428%,92.074%,92.527%,94.100%,141.528%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-9.025%,-31.563%,-41.427%,-98.777%,-39.435%,-58.831%,-197.759%,-113.541%,-177.107%,-73.171%,-134.617%,-60.987%,-33.438%,-27.571%,-197.690%,14.875%,29.692%,48.137%,35.176%,36.448%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-15.191%,-19.885%,133.495%,-87.030%,-53.161%,-73.011%,-233.472%,-129.807%,-190.758%,-83.374%,-159.834%,-62.320%,-46.699%,-34.116%,-208.285%,8.792%,24.600%,43.509%,30.618%,31.671%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-87.625%,91.928%,-60.685%,-14.172%,-72.819%,-66.277%,-211.900%,-220.586%,-82.657%,-84.649%,-90.926%,-71.949%,16.302%,-0.688%,1.472%,29.136%,39.842%,42.607%,10.065%,13.986%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-4,838,000","-19,322,000","-30,418,000","-89,342,000","-28,507,000","-33,663,000","-63,196,000","-50,443,000","-79,454,000","-43,126,000","-80,158,000","-43,911,000","-26,695,000","-23,287,000","-163,301,000","17,265,000","34,409,000","66,058,000","41,475,000","46,198,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-6.836%,-29.736%,-39.472%,-97.616%,-38.230%,-57.332%,-194.833%,-111.225%,-174.916%,-71.696%,-133.341%,-59.848%,-32.356%,-26.570%,-196.668%,15.636%,30.303%,48.689%,35.699%,37.300%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,549,000","1,187,000","1,507,000","1,063,000","899,000","880,000","949,000","1,050,000","995,000","887,000","767,000","836,000","892,000","877,000","849,000","840,000","693,000","748,000","607,000","1,055,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-6,387,000","-20,509,000","-31,925,000","-90,405,000","-29,406,000","-34,543,000","-64,145,000","-51,493,000","-80,449,000","-44,013,000","-80,925,000","-44,747,000","-27,587,000","-24,164,000","-164,150,000","16,425,000","33,716,000","65,310,000","40,868,000","45,143,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-9.024%,-31.563%,-41.427%,-98.777%,-39.435%,-58.831%,-197.759%,-113.541%,-177.107%,-73.171%,-134.617%,-60.987%,-33.438%,-27.571%,-197.690%,14.875%,29.692%,48.137%,35.176%,36.448%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.777%,0.651%,2.145%,2.556%,4.953%,Upgrade,Financials in USD,Fiscal year is January - December
