Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters,Currency,Fiscal_Year_period
Gain (Loss) on Sale of Investments,"-4,265,000","22,120,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Asset Writedown,-,-,"-2,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"75,979",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Pretax Income,"-1,469,560","23,421,355","1,346,701","-619,537","2,789,896","-3,183,297","-126,338","-764,136","-1,880,507","-1,545,012","-1,422,707","-811,290","-979,746","-1,025,418","-960,004","-757,096","-950,192","-883,144","-750,383","-875,308",Upgrade,Financials in USD,Fiscal year is May - April
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,800,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Net Income,"-1,469,560","23,421,355","1,346,701","-619,537","2,789,896","-3,183,297","-126,338","-764,136","-1,880,507","-1,545,012","-1,422,707","-811,290","-979,746","-1,025,418","-960,004","-757,096","-950,192","-883,944","-750,383","-875,308",Upgrade,Financials in USD,Fiscal year is May - April
Preferred Dividends & Other Adjustments,"1,489,315","2,833,848","3,887,243","5,000,576","5,047,983","3,591,882",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Net Income to Common,"-2,958,875","20,587,507","-2,540,542","-5,620,113","-2,258,087","-6,775,179","-126,338","-764,136","-1,880,507","-1,545,012","-1,422,707","-811,290","-979,746","-1,025,418","-960,004","-757,096","-950,192","-883,944","-750,383","-875,308",Upgrade,Financials in USD,Fiscal year is May - April
Shares Outstanding (Basic),"7,637,034","7,866,382","8,350,258","8,606,957","8,765,134","12,601,891","17,801,965","18,995,442","20,585,451","20,829,315","21,470,240","21,667,239","17,357,830","1,591,306","1,576,589","1,558,023","1,539,479","1,119,048","1,046,117","917,046",Upgrade,Financials in USD,Fiscal year is May - April
Shares Outstanding (Diluted),"7,637,034","7,866,382","8,350,258","8,606,957","8,765,134","12,601,891","17,801,965","18,995,442","20,585,451","20,829,315","21,470,240","21,667,239","17,357,830","1,591,306","1,576,589","1,558,023","1,539,479","1,119,048","1,046,117","917,046",Upgrade,Financials in USD,Fiscal year is May - April
Shares Change (YoY),-12.870%,-37.578%,-53.094%,-54.689%,-57.421%,-39.499%,-17.085%,-12.331%,18.595%,1208.945%,1261.816%,1290.688%,1027.513%,42.202%,50.709%,69.896%,74.261%,38.683%,36.650%,22.060%,Upgrade,Financials in USD,Fiscal year is May - April
EPS (Basic),-0.387,2.617,-0.304,-0.653,-0.258,-0.538,-0.007,-0.040,-0.091,-0.074,-0.066,-0.037,-0.056,-0.644,-0.609,-0.486,-0.617,-0.790,-0.717,-0.954,Upgrade,Financials in USD,Fiscal year is May - April
EPS (Diluted),-0.390,2.182,-0.304,-0.653,-0.260,-0.538,-0.007,-0.040,-0.091,-0.074,-0.066,-0.040,-0.060,-0.644,-0.610,-0.490,-0.620,-0.790,-0.717,-0.954,Upgrade,Financials in USD,Fiscal year is May - April
Free Cash Flow,"-1,054,735","-373,297","-332,958","-177,104","-1,984,354","342,959","-288,388","-541,701","-1,879,264","-1,084,378","-1,191,840","-298,645","-1,385,613","-1,241,221","-940,303","-589,133","-1,250,451","-551,002","-639,392","-352,216",Upgrade,Financials in USD,Fiscal year is May - April
Free Cash Flow Per Share,-0.138,-0.047,-0.040,-0.021,-0.226,0.027,-0.016,-0.029,-0.091,-0.052,-0.056,-0.014,-0.080,-0.780,-0.596,-0.378,-0.812,-0.492,-0.611,-0.384,Upgrade,Financials in USD,Fiscal year is May - April
EBIT,"-1,106,060","-1,268,887","-1,166,216","-1,868,946","-1,409,520","-2,075,326","-903,283","-1,552,983","-2,318,620","-1,680,608","-1,507,701","-856,119","-1,004,843","-1,023,351","-1,034,943","-756,847","-949,515","-881,676","-749,890","-875,308",Upgrade,Financials in USD,Fiscal year is May - April
