Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
EBT Excluding Unusual Items,"2,720,000,000","2,125,000,000","1,717,000,000","2,121,000,000","2,359,000,000","1,881,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-70,000,000","-111,000,000","-146,000,000","-133,000,000","-120,000,000","-199,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,"-1,000,000,000","-700,000,000","-2,045,000,000",-,"-4,628,000,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"-90,000,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"28,000,000","28,000,000","64,000,000","58,000,000","19,000,000","49,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-826,000,000","-378,000,000","-402,000,000","-584,000,000","-1,918,000,000","-1,778,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,"-667,000,000","-1,038,000,000","-2,069,000,000","-698,000,000","-60,000,000","-1,173,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-713,000,000","-548,000,000","-261,000,000","-7,000,000","81,000,000","-59,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-528,000,000","-622,000,000","-3,142,000,000","667,000,000","-4,267,000,000","-1,279,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"689,000,000","-7,000,000","-643,000,000","211,000,000","-168,000,000","-278,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-1,217,000,000","-615,000,000","-2,499,000,000","456,000,000","-4,099,000,000","-1,001,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"258,000,000","56,000,000","53,000,000","-39,000,000","109,000,000","2,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-959,000,000","-559,000,000","-2,446,000,000","417,000,000","-3,990,000,000","-999,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-959,000,000","-559,000,000","-2,446,000,000","417,000,000","-3,990,000,000","-999,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"1,127,250,000","1,119,000,000","1,110,000,000","1,102,000,000","1,095,000,000","1,091,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"1,127,250,000","1,119,000,000","1,110,000,000","1,107,000,000","1,095,000,000","1,091,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.872%,0.811%,0.271%,1.096%,0.367%,6.856%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.851,-0.500,-2.204,0.378,-3.644,-0.916,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.856,-0.500,-2.204,0.378,-3.644,-0.916,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"1,368,000,000","842,000,000","1,042,000,000","236,000,000","638,000,000","223,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,1.214,0.752,0.939,0.213,0.583,0.204,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,49.839%,48.252%,46.720%,47.827%,46.377%,44.626%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,22.239%,20.068%,17.836%,19.392%,18.338%,16.083%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-5.718%,-3.528%,-16.389%,2.626%,-23.951%,-5.916%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,8.156%,5.314%,6.982%,1.486%,3.830%,1.321%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"4,786,000,000","4,333,000,000","3,970,000,000","4,409,000,000","4,612,000,000","4,438,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,28.536%,27.344%,26.600%,27.768%,27.685%,26.280%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,056,000,000","1,153,000,000","1,308,000,000","1,330,000,000","1,557,000,000","1,722,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"3,730,000,000","3,180,000,000","2,662,000,000","3,079,000,000","3,055,000,000","2,716,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,22.239%,20.068%,17.836%,19.392%,18.338%,16.083%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,31.634%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"162,000,000","168,000,000","246,000,000","225,000,000","213,000,000",Upgrade,Financials in USD,Fiscal year is January - December
