Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Gain (Loss) on Sale of Assets,-,-,-,"1,840,000","14,609,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-69,010,000","-38,837,000","-43,825,000","-63,180,000","-40,104,000","-217,074,000","-18,458,000","-18,784,000","-18,443,000","-22,314,000","-24,436,000","-20,423,000","-20,281,000","-6,738,000","-18,218,000","-22,714,000","-18,033,000","-21,418,000","-18,728,000","-21,495,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"18,000",-,"32,000",-,"3,000","7,000","-36,000","38,000","-209,000","9,000",-,"23,000","26,000","92,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-69,028,000","-38,837,000","-43,857,000","-63,180,000","-40,107,000","-217,081,000","-18,422,000","-18,822,000","-18,234,000","-22,323,000","-24,436,000","-20,446,000","-20,307,000","-6,830,000","-18,218,000","-22,714,000","-18,033,000","-21,418,000","-18,728,000","-21,495,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-69,028,000","-38,837,000","-43,857,000","-63,180,000","-40,107,000","-217,081,000","-18,422,000","-18,822,000","-18,234,000","-22,323,000","-24,436,000","-20,446,000","-20,307,000","-6,830,000","-18,218,000","-22,714,000","-18,033,000","-21,418,000","-18,728,000","-21,495,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"50,889,433","45,316,264","36,512,662","15,607,898","4,293,812","3,822,605","3,770,506","3,815,963","3,767,918","3,288,361","2,639,846","2,638,025","2,631,578","2,625,276","2,624,173","2,602,674","2,489,616","2,117,664","1,323,909","1,320,381",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"50,889,433","45,316,264","36,512,662","15,607,898","4,293,812","3,822,605","3,770,506","3,815,963","3,767,918","3,288,361","2,639,846","2,638,025","2,631,578","2,625,276","2,624,173","2,602,674","2,489,616","2,117,664","1,323,909","1,320,381",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1085.181%,1085.481%,868.376%,309.016%,13.957%,16.247%,42.831%,44.652%,43.181%,25.258%,0.597%,1.358%,5.702%,23.970%,98.214%,97.115%,89.214%,61.209%,14.084%,37.689%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.356,-0.857,-1.201,-4.048,-9.341,-56.789,-4.886,-4.932,-4.839,-6.788,-9.257,-7.750,-7.717,-2.602,-6.942,-8.727,-7.243,-10.114,-14.146,-16.279,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.356,-0.857,-1.201,-4.048,-9.341,-56.789,-4.886,-4.932,-4.839,-6.788,-9.257,-7.750,-7.717,-2.602,-6.942,-8.727,-7.243,-10.114,-14.146,-16.279,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-29,421,000","-62,248,000","-28,542,000","-31,036,000","-34,597,000","-16,643,000","-17,634,000","-18,140,000","-15,069,000","-20,673,000","-26,300,000","-19,268,000","-17,093,000","2,052,000","-19,980,000","-18,132,000","-18,102,000","-20,738,000","-23,083,000","-17,468,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.578,-1.374,-0.782,-1.988,-8.057,-4.354,-4.677,-4.754,-3.999,-6.287,-9.963,-7.304,-6.495,0.782,-7.614,-6.967,-7.271,-9.793,-17.435,-13.230,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,100.000%,-,-,-,-,-,-,-,0.854%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-2588.372%,-9497.980%,-11405.952%,-10778.736%,-3587.680%,-1794.493%,-560.977%,-1450.536%,-48.956%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-31552.471%,-9304.040%,-11203.571%,-10479.310%,-3571.680%,-1794.126%,-561.087%,-1451.537%,-49.869%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-2419.041%,-8906.061%,-10797.619%,-8660.345%,-3307.680%,-1930.984%,-528.760%,-1221.801%,14.982%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-55,206,000","-43,961,000","-47,588,000","-36,802,000","-33,244,000","-17,448,000","-18,422,000","-18,777,000","-18,354,000","-22,045,000","-24,038,000","-20,031,000","-19,881,000","-6,307,000","-17,854,000","-22,407,000","-17,872,000","-21,338,000","-18,868,000","-21,803,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-46.050%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"186,000","186,000","186,000",-,-,"360,000","384,000","385,000","401,000","378,000","403,000","411,000","412,000","398,000","355,000","369,000","251,000","222,000","154,000","106,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-55,392,000","-44,147,000","-47,774,000","-36,802,000","-33,244,000","-17,808,000","-18,806,000","-19,162,000","-18,755,000","-22,423,000","-24,441,000","-20,442,000","-20,293,000","-6,705,000","-18,209,000","-22,776,000","-18,123,000","-21,560,000","-19,022,000","-21,909,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-48.956%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,"688,000","198,000","168,000","174,000","625,000","1,362,000","3,644,000","1,399,000","13,696,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
