Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+20 Quarters,Currency,Fiscal_Year_period
Earnings From Continuing Operations,"-5,829,276","-1,248,752","1,692,242","-11,333,910","5,958,872","-2,418,655","-4,895,436","-11,881,762","-1,106,541","-450,352","-10,015,573","11,160,507","-27,533,485","-16,108,581","2,949,644","-235,934","-421,327","-852,275","-700,649","-1,882,946",Upgrade,Financials in USD,Fiscal year is August - July
Minority Interest in Earnings,"27,101","34,587","23,517","39,307","42,671",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is August - July
Net Income,"-5,802,175","-1,214,165","1,715,759","-11,294,603","6,001,543","-2,418,655","-4,895,436","-11,881,762","-1,106,541","-450,352","-10,015,573","11,160,507","-27,533,485","-16,108,581","2,949,644","-235,934","-421,327","-852,275","-700,649","-1,882,946",Upgrade,Financials in USD,Fiscal year is August - July
Net Income to Common,"-5,802,175","-1,214,165","1,715,759","-11,294,603","6,001,543","-2,418,655","-4,895,436","-11,881,762","-1,106,541","-450,352","-10,015,573","11,160,507","-27,533,485","-16,108,581","2,949,644","-235,934","-421,327","-852,275","-700,649","-1,882,946",Upgrade,Financials in USD,Fiscal year is August - July
Shares Outstanding (Basic),"26,641,036","17,874,550","15,981,726","15,981,726","15,981,726","15,924,596","15,518,072","15,518,018","15,518,018","15,518,280","15,358,947","15,788,827","15,238,646","11,935,831","4,744,036","771,962","774,401","729,840","721,962","721,962",Upgrade,Financials in USD,Fiscal year is August - July
Shares Outstanding (Diluted),"26,641,036","17,874,550","15,981,726","15,981,726","16,674,891","15,924,596","15,518,072","15,518,018","15,518,018","15,518,280","15,358,947","18,405,614","15,238,646","11,935,831","4,744,036","771,962","774,401","729,840","721,962","721,962",Upgrade,Financials in USD,Fiscal year is August - July
Shares Change (YoY),59.767%,12.245%,2.988%,2.988%,7.455%,2.618%,1.036%,-15.689%,1.833%,30.014%,223.753%,2284.264%,1867.798%,1535.404%,557.103%,6.926%,13.535%,11.355%,23.064%,32.795%,Upgrade,Financials in USD,Fiscal year is August - July
EPS (Basic),-0.218,-0.068,0.107,-0.707,0.376,-0.152,-0.315,-0.766,-0.071,-0.029,-0.652,0.707,-1.807,-1.350,0.622,-0.306,-0.544,-1.168,-0.970,-2.608,Upgrade,Financials in USD,Fiscal year is August - July
EPS (Diluted),-0.220,-0.071,0.107,-0.710,-0.497,-0.154,-0.320,-0.770,-0.071,-0.033,-0.652,0.038,-1.807,-1.350,0.622,-0.306,-0.544,-1.168,-0.970,-2.608,Upgrade,Financials in USD,Fiscal year is August - July
Free Cash Flow,"-6,955,076","-4,492,531","-5,083,834","-7,401,319","-7,605,245","-10,919,007","-5,331,731","-3,951,740","-3,542,382","-3,325,729","-4,823,839","-2,556,209","-1,778,599","-1,945,902","-5,587,964","-187,413","-58,097","-366,880","22,401","-169,527",Upgrade,Financials in USD,Fiscal year is August - July
Free Cash Flow Per Share,-0.261,-0.251,-0.318,-0.463,-0.456,-0.686,-0.344,-0.255,-0.228,-0.214,-0.314,-0.139,-0.117,-0.163,-1.178,-0.243,-0.075,-0.503,0.031,-0.235,Upgrade,Financials in USD,Fiscal year is August - July
EBITDA,"-5,126,175","-5,695,510","-9,225,832","-9,825,627","-8,499,210","-7,701,943","-5,673,211","-4,482,506","-5,399,333","-5,230,244","-4,119,443","-3,642,990","-2,280,992","-1,595,050","-4,802,839","-186,331","-376,557","-844,779","-691,080","-1,873,977",Upgrade,Financials in USD,Fiscal year is August - July
D&A For EBITDA,"26,657","72,444","3,816","3,819","3,818","3,818","3,818","3,817","3,818","3,819","3,817","3,819","3,817","3,813","3,814","3,815","3,814","4,759","4,686","4,685",Upgrade,Financials in USD,Fiscal year is August - July
EBIT,"-5,152,832","-5,767,954","-9,229,648","-9,829,446","-8,503,028","-7,705,761","-5,677,029","-4,486,323","-5,403,151","-5,234,063","-4,123,260","-3,646,809","-2,284,809","-1,598,863","-4,806,653","-190,146","-380,371","-849,538","-695,766","-1,878,662",Upgrade,Financials in USD,Fiscal year is August - July
